compl,accel,decel,result,cluster_cr,cluster_ar,cluster_dr,cluster_car,cluster_cdr,cluster_adr
5,2,1,34,18,3,1,1,2,3
5,2,2,40,18,3,1,2,1,3
5,2,2,41,18,3,1,2,1,3
5,2,3,63,15,12,2,2,1,1
5,2,3,64,15,12,2,2,1,1
5,2,4,87,8,11,2,2,1,1
5,2,4,88,8,11,2,2,1,1
5,2,5,97,8,11,2,2,1,1
5,2,5,98,8,11,2,2,1,1
5,3,1,85,8,10,2,2,1,1
5,3,1,86,8,10,2,2,1,1
5,3,2,60,15,6,1,2,1,3
5,3,2,61,15,6,1,2,1,3
5,3,3,78,12,10,2,2,1,1
5,3,3,79,12,10,2,2,1,1
5,3,4,83,8,10,2,2,1,1
5,3,4,84,8,10,2,2,1,1
5,3,5,88,8,10,2,2,1,1
5,3,5,89,8,10,2,2,1,1
5,4,1,40,18,19,1,2,2,2
5,4,1,41,18,19,1,2,2,2
5,4,2,50,15,19,1,2,1,2
5,4,2,51,15,19,1,2,1,2
5,4,3,59,15,5,2,2,1,2
5,4,3,60,15,5,2,2,1,2
5,4,4,80,12,13,2,2,1,1
5,4,4,81,12,13,2,2,1,1
5,4,5,88,8,13,2,2,1,1
5,4,5,89,8,13,2,2,1,1
5,5,1,28,18,17,1,3,2,2
5,5,1,29,18,17,1,3,2,2
5,5,2,60,15,7,1,2,1,2
5,5,2,61,15,7,1,2,1,2
5,5,3,75,12,4,2,2,1,1
5,5,3,76,12,4,2,2,1,1
5,5,4,79,12,4,2,2,1,1
5,5,4,80,12,4,2,2,1,1
5,5,5,84,8,4,2,2,1,1
5,5,5,85,8,4,2,2,1,1
