compliance,acceleration,deceleration,result,cluster3,cluster_cd,cluster_ca,cluster_ad
4,1,3,55,5,2,2,4
3,3,5,56,1,2,4,4
5,5,2,56,3,2,5,4
4,2,2,56,5,2,2,4
2,5,5,57,3,2,5,4
4,1,3,57,5,2,2,4
3,2,1,57,2,5,3,5
2,1,4,58,2,5,3,5
5,4,3,58,1,2,5,4
2,1,4,59,2,5,3,5
3,3,5,60,1,2,5,4
5,3,2,61,5,2,2,4
4,4,2,61,5,2,2,4
4,2,2,62,5,2,2,4
4,2,2,64,5,2,2,4
3,2,5,65,1,2,5,4
2,1,5,65,4,3,1,3
3,2,4,65,5,2,2,4
3,5,3,65,3,4,5,1
3,1,4,66,5,2,2,4
4,3,3,66,5,2,2,4
3,3,2,66,5,1,2,2
4,3,1,66,5,4,2,1
5,2,3,67,5,2,2,4
3,3,2,68,5,4,2,2
4,3,1,68,5,4,2,1
3,2,5,69,1,2,5,4
3,1,4,69,5,2,2,4
3,5,3,69,3,4,5,1
3,3,2,69,5,1,2,1
4,3,3,71,5,2,5,4
3,3,2,71,5,4,2,1
2,1,5,72,4,3,1,3
5,5,3,72,1,2,5,4
4,3,3,72,5,2,5,4
4,1,4,73,5,2,2,4
4,5,2,73,5,4,5,4
3,1,4,74,5,2,2,4
3,5,5,75,1,2,4,4
5,4,4,76,1,2,4,4
5,5,3,76,1,2,5,4
4,2,3,76,5,2,2,4
5,4,4,79,1,2,5,4
4,5,3,79,3,4,5,1
4,5,4,81,1,2,4,4
5,3,3,81,3,2,5,4
5,1,5,82,1,2,4,4
5,5,4,82,1,2,4,4
4,2,5,83,1,2,2,4
4,2,5,84,5,2,2,4
5,2,4,84,1,2,5,4
4,1,5,85,5,2,2,4
4,2,5,85,1,2,2,4
3,1,5,85,5,2,2,4
5,3,5,86,1,2,4,4
5,5,5,86,1,2,4,4
5,3,5,87,1,2,4,4
5,3,5,88,1,2,4,4
3,1,5,88,5,2,2,4
5,4,5,89,1,2,4,4
5,2,4,91,1,2,5,4
1,1,2,15,2,5,3,5
1,2,1,19,2,5,3,5
2,1,1,20,2,5,3,5
1,1,1,20,2,5,3,5
1,1,3,21,2,5,3,5
1,2,3,21,2,5,3,5
1,4,1,22,2,5,3,5
3,4,1,23,2,5,3,5
1,1,2,24,2,5,3,5
1,2,3,25,2,5,3,5
2,3,1,25,2,5,3,5
2,5,1,25,2,5,3,5
1,3,1,26,2,5,3,5
1,1,3,27,2,5,3,5
1,3,2,27,2,5,3,5
1,3,2,28,2,5,3,5
1,1,1,28,2,5,3,5
1,2,3,29,2,5,3,5
4,1,1,29,2,5,3,5
4,5,1,29,5,1,2,2
2,5,1,29,2,5,3,5
1,2,4,30,4,3,1,3
1,3,2,31,2,5,3,5
4,1,1,31,2,5,3,5
1,5,3,32,4,3,1,3
1,4,2,32,2,5,1,5
5,2,1,32,5,2,2,4
2,3,2,33,2,5,3,5
1,3,2,33,2,5,3,5
1,5,2,33,4,3,1,3
1,4,3,34,4,3,1,3
2,1,2,34,2,5,3,5
2,2,3,35,2,5,3,5
1,5,2,35,4,3,1,3
1,5,5,36,4,2,1,3
2,3,3,36,4,3,1,3
1,3,3,36,4,3,1,3
2,4,2,36,4,5,1,5
1,5,4,37,4,3,1,3
1,1,4,38,2,5,3,5
1,4,4,38,4,3,1,3
2,2,3,39,2,5,3,5
2,2,4,40,4,3,1,3
2,4,3,40,4,3,1,3
5,2,2,40,5,2,2,4
4,2,1,40,2,5,3,5
3,1,2,41,2,5,3,5
5,4,1,41,5,4,2,1
3,3,1,41,2,5,3,5
1,5,5,42,4,2,1,3
3,1,2,42,2,5,3,5
5,2,2,43,5,2,2,4
1,3,4,44,4,3,1,3
2,4,2,44,4,5,1,5
2,5,3,45,4,3,1,3
1,3,5,46,4,3,1,3
2,5,3,46,4,3,1,3
1,3,5,48,4,3,1,3
2,4,3,48,4,3,1,3
5,4,2,48,5,2,5,4
2,3,4,49,4,3,1,3
2,1,3,50,2,5,3,5
2,3,4,51,4,3,1,3
5,1,3,52,5,2,2,4
4,3,2,52,5,2,2,4
2,5,5,53,3,2,5,4
4,1,3,53,5,2,2,4
4,3,2,53,5,2,2,4
2,4,5,54,4,2,1,4
4,3,2,54,5,2,2,4
2,2,5,55,4,3,1,3
2,4,5,55,4,2,1,4
5,4,3,56,1,2,5,4
3,2,3,56,5,2,2,2
2,1,4,57,2,5,3,5
3,5,2,59,3,4,5,1
3,2,4,60,5,2,2,4
5,4,3,60,1,2,5,4
3,2,3,60,5,5,2,5
3,5,2,61,3,4,5,1
5,2,3,62,5,2,2,4
3,3,2,62,5,4,2,2
4,3,1,62,5,4,2,1
3,2,4,64,5,2,2,4
3,4,3,64,5,4,2,1
3,5,2,64,3,4,5,1
3,4,4,65,3,2,5,4
3,4,4,66,3,2,5,4
3,5,3,66,3,4,5,1
3,5,4,67,3,2,5,4
4,3,1,67,5,4,2,1
3,4,5,69,1,2,4,4
4,3,3,69,5,2,5,4
3,4,4,70,3,2,5,4
4,2,4,71,3,2,5,4
5,1,4,72,5,2,2,4
4,1,4,72,5,2,2,4
4,3,5,73,1,2,4,4
4,3,4,73,3,2,5,4
4,5,4,73,1,2,4,4
4,5,3,73,3,4,5,4
4,3,4,74,3,2,5,4
5,5,3,74,1,2,5,4
4,5,3,74,3,2,5,1
4,5,3,75,3,4,5,1
4,5,2,77,3,4,5,4
4,3,5,78,1,2,4,4
5,4,4,78,1,2,5,4
4,4,4,80,3,2,5,4
4,4,3,80,3,2,5,4
4,1,5,81,5,2,2,4
3,5,5,81,1,2,4,4
5,4,4,83,1,2,4,4
5,3,3,83,3,2,5,4
5,4,5,85,1,2,4,4
5,1,5,86,1,2,4,4
4,1,5,86,5,2,2,4
3,1,5,86,5,2,2,4
5,2,4,86,1,2,5,4
5,1,5,87,1,2,4,4
5,4,5,87,1,2,4,4
5,5,5,87,1,2,4,4
5,3,4,88,1,2,4,4
5,2,4,92,1,2,5,4
5,4,5,93,1,2,4,4
1,1,2,17,2,5,3,5
1,2,1,18,2,5,3,5
1,4,1,19,2,5,3,5
2,5,1,21,2,5,3,5
4,1,1,22,2,5,3,5
3,1,1,22,2,5,3,5
2,1,1,22,2,5,3,5
2,2,1,22,2,5,3,5
2,3,1,22,2,5,3,5
2,4,1,22,2,5,3,5
2,5,1,22,2,5,3,5
1,2,1,22,2,5,3,5
1,2,3,23,2,5,3,5
1,2,2,23,2,5,3,5
2,3,1,23,2,5,3,5
2,2,1,24,2,5,3,5
2,3,1,24,2,5,3,5
2,5,1,24,2,5,3,5
1,1,1,24,2,5,3,5
1,1,1,25,2,5,3,5
1,3,1,25,2,5,3,5
1,2,4,26,4,3,1,3
4,1,1,26,2,5,3,5
2,5,1,26,2,5,3,5
1,2,4,27,4,3,1,3
5,5,1,27,3,2,5,4
5,5,1,28,3,2,5,4
1,5,3,31,4,3,1,3
5,1,1,31,2,5,3,5
4,4,1,31,5,4,2,1
2,2,2,33,2,5,3,5
1,5,3,35,4,3,1,3
3,1,2,35,2,5,3,5
1,3,3,37,4,3,1,3
1,2,5,38,4,3,1,3
2,2,4,38,4,3,1,3
2,3,3,39,4,3,1,3
2,4,3,39,4,3,1,3
1,2,5,40,4,3,1,3
1,3,4,40,4,3,1,3
2,5,3,42,4,3,1,3
2,4,2,42,4,5,1,5
2,2,3,43,2,5,3,5
3,3,1,43,2,5,3,5
2,5,3,44,4,3,1,3
5,2,2,44,5,2,2,4
5,4,1,44,5,4,2,1
2,4,4,45,4,3,1,3
4,2,1,45,2,5,3,5
1,1,5,46,4,3,1,5
1,3,5,47,4,3,1,3
2,5,3,47,4,3,1,3
2,2,5,48,4,3,1,3
1,1,5,48,4,3,1,5
1,3,5,49,4,3,1,3
1,4,5,49,4,3,1,3
2,4,4,49,4,3,1,3
2,2,5,50,4,3,1,3
2,5,4,50,4,3,1,3
5,1,3,50,5,2,2,4
3,1,3,51,2,5,3,5
2,1,3,51,2,5,3,5
3,2,1,51,2,5,3,5
2,4,5,52,4,2,1,4
2,5,5,52,3,2,5,4
2,4,4,52,4,3,1,3
4,1,3,52,5,2,2,4
5,4,2,54,5,2,5,4
2,1,4,56,2,5,3,5
2,5,5,58,3,2,5,4
5,1,3,58,5,2,2,4
2,4,5,59,4,2,1,4
2,5,5,59,3,2,5,4
5,2,3,59,5,2,2,4
3,3,4,60,5,4,2,1
5,2,3,60,5,2,2,4
3,2,2,60,2,5,3,5
3,3,3,62,5,1,2,2
3,2,3,63,5,2,2,2
3,2,5,64,1,2,5,4
3,3,4,64,5,4,2,1
4,2,2,65,5,2,2,4
3,2,5,67,1,2,5,4
2,1,5,67,4,3,1,3
4,3,3,67,5,2,2,4
5,1,4,68,5,2,2,4
3,1,4,68,5,2,2,4
4,3,3,68,5,2,2,4
3,5,3,68,3,4,5,1
5,1,4,69,5,2,2,4
4,2,3,69,5,2,2,4
3,4,3,69,5,4,2,1
5,1,4,70,5,2,2,4
4,3,1,70,5,4,2,1
3,2,5,71,1,2,5,4
3,4,5,71,1,2,4,4
3,2,5,72,1,2,5,4
4,5,4,72,1,2,4,4
4,2,4,73,3,2,5,4
4,3,5,74,1,2,4,4
4,1,4,74,5,2,2,4
5,5,4,75,1,2,4,4
4,2,4,75,3,2,5,4
5,5,3,75,1,2,5,4
3,5,5,76,1,2,4,4
4,2,4,76,3,2,5,4
4,2,4,77,3,2,5,4
4,4,3,77,3,2,5,4
3,5,5,78,1,2,4,4
5,5,4,78,1,2,4,4
4,3,4,79,3,2,5,4
5,3,3,79,3,2,5,4
5,4,4,80,1,2,4,4
4,4,5,81,1,2,4,4
4,1,5,82,5,2,2,4
4,1,5,83,5,2,2,4
5,4,5,84,1,2,4,4
5,5,5,84,1,2,4,4
3,1,5,84,5,2,2,4
5,3,4,84,1,2,4,4
5,3,1,86,5,2,2,4
4,1,5,90,5,2,2,4
4,2,5,90,1,2,2,4
5,2,5,95,1,2,4,4
2,1,1,18,2,5,3,5
2,2,1,19,2,5,3,5
2,2,1,21,2,5,3,5
3,1,1,23,2,5,3,5
1,1,1,23,2,5,3,5
1,5,1,23,4,5,1,5
1,1,3,24,2,5,3,5
4,5,1,24,5,1,2,2
2,1,1,24,2,5,3,5
1,2,4,25,4,3,1,3
1,2,2,25,2,5,3,5
5,1,1,25,2,5,3,5
3,1,1,25,2,5,3,5
2,1,1,25,2,5,3,5
1,2,3,26,2,5,3,5
5,1,1,27,2,5,3,5
3,1,1,28,2,5,3,5
3,5,1,28,5,5,2,5
5,5,1,29,3,2,5,4
2,3,1,29,2,5,3,5
1,5,3,30,4,3,1,3
1,5,2,30,4,3,1,3
5,1,1,30,2,5,3,5
5,2,1,31,5,2,2,4
1,3,2,32,2,5,3,5
4,5,1,32,5,1,2,2
1,2,4,33,4,3,1,3
4,1,2,33,2,5,3,5
1,3,1,33,2,5,3,5
1,1,4,34,2,5,3,5
5,1,2,34,2,2,3,4
2,2,2,34,2,5,3,5
1,4,3,35,4,3,1,3
2,3,2,35,2,5,3,5
1,3,2,35,2,5,3,5
5,2,1,35,5,2,2,4
2,2,2,36,2,5,3,5
1,3,4,38,4,3,1,3
1,5,3,38,4,3,1,3
4,1,2,38,2,5,3,5
5,2,2,39,5,2,2,4
1,5,5,40,4,3,1,3
4,1,2,40,2,5,3,5
5,4,1,40,5,4,2,1
3,3,1,40,2,5,3,5
1,4,4,41,4,3,1,3
2,5,3,41,4,3,1,3
1,3,4,42,4,3,1,3
5,2,2,42,5,2,2,4
2,5,2,42,4,3,1,3
2,3,3,43,4,3,1,3
4,2,1,43,2,5,3,5
2,5,2,44,4,3,1,3
3,3,1,44,2,5,3,5
2,5,2,45,4,3,1,3
5,4,1,45,5,4,2,1
3,3,1,45,2,5,3,5
2,3,4,46,4,3,1,3
4,2,1,46,2,5,3,5
2,3,4,47,4,3,1,3
2,5,4,48,4,3,1,3
3,1,3,50,2,5,3,5
3,3,5,51,1,2,5,4
4,1,3,51,5,2,2,4
3,3,5,57,1,2,4,4
2,4,5,57,4,2,1,4
5,5,2,57,3,2,5,4
5,3,2,58,5,2,2,4
5,5,2,58,3,2,5,4
3,5,2,58,5,4,5,1
5,3,2,60,5,2,2,4
2,1,4,61,2,5,3,5
3,2,2,61,2,5,3,5
3,2,3,62,5,5,2,4
3,4,3,62,5,4,2,1
5,3,2,62,5,2,2,4
3,4,2,63,5,4,2,1
3,4,5,64,1,2,4,4
5,5,2,64,3,2,5,4
4,4,2,64,5,2,2,4
3,3,2,64,5,1,2,1
3,3,4,65,5,4,2,1
4,3,3,65,5,2,5,4
3,3,2,65,5,4,2,1
4,1,4,66,5,2,2,4
3,5,4,66,3,2,5,4
3,4,3,66,5,4,2,1
3,1,4,67,5,2,2,4
3,5,3,67,3,4,5,1
4,4,2,67,5,2,2,4
3,3,2,67,5,1,2,1
4,1,4,68,5,2,2,4
4,1,4,69,5,2,2,4
3,1,4,70,5,2,2,4
3,5,4,70,3,2,5,4
4,3,5,71,1,2,4,4
3,4,3,71,5,4,2,1
3,5,3,71,3,4,5,1
4,3,5,72,1,2,4,4
4,2,4,72,5,2,5,4
3,1,4,72,5,2,2,4
3,5,5,73,1,2,4,4
5,1,4,73,5,2,2,4
3,4,4,73,3,2,5,4
4,4,3,75,3,2,5,4
4,5,4,76,1,2,4,4
4,4,5,77,1,2,4,4
3,5,5,77,1,2,4,4
4,5,5,78,1,2,4,4
5,3,3,78,3,2,5,4
4,2,3,78,5,2,2,4
3,5,5,80,1,2,4,4
4,2,4,80,3,2,5,4
4,4,4,81,3,2,5,4
4,5,5,82,1,2,4,4
5,5,5,83,1,2,4,4
4,4,4,83,3,2,5,4
5,5,4,84,1,2,4,4
5,4,4,85,1,2,4,4
5,3,1,85,5,2,5,4
4,1,5,87,5,2,2,4
5,2,4,87,1,2,5,4
3,1,5,89,5,2,2,4
5,3,1,89,5,2,5,4
5,2,5,93,1,2,4,4
5,3,5,93,1,2,4,4
1,1,2,16,2,5,3,5
1,2,3,20,2,5,3,5
1,4,1,20,2,5,3,5
1,2,1,21,2,5,3,5
1,4,1,21,2,5,3,5
1,5,1,22,2,5,1,5
1,2,4,24,4,3,1,3
4,1,1,25,2,5,3,5
4,4,1,25,5,4,2,1
3,5,1,25,5,5,2,5
1,4,2,26,4,5,1,5
3,5,1,26,5,5,2,5
2,1,1,26,2,5,3,5
2,3,1,26,2,5,3,5
2,4,1,27,2,5,3,5
1,1,1,27,2,5,3,5
1,3,1,27,2,5,3,5
1,4,1,27,2,5,3,5
1,5,1,27,4,5,3,5
1,2,3,28,2,5,3,5
3,5,1,30,5,5,2,5
3,4,1,31,5,5,3,5
1,3,1,31,2,5,3,5
2,1,2,32,2,5,3,5
5,5,1,32,3,2,5,4
1,3,1,32,2,5,3,5
1,4,3,33,4,3,1,3
5,1,2,33,2,2,3,5
5,2,1,33,5,2,2,4
4,5,1,33,5,1,2,2
4,1,2,34,2,5,3,5
1,5,2,34,4,3,1,3
1,1,4,35,2,5,3,5
1,4,4,35,4,3,1,3
1,5,4,35,4,3,1,3
5,2,2,36,5,2,2,4
1,2,5,37,4,3,1,3
1,1,4,37,2,5,3,5
1,4,3,37,4,3,1,3
5,2,2,37,5,2,2,4
3,1,2,37,2,5,3,5
2,2,2,37,2,5,3,5
2,4,2,37,4,5,1,5
5,4,1,37,5,4,2,1
4,2,1,37,2,5,3,5
1,5,4,38,4,3,1,3
1,2,5,39,4,3,1,3
1,5,4,39,4,3,1,3
3,3,1,39,2,5,3,5
2,5,3,40,4,3,1,3
1,3,4,41,4,3,1,3
2,2,4,42,4,3,1,3
2,4,3,43,4,3,1,3
1,3,5,45,4,3,1,3
2,3,3,45,4,3,1,3
2,4,3,45,4,3,1,3
2,5,4,46,4,3,1,3
2,1,3,46,2,5,3,5
1,1,5,47,4,5,1,5
1,4,5,47,4,3,1,3
2,2,4,47,4,3,1,3
4,3,2,48,5,2,2,4
2,1,3,49,2,5,3,5
2,4,5,51,4,2,1,4
2,2,5,52,4,3,1,3
2,3,5,52,4,3,1,3
3,1,3,52,2,5,3,5
3,2,1,52,2,5,3,5
5,1,3,53,5,2,2,4
3,1,3,53,2,5,3,5
2,2,5,54,4,3,1,3
3,3,5,55,1,2,2,4
5,1,3,55,5,2,2,4
3,2,2,55,2,5,3,5
2,2,5,56,4,3,1,3
3,2,4,56,5,2,2,4
5,3,2,56,5,2,5,4
3,2,2,57,2,5,3,5
3,5,2,57,5,4,5,1
3,2,1,59,2,5,3,5
3,3,4,61,5,4,2,1
3,3,4,63,5,4,2,1
4,3,1,63,5,4,2,1
3,2,5,66,1,2,5,4
4,4,2,66,5,2,2,4
3,4,5,67,1,2,4,4
5,1,4,67,5,2,2,4
3,4,2,67,5,4,2,1
2,1,5,68,4,3,1,3
5,2,3,68,5,2,2,4
4,4,2,68,5,2,2,4
4,3,5,70,1,2,4,4
2,1,5,70,4,3,1,3
4,1,4,70,5,2,2,4
4,2,3,70,5,2,2,4
3,4,3,70,5,4,2,1
3,1,4,71,5,2,2,4
3,4,5,72,1,2,4,4
3,5,5,72,1,2,4,4
4,2,3,73,5,2,2,4
4,4,3,73,3,2,5,4
3,5,5,74,1,2,4,4
4,2,3,74,5,2,2,4
4,3,5,75,1,2,4,4
4,3,4,75,3,2,5,4
4,5,4,75,1,2,4,4
3,5,4,75,3,2,5,4
5,3,3,76,3,2,5,4
4,3,5,77,1,2,4,4
5,5,4,77,1,2,4,4
4,5,3,77,3,4,5,1
5,5,3,78,1,2,5,4
4,4,3,78,3,2,5,4
4,4,5,79,1,2,4,4
3,5,5,79,1,2,4,4
4,5,4,80,1,2,4,4
5,5,5,81,1,2,4,4
4,2,5,82,1,2,2,4
5,1,5,83,1,2,4,4
4,5,5,84,1,2,4,4
5,4,5,86,1,2,4,4
4,2,5,86,1,2,2,4
5,1,5,88,1,2,4,4
5,2,4,90,1,2,5,4
5,4,5,92,1,2,4,4
5,2,5,99,1,2,4,4
1,1,2,19,2,5,3,5
2,1,1,19,2,5,3,5
1,5,1,20,2,5,3,5
1,2,2,21,2,5,3,5
1,5,1,21,4,5,3,5
1,1,3,22,2,5,3,5
1,2,2,22,2,5,3,5
3,4,1,22,5,5,3,5
1,1,1,22,2,5,3,5
1,1,2,23,2,5,3,5
1,2,1,23,2,5,3,5
1,2,1,24,2,5,3,5
1,1,3,26,2,5,3,5
4,4,1,26,5,4,2,1
2,4,1,26,2,5,3,5
4,1,1,27,2,5,3,5
2,2,1,27,2,5,3,5
1,2,4,28,4,3,1,3
4,4,1,28,5,4,2,1
2,4,1,28,2,5,3,5
1,2,4,29,4,3,1,3
1,4,3,29,4,3,1,3
4,4,1,30,5,4,2,1
3,4,1,30,5,5,3,5
1,3,1,30,2,5,3,5
1,5,4,32,4,3,1,3
1,4,3,32,4,3,1,3
2,2,2,32,2,5,3,5
1,5,3,33,4,3,1,3
5,5,1,33,3,2,5,4
1,5,3,34,4,3,1,3
2,2,2,35,2,5,3,5
1,4,2,35,4,5,3,5
4,1,2,36,2,5,3,5
2,1,2,36,2,5,3,5
1,5,2,36,4,3,1,3
1,4,4,37,4,3,1,3
1,4,3,38,4,3,1,3
3,1,2,38,2,5,3,5
2,2,3,40,2,5,3,5
2,3,3,40,4,3,1,3
2,3,2,40,2,5,3,5
2,4,2,40,4,5,1,5
1,3,5,41,4,3,1,3
2,2,4,41,4,3,1,3
5,1,2,41,5,5,2,4
2,4,3,42,4,3,1,3
5,4,1,42,5,4,2,1
1,1,5,44,4,5,1,5
2,4,3,44,4,3,1,3
1,1,5,45,4,5,1,3
1,4,5,45,4,3,1,3
1,3,4,45,4,3,1,3
2,3,5,46,4,3,1,3
2,2,4,46,4,3,1,3
4,1,3,49,5,2,2,4
5,4,2,49,5,2,5,4
4,3,2,49,5,2,2,4
1,1,5,50,4,5,1,5
1,4,5,50,4,3,1,3
2,5,5,51,3,2,5,4
4,3,2,51,5,2,2,4
4,1,3,54,5,2,2,4
3,1,3,54,2,5,3,5
3,1,3,55,2,5,3,5
4,3,2,55,5,2,2,4
2,4,5,56,4,2,1,4
2,2,5,57,4,3,1,3
4,2,2,57,5,2,2,4
4,3,2,57,5,2,2,4
3,3,5,59,1,2,2,4
3,3,4,59,5,4,2,1
4,2,2,59,5,2,2,4
3,2,4,61,4,2,2,4
5,2,3,61,5,2,2,4
3,3,3,61,5,1,2,2
2,1,4,62,2,5,3,5
3,4,2,62,5,4,2,1
5,4,3,63,1,2,5,4
3,5,3,63,3,4,5,1
3,3,3,64,5,1,2,2
5,3,2,65,5,2,5,4
5,5,2,65,3,2,5,4
3,3,3,66,5,1,2,2
4,1,4,67,5,2,2,4
3,4,3,67,5,4,2,1
3,4,4,69,3,2,5,4
4,3,1,69,5,4,2,1
3,2,5,70,1,2,5,4
3,5,3,70,3,4,5,1
4,4,2,70,5,2,2,4
4,5,2,70,5,2,5,1
3,3,2,70,5,1,2,2
2,1,5,71,4,3,1,3
3,4,4,72,3,2,5,4
3,5,4,73,3,2,5,4
4,3,3,73,5,2,5,4
4,5,4,74,1,2,4,4
4,4,3,74,3,2,5,4
4,1,4,75,5,2,2,4
4,2,3,75,5,2,2,4
4,5,2,75,5,2,5,4
4,3,5,76,1,2,4,4
4,3,4,76,3,2,5,4
5,3,3,77,3,2,5,4
4,3,4,78,3,2,5,4
4,5,5,80,1,2,4,4
4,2,5,81,5,2,2,4
3,1,5,81,5,2,2,4
5,5,4,81,1,2,4,4
5,4,4,82,1,2,4,4
5,3,1,82,5,2,5,4
5,3,1,84,5,2,2,4
4,5,5,85,1,2,4,4
5,2,4,85,1,2,5,4
5,3,4,85,1,2,4,4
3,1,5,87,5,2,2,4
5,3,4,87,1,2,4,4
