compliance,acceleration,deceleration,result,cluster3,cluster_cd,cluster_ca,cluster_ad
3,4,3,68,2,4,5,2
4,4,2,69,7,4,5,2
4,5,2,69,7,7,4,5
3,4,4,71,7,7,4,5
4,4,5,72,7,7,2,3
3,5,4,72,7,7,5,2
4,2,3,72,7,2,7,7
4,4,3,72,7,7,4,5
4,5,2,72,7,7,4,5
2,1,5,74,7,1,1,6
3,5,4,74,7,7,5,2
5,1,4,75,7,7,4,5
3,1,4,75,7,1,1,6
4,4,5,76,7,7,2,3
4,3,4,77,7,7,4,5
4,5,4,77,7,7,4,5
4,4,5,78,7,7,2,3
4,2,4,78,7,7,4,5
4,5,2,78,2,7,4,5
4,4,4,79,7,7,4,5
3,1,5,80,7,7,1,6
4,5,5,81,7,6,2,3
4,4,3,81,7,7,4,5
5,5,5,82,7,6,2,3
5,3,4,82,7,7,4,5
3,1,5,83,7,1,1,6
5,1,5,84,7,7,4,5
4,2,5,87,7,7,4,5
5,4,5,88,7,6,2,3
4,1,5,89,7,7,4,5
4,2,5,89,7,7,4,5
5,2,5,94,7,6,4,5
5,2,5,96,7,7,4,5
1,5,1,18,4,3,6,4
1,1,2,20,6,3,3,1
1,1,2,21,6,3,3,1
1,2,3,22,6,3,3,1
1,1,2,22,6,3,3,1
4,4,1,22,2,4,5,2
2,2,1,23,6,3,3,1
1,2,2,24,6,3,3,1
4,1,1,24,6,3,3,1
3,4,1,25,2,3,5,2
5,5,1,26,7,7,4,5
1,4,2,27,4,3,1,6
2,3,1,27,6,3,3,1
2,5,1,27,5,3,6,4
2,5,1,28,5,3,6,4
1,3,3,29,4,1,1,6
2,1,2,29,6,3,3,1
5,1,1,29,6,3,3,1
3,4,1,29,2,3,5,4
1,4,3,30,4,1,1,6
1,3,2,30,6,3,3,1
5,5,1,30,7,7,4,5
1,5,2,31,4,1,1,6
1,1,4,32,6,3,3,1
1,3,3,32,4,1,1,6
4,1,2,32,6,3,3,1
1,5,4,33,4,1,1,6
3,1,2,33,6,3,3,1
1,3,3,34,4,1,1,6
3,1,2,34,6,3,3,1
1,4,2,34,4,3,1,6
1,3,1,34,6,3,3,1
4,1,2,35,6,3,3,1
3,1,2,36,6,3,3,1
2,3,2,36,5,3,6,4
1,5,3,37,4,1,1,6
5,2,1,37,7,7,4,5
2,2,2,38,6,3,3,1
5,4,1,38,2,4,5,2
2,2,4,39,1,1,1,6
1,3,4,39,4,1,1,6
4,1,2,39,6,3,3,1
2,2,2,39,6,3,3,1
2,4,2,39,4,3,6,4
4,2,1,39,6,3,3,4
1,5,4,40,4,1,1,6
5,2,2,41,7,7,4,5
4,1,2,41,6,3,3,1
2,4,2,41,4,3,6,4
1,3,5,42,4,1,1,6
3,3,1,42,6,3,3,1
2,2,4,43,1,1,1,6
2,5,4,43,7,1,5,6
2,4,2,43,4,3,6,4
1,4,5,44,4,1,1,6
1,5,5,44,7,1,1,6
2,2,4,45,1,1,1,6
3,3,1,46,6,3,3,1
1,3,4,47,4,1,1,6
2,5,2,47,4,1,1,6
2,5,3,48,4,1,1,6
3,3,1,48,6,3,3,1
2,3,5,49,7,1,1,6
3,2,2,54,6,3,3,1
4,1,3,55,7,2,7,7
3,3,5,56,7,7,4,5
5,5,2,56,7,7,4,5
4,2,2,56,7,7,7,5
2,5,5,57,7,7,5,2
4,1,3,57,7,4,7,7
3,2,1,57,6,3,3,1
2,1,4,58,6,3,1,6
5,4,3,58,7,7,4,5
2,1,4,59,6,3,1,1
3,3,5,60,7,7,5,2
5,3,2,61,7,7,4,5
4,4,2,61,7,4,5,2
4,2,2,62,7,7,7,5
4,2,2,64,7,7,4,7
3,2,5,65,7,7,4,5
2,1,5,65,7,1,1,6
3,2,4,65,7,7,1,6
3,5,3,65,2,7,5,2
3,1,4,66,7,7,1,6
4,3,3,66,7,7,4,5
3,3,2,66,2,4,5,2
4,3,1,66,2,3,6,7
5,2,3,67,7,4,7,7
3,3,2,68,2,4,5,2
4,3,1,68,2,3,5,7
3,2,5,69,7,7,4,5
3,1,4,69,7,4,1,6
3,5,3,69,2,7,5,2
3,3,2,69,2,4,7,7
4,3,3,71,7,7,4,5
3,3,2,71,2,4,5,2
2,1,5,72,7,1,1,6
5,5,3,72,7,7,4,5
4,3,3,72,7,7,4,5
4,1,4,73,7,7,4,5
4,5,2,73,7,7,4,5
3,1,4,74,7,7,1,6
3,5,5,75,7,6,5,2
5,4,4,76,7,7,4,5
5,5,3,76,7,7,4,5
4,2,3,76,7,2,7,7
5,4,4,79,7,7,4,5
4,5,3,79,7,7,4,5
4,5,4,81,7,7,4,5
5,3,3,81,7,7,4,5
5,1,5,82,7,7,4,5
5,5,4,82,7,6,2,3
4,2,5,83,7,7,4,5
4,2,5,84,7,7,4,5
5,2,4,84,7,7,4,5
4,1,5,85,7,7,4,5
4,2,5,85,7,7,4,5
3,1,5,85,7,1,1,6
5,3,5,86,7,6,2,3
5,5,5,86,7,6,2,3
5,3,5,87,7,6,2,3
5,3,5,88,7,6,2,3
3,1,5,88,7,7,1,6
5,4,5,89,7,6,2,3
5,2,4,91,7,7,4,5
1,1,2,15,6,3,3,1
1,2,1,19,6,3,3,1
2,1,1,20,6,3,3,1
1,1,1,20,6,3,3,1
1,1,3,21,6,3,3,1
1,2,3,21,6,3,3,1
1,4,1,22,4,3,6,4
3,4,1,23,2,3,5,2
1,1,2,24,6,3,3,1
1,2,3,25,6,3,3,1
2,3,1,25,6,3,3,1
2,5,1,25,5,3,6,4
1,3,1,26,6,3,3,1
1,1,3,27,6,3,3,1
1,3,2,27,6,3,3,1
1,3,2,28,6,3,3,1
1,1,1,28,6,3,3,1
1,2,3,29,6,3,3,1
4,1,1,29,6,3,3,1
4,5,1,29,2,2,7,7
2,5,1,29,5,3,6,4
1,2,4,30,4,1,1,6
1,3,2,31,6,3,3,1
4,1,1,31,6,3,3,1
1,5,3,32,4,1,1,6
1,4,2,32,4,3,1,6
5,2,1,32,7,7,4,5
2,3,2,33,5,3,6,4
1,3,2,33,6,3,3,1
1,5,2,33,4,1,1,6
1,4,3,34,4,1,1,6
2,1,2,34,6,3,3,1
2,2,3,35,6,3,3,1
1,5,2,35,4,1,1,6
1,5,5,36,7,1,1,6
2,3,3,36,4,1,1,6
1,3,3,36,4,1,1,6
2,4,2,36,4,3,6,4
1,5,4,37,4,1,1,6
1,1,4,38,6,3,3,1
1,4,4,38,4,1,1,6
2,2,3,39,6,3,3,1
2,2,4,40,1,1,1,6
2,4,3,40,4,1,1,6
5,2,2,40,7,7,4,5
4,2,1,40,6,3,6,1
3,1,2,41,6,3,3,1
5,4,1,41,2,4,5,2
3,3,1,41,6,3,3,1
1,5,5,42,7,1,1,6
3,1,2,42,6,3,3,1
5,2,2,43,7,7,4,5
1,3,4,44,4,1,1,6
2,4,2,44,4,3,6,4
2,5,3,45,4,1,1,6
1,3,5,46,4,1,1,6
2,5,3,46,4,1,1,6
1,3,5,48,4,1,1,6
2,4,3,48,4,1,1,6
5,4,2,48,7,7,4,5
2,3,4,49,1,1,1,6
2,1,3,50,6,3,3,1
2,3,4,51,4,1,1,6
5,1,3,52,7,4,7,7
4,3,2,52,7,7,4,5
2,5,5,53,7,7,5,2
4,1,3,53,7,2,7,7
4,3,2,53,7,7,4,5
2,4,5,54,7,7,1,6
4,3,2,54,7,7,4,5
2,2,5,55,1,1,1,6
2,4,5,55,7,7,1,6
5,4,3,56,7,7,4,5
3,2,3,56,7,3,7,7
2,1,4,57,6,3,3,1
3,5,2,59,2,7,5,2
3,2,4,60,7,7,1,6
5,4,3,60,7,7,4,5
3,2,3,60,7,3,7,7
3,5,2,61,2,7,5,2
5,2,3,62,7,4,7,7
3,3,2,62,2,4,7,7
4,3,1,62,2,3,5,7
3,2,4,64,7,7,1,6
3,4,3,64,2,4,5,2
3,5,2,64,2,7,5,2
3,4,4,65,7,7,4,2
3,4,4,66,7,7,5,2
3,5,3,66,2,7,5,2
3,5,4,67,7,7,5,2
4,3,1,67,2,3,5,7
3,4,5,69,7,7,2,3
4,3,3,69,7,7,4,5
3,4,4,70,7,7,4,2
4,2,4,71,7,7,4,5
5,1,4,72,7,7,4,5
4,1,4,72,7,7,4,5
4,3,5,73,7,7,2,3
4,3,4,73,7,7,4,5
4,5,4,73,7,7,4,3
4,5,3,73,7,7,4,5
4,3,4,74,7,7,4,5
5,5,3,74,7,7,4,5
4,5,3,74,7,7,4,5
4,5,3,75,2,7,4,5
4,5,2,77,2,7,4,5
4,3,5,78,7,7,2,3
5,4,4,78,7,7,4,5
4,4,4,80,7,7,4,5
4,4,3,80,7,7,4,5
4,1,5,81,7,7,4,5
3,5,5,81,7,7,2,3
5,4,4,83,7,7,4,5
5,3,3,83,7,7,4,5
5,4,5,85,7,6,2,3
5,1,5,86,7,7,2,3
4,1,5,86,7,7,4,5
3,1,5,86,7,1,1,6
5,2,4,86,7,7,4,5
5,1,5,87,7,6,2,3
5,4,5,87,7,6,2,3
5,5,5,87,7,6,2,3
5,3,4,88,7,7,4,5
5,2,4,92,7,7,4,5
5,4,5,93,7,6,2,3
1,1,2,17,6,3,3,1
1,2,1,18,6,3,3,1
1,4,1,19,4,3,6,4
2,5,1,21,5,3,6,4
4,1,1,22,6,3,3,1
3,1,1,22,6,3,3,1
2,1,1,22,6,3,3,1
2,2,1,22,6,3,3,1
2,3,1,22,6,3,3,1
2,4,1,22,5,3,6,4
2,5,1,22,5,3,6,4
1,2,1,22,6,3,3,1
1,2,3,23,6,3,3,1
1,2,2,23,6,3,3,1
2,3,1,23,6,3,3,1
2,2,1,24,6,3,3,1
2,3,1,24,6,3,3,1
2,5,1,24,5,3,6,4
1,1,1,24,6,3,3,1
1,1,1,25,6,3,3,1
1,3,1,25,6,3,3,1
1,2,4,26,4,1,1,6
4,1,1,26,6,3,3,1
2,5,1,26,5,3,6,4
1,2,4,27,4,1,1,6
5,5,1,27,7,7,4,5
5,5,1,28,7,7,4,5
1,5,3,31,4,1,1,6
5,1,1,31,6,3,3,1
4,4,1,31,2,4,5,2
2,2,2,33,6,3,3,1
1,5,3,35,4,1,1,6
3,1,2,35,6,3,3,1
1,3,3,37,4,1,1,6
1,2,5,38,4,1,1,6
2,2,4,38,1,1,1,6
2,3,3,39,4,1,1,6
2,4,3,39,4,1,1,6
1,2,5,40,4,1,1,6
1,3,4,40,4,1,1,6
2,5,3,42,4,1,1,6
2,4,2,42,4,3,6,4
2,2,3,43,6,3,3,1
3,3,1,43,6,3,3,1
2,5,3,44,4,1,1,6
5,2,2,44,7,7,4,5
5,4,1,44,2,4,5,2
2,4,4,45,4,1,1,6
4,2,1,45,6,3,3,1
1,1,5,46,6,3,1,6
1,3,5,47,4,1,1,6
2,5,3,47,4,1,1,6
2,2,5,48,3,1,1,6
1,1,5,48,6,3,1,6
1,3,5,49,4,1,1,6
1,4,5,49,4,1,1,6
2,4,4,49,4,1,1,6
2,2,5,50,1,1,1,6
2,5,4,50,7,1,5,6
5,1,3,50,7,7,7,7
3,1,3,51,6,3,3,1
2,1,3,51,6,3,3,1
3,2,1,51,6,3,3,1
2,4,5,52,7,7,1,6
2,5,5,52,7,7,5,2
2,4,4,52,4,1,1,6
4,1,3,52,7,4,7,7
5,4,2,54,7,7,4,5
2,1,4,56,6,3,3,1
2,5,5,58,7,7,5,2
5,1,3,58,7,2,7,7
2,4,5,59,7,7,1,6
2,5,5,59,7,7,5,2
5,2,3,59,7,4,7,7
3,3,4,60,2,4,5,2
5,2,3,60,7,4,7,7
3,2,2,60,6,3,3,1
3,3,3,62,7,2,7,7
3,2,3,63,7,3,7,7
3,2,5,64,7,7,4,5
3,3,4,64,2,7,5,2
4,2,2,65,7,7,4,7
3,2,5,67,7,7,4,5
2,1,5,67,7,1,1,6
4,3,3,67,7,7,4,5
5,1,4,68,7,7,4,5
3,1,4,68,7,4,1,6
4,3,3,68,7,7,4,5
3,5,3,68,2,7,5,2
5,1,4,69,7,7,4,5
4,2,3,69,7,2,7,7
3,4,3,69,2,4,5,2
5,1,4,70,7,7,4,5
4,3,1,70,2,3,6,2
3,2,5,71,7,7,4,5
3,4,5,71,7,7,2,3
3,2,5,72,7,7,4,5
4,5,4,72,7,7,2,5
4,2,4,73,7,7,4,5
4,3,5,74,7,7,2,3
4,1,4,74,7,7,4,5
5,5,4,75,7,6,2,3
4,2,4,75,7,7,4,5
5,5,3,75,7,7,4,5
3,5,5,76,7,6,5,2
4,2,4,76,7,7,4,5
4,2,4,77,7,7,4,5
4,4,3,77,7,7,4,5
3,5,5,78,7,6,5,2
5,5,4,78,7,6,2,3
4,3,4,79,7,7,4,5
5,3,3,79,7,7,4,5
5,4,4,80,7,7,4,5
4,4,5,81,7,7,2,3
4,1,5,82,7,7,4,5
4,1,5,83,7,7,4,5
5,4,5,84,7,6,2,3
5,5,5,84,7,6,2,3
3,1,5,84,7,4,1,6
5,3,4,84,7,7,4,5
5,3,1,86,7,7,4,5
4,1,5,90,7,7,4,5
4,2,5,90,7,7,4,5
5,2,5,95,7,6,2,5
2,1,1,18,6,3,3,1
2,2,1,19,6,3,3,1
2,2,1,21,6,3,3,1
3,1,1,23,6,3,3,1
1,1,1,23,6,3,3,1
1,5,1,23,4,3,6,4
1,1,3,24,6,3,3,1
4,5,1,24,2,2,7,7
2,1,1,24,6,3,3,1
1,2,4,25,4,1,1,6
1,2,2,25,6,3,3,1
5,1,1,25,6,3,3,1
3,1,1,25,6,3,3,1
2,1,1,25,6,3,3,1
1,2,3,26,6,3,3,1
5,1,1,27,6,3,3,1
3,1,1,28,6,3,3,1
3,5,1,28,2,3,7,7
5,5,1,29,7,7,4,5
2,3,1,29,6,3,3,1
1,5,3,30,4,1,1,6
1,5,2,30,4,1,1,6
5,1,1,30,6,3,3,1
5,2,1,31,7,7,4,5
1,3,2,32,6,3,3,1
4,5,1,32,2,2,7,7
1,2,4,33,4,1,1,6
4,1,2,33,6,3,3,1
1,3,1,33,6,3,3,1
1,1,4,34,6,3,3,1
5,1,2,34,7,3,4,7
2,2,2,34,6,3,3,1
1,4,3,35,4,1,1,6
2,3,2,35,5,3,6,4
1,3,2,35,6,3,3,1
5,2,1,35,7,7,4,5
2,2,2,36,6,3,3,1
1,3,4,38,4,1,1,6
1,5,3,38,4,1,1,6
4,1,2,38,6,3,3,1
5,2,2,39,7,7,4,5
1,5,5,40,7,1,1,6
4,1,2,40,6,3,3,1
5,4,1,40,2,4,5,2
3,3,1,40,6,3,3,1
1,4,4,41,4,1,1,6
2,5,3,41,4,1,1,6
1,3,4,42,4,1,1,6
5,2,2,42,7,7,4,5
2,5,2,42,4,1,1,6
2,3,3,43,4,1,1,6
4,2,1,43,6,3,3,1
2,5,2,44,4,1,1,6
3,3,1,44,6,3,3,1
2,5,2,45,4,1,1,6
5,4,1,45,2,4,5,2
3,3,1,45,6,3,3,1
2,3,4,46,1,1,1,6
4,2,1,46,6,3,3,4
2,3,4,47,4,1,1,6
2,5,4,48,7,1,1,6
3,1,3,50,6,3,3,1
3,3,5,51,7,7,4,2
4,1,3,51,7,4,7,7
3,3,5,57,7,7,4,2
2,4,5,57,7,7,1,6
5,5,2,57,7,7,4,5
5,3,2,58,7,7,4,5
5,5,2,58,7,7,4,5
3,5,2,58,2,7,5,2
5,3,2,60,7,7,4,5
2,1,4,61,6,3,3,1
3,2,2,61,6,3,3,1
3,2,3,62,7,3,7,7
3,4,3,62,2,4,5,2
5,3,2,62,7,7,4,5
3,4,2,63,2,2,5,2
3,4,5,64,7,7,2,3
5,5,2,64,7,7,4,5
4,4,2,64,7,4,5,2
3,3,2,64,2,4,7,7
3,3,4,65,2,7,5,2
4,3,3,65,7,7,4,5
3,3,2,65,2,4,7,7
4,1,4,66,7,7,4,5
3,5,4,66,7,7,5,2
3,4,3,66,2,4,5,2
3,1,4,67,7,1,1,6
3,5,3,67,2,7,5,2
4,4,2,67,7,4,5,2
3,3,2,67,2,4,7,2
4,1,4,68,7,7,4,5
4,1,4,69,7,7,4,5
3,1,4,70,7,4,1,6
3,5,4,70,7,7,5,2
4,3,5,71,7,7,2,3
3,4,3,71,2,4,5,2
3,5,3,71,2,7,5,2
4,3,5,72,7,7,2,3
4,2,4,72,7,7,4,5
3,1,4,72,7,4,1,6
3,5,5,73,7,7,2,3
5,1,4,73,7,7,4,5
3,4,4,73,7,7,4,2
4,4,3,75,7,7,4,5
4,5,4,76,7,7,4,5
4,4,5,77,7,7,2,3
3,5,5,77,7,6,5,3
4,5,5,78,7,6,2,3
5,3,3,78,7,7,4,5
4,2,3,78,7,2,7,7
3,5,5,80,7,6,2,3
4,2,4,80,7,7,4,5
4,4,4,81,7,7,4,5
4,5,5,82,7,6,2,3
5,5,5,83,7,6,2,3
4,4,4,83,7,7,4,5
5,5,4,84,7,6,2,3
5,4,4,85,7,7,4,5
5,3,1,85,7,7,4,5
4,1,5,87,7,7,4,5
5,2,4,87,7,7,4,5
3,1,5,89,7,4,1,6
5,3,1,89,7,7,4,5
5,2,5,93,7,7,2,5
5,3,5,93,7,6,2,3
1,1,2,16,6,3,3,1
1,2,3,20,6,3,3,1
1,4,1,20,4,3,6,4
1,2,1,21,6,3,3,1
1,4,1,21,4,3,6,4
1,5,1,22,4,3,6,4
1,2,4,24,4,1,1,6
4,1,1,25,6,3,3,1
4,4,1,25,2,4,5,2
3,5,1,25,2,3,7,7
1,4,2,26,4,3,1,6
3,5,1,26,2,3,7,7
2,1,1,26,6,3,3,1
2,3,1,26,6,3,3,1
2,4,1,27,4,3,6,4
1,1,1,27,6,3,3,1
1,3,1,27,6,3,3,1
1,4,1,27,4,3,6,4
1,5,1,27,4,3,6,4
1,2,3,28,6,3,3,1
3,5,1,30,2,3,7,7
3,4,1,31,2,3,6,2
1,3,1,31,6,3,3,1
2,1,2,32,6,3,3,1
5,5,1,32,7,7,4,5
1,3,1,32,6,3,3,1
1,4,3,33,4,1,1,6
5,1,2,33,7,3,4,7
5,2,1,33,7,7,4,5
4,5,1,33,2,2,7,7
4,1,2,34,6,3,3,1
1,5,2,34,4,1,1,6
1,1,4,35,6,3,3,1
1,4,4,35,4,1,1,6
1,5,4,35,4,1,1,6
5,2,2,36,7,7,4,5
1,2,5,37,4,1,1,6
1,1,4,37,6,3,3,1
1,4,3,37,4,1,1,6
5,2,2,37,7,7,4,5
3,1,2,37,6,3,3,1
2,2,2,37,6,3,3,1
2,4,2,37,4,3,6,4
5,4,1,37,2,4,5,2
4,2,1,37,6,3,6,4
1,5,4,38,4,1,1,6
1,2,5,39,1,1,1,6
1,5,4,39,4,1,1,6
3,3,1,39,6,3,3,1
2,5,3,40,4,1,1,6
1,3,4,41,4,1,1,6
2,2,4,42,1,1,1,6
2,4,3,43,4,1,1,6
1,3,5,45,4,1,1,6
2,3,3,45,4,1,1,6
2,4,3,45,4,1,1,6
2,5,4,46,7,1,1,6
2,1,3,46,6,3,3,1
1,1,5,47,6,3,1,6
1,4,5,47,4,1,1,6
2,2,4,47,1,1,1,6
4,3,2,48,7,7,4,5
2,1,3,49,6,3,3,1
2,4,5,51,7,7,1,6
2,2,5,52,3,1,1,6
2,3,5,52,7,1,1,6
3,1,3,52,6,3,3,1
3,2,1,52,6,3,3,1
5,1,3,53,7,2,7,7
3,1,3,53,6,3,3,1
2,2,5,54,1,1,1,6
3,3,5,55,7,7,5,5
5,1,3,55,7,7,7,7
3,2,2,55,6,3,3,1
2,2,5,56,1,1,1,6
3,2,4,56,7,7,1,6
5,3,2,56,7,7,4,5
3,2,2,57,6,3,3,1
3,5,2,57,2,7,5,2
3,2,1,59,6,3,3,1
3,3,4,61,2,4,5,2
3,3,4,63,2,7,5,2
4,3,1,63,2,3,7,7
3,2,5,66,7,7,4,5
4,4,2,66,7,4,5,2
3,4,5,67,7,7,2,3
5,1,4,67,7,7,4,5
3,4,2,67,2,2,5,2
2,1,5,68,7,1,1,6
5,2,3,68,7,4,7,7
4,4,2,68,7,4,5,2
4,3,5,70,7,7,2,3
2,1,5,70,7,1,1,6
4,1,4,70,7,7,4,5
4,2,3,70,7,2,7,7
3,4,3,70,2,4,5,2
3,1,4,71,7,7,1,6
3,4,5,72,7,7,2,3
3,5,5,72,7,7,5,3
4,2,3,73,7,2,7,7
4,4,3,73,7,7,4,5
3,5,5,74,7,7,5,2
4,2,3,74,7,2,7,7
4,3,5,75,7,7,2,3
4,3,4,75,7,7,4,5
4,5,4,75,7,7,2,5
3,5,4,75,7,7,5,2
5,3,3,76,7,7,4,5
4,3,5,77,7,7,2,3
5,5,4,77,7,6,2,3
4,5,3,77,7,7,4,5
5,5,3,78,7,7,4,5
4,4,3,78,7,7,4,5
4,4,5,79,7,7,2,3
3,5,5,79,7,6,2,3
4,5,4,80,7,7,4,5
5,5,5,81,7,6,2,3
4,2,5,82,7,7,4,5
5,1,5,83,7,7,2,5
4,5,5,84,7,6,2,3
5,4,5,86,7,6,2,3
4,2,5,86,7,7,4,5
5,1,5,88,7,6,4,3
5,2,4,90,7,7,4,5
5,4,5,92,7,6,2,3
5,2,5,99,7,7,4,5
1,1,2,19,6,3,3,1
2,1,1,19,6,3,3,1
1,5,1,20,4,3,6,4
1,2,2,21,6,3,3,1
1,5,1,21,4,3,6,4
1,1,3,22,6,3,3,1
1,2,2,22,6,3,3,1
3,4,1,22,2,3,6,2
1,1,1,22,6,3,3,1
1,1,2,23,6,3,3,1
1,2,1,23,6,3,3,1
1,2,1,24,6,3,3,1
1,1,3,26,6,3,3,1
4,4,1,26,2,4,5,2
2,4,1,26,4,3,6,4
4,1,1,27,6,3,3,1
2,2,1,27,6,3,3,1
1,2,4,28,4,1,1,6
4,4,1,28,2,4,5,2
2,4,1,28,5,3,6,4
1,2,4,29,4,1,1,6
1,4,3,29,4,1,1,6
4,4,1,30,2,4,5,2
3,4,1,30,2,3,5,2
1,3,1,30,6,3,3,1
1,5,4,32,4,1,1,6
1,4,3,32,4,1,1,6
2,2,2,32,6,3,3,1
1,5,3,33,4,1,1,6
5,5,1,33,7,7,4,5
1,5,3,34,4,1,1,6
2,2,2,35,6,3,3,1
1,4,2,35,4,3,1,6
4,1,2,36,6,3,3,1
2,1,2,36,6,3,3,1
1,5,2,36,4,1,1,6
1,4,4,37,4,1,1,6
1,4,3,38,4,1,1,6
3,1,2,38,6,3,3,1
2,2,3,40,6,3,3,1
2,3,3,40,4,1,1,6
2,3,2,40,5,3,6,4
2,4,2,40,4,3,6,4
1,3,5,41,4,1,1,6
2,2,4,41,1,1,1,6
5,1,2,41,7,3,4,5
2,4,3,42,4,1,1,6
5,4,1,42,2,4,5,2
1,1,5,44,6,3,1,6
2,4,3,44,4,1,1,6
1,1,5,45,6,3,1,6
1,4,5,45,4,1,1,6
1,3,4,45,4,1,1,6
2,3,5,46,7,1,1,6
2,2,4,46,1,1,1,6
4,1,3,49,7,4,7,7
5,4,2,49,7,7,4,5
4,3,2,49,7,7,4,5
1,1,5,50,6,3,1,6
1,4,5,50,4,1,1,6
2,5,5,51,7,7,5,2
4,3,2,51,7,7,4,5
4,1,3,54,7,4,7,7
3,1,3,54,6,3,3,1
3,1,3,55,6,3,3,1
4,3,2,55,7,7,4,5
2,4,5,56,7,7,1,6
2,2,5,57,1,1,1,6
4,2,2,57,7,7,4,7
4,3,2,57,7,7,4,5
3,3,5,59,7,7,5,2
3,3,4,59,2,4,5,2
4,2,2,59,7,7,4,5
3,2,4,61,7,7,1,6
5,2,3,61,7,7,7,7
3,3,3,61,7,2,7,7
2,1,4,62,6,3,1,6
3,4,2,62,2,2,5,2
5,4,3,63,7,7,4,5
3,5,3,63,2,7,5,2
3,3,3,64,7,2,7,7
5,3,2,65,7,7,4,5
5,5,2,65,7,7,4,5
3,3,3,66,7,2,7,7
4,1,4,67,7,7,4,5
3,4,3,67,2,4,5,2
3,4,4,69,7,7,5,2
4,3,1,69,2,3,7,2
3,2,5,70,7,7,4,5
3,5,3,70,2,7,5,2
4,4,2,70,7,4,5,2
4,5,2,70,7,7,4,5
3,3,2,70,2,4,5,7
2,1,5,71,7,1,1,6
3,4,4,72,7,7,4,2
3,5,4,73,7,7,5,2
4,3,3,73,7,7,4,5
4,5,4,74,7,7,4,3
4,4,3,74,7,7,4,5
4,1,4,75,7,7,4,5
4,2,3,75,7,2,7,7
4,5,2,75,7,7,4,5
4,3,5,76,7,7,2,3
4,3,4,76,7,7,4,5
5,3,3,77,7,7,4,5
4,3,4,78,7,7,4,5
4,5,5,80,7,6,2,3
4,2,5,81,7,7,4,5
3,1,5,81,7,7,1,6
5,5,4,81,7,6,2,3
5,4,4,82,7,7,4,5
5,3,1,82,7,7,4,5
5,3,1,84,7,7,4,5
4,5,5,85,7,6,2,3
5,2,4,85,7,7,4,5
5,3,4,85,7,7,4,5
3,1,5,87,7,7,1,6
5,3,4,87,7,7,4,5
