compl,accel,decel,result,cluster_cr,cluster_ar,cluster_dr,cluster_car,cluster_cdr,cluster_adr
2,3,4,46,1,4,17,1,5,1
2,3,4,47,1,4,17,1,5,1
2,3,5,46,1,4,6,1,11,1
2,3,5,47,1,4,6,1,11,1
2,4,1,33,1,1,4,1,20,2
2,4,1,34,1,1,4,1,20,2
2,4,2,38,1,1,20,1,6,2
2,4,2,39,1,1,20,1,6,2
2,4,3,44,1,1,19,1,13,2
2,4,3,45,1,1,19,1,13,2
2,4,4,46,1,1,17,1,5,1
2,4,4,47,1,1,17,1,5,1
2,4,5,51,1,1,6,1,11,1
2,4,5,52,1,1,6,1,11,1
2,5,1,32,1,1,4,1,20,2
2,5,1,33,1,1,4,1,20,2
2,5,2,35,1,1,20,1,6,2
2,5,2,36,1,1,20,1,6,2
2,5,3,37,1,1,19,1,13,2
2,5,3,38,1,1,19,1,13,2
2,5,4,42,1,1,17,1,5,1
2,5,4,43,1,1,17,1,5,1
2,5,5,52,1,1,6,1,11,1
2,5,5,53,1,1,6,1,11,1
3,1,1,41,1,4,11,1,19,2
3,1,1,42,1,4,11,1,19,2
3,1,2,42,1,4,20,1,6,2
3,1,2,43,1,4,20,1,6,2
3,1,3,51,1,4,19,1,3,2
3,1,3,52,1,4,19,1,3,2
3,1,4,59,2,3,10,2,15,1
3,1,4,60,2,3,10,2,15,1
3,1,5,66,2,3,14,2,15,1
3,1,5,67,2,3,14,2,15,1
3,2,1,41,1,4,11,1,19,2
3,2,1,42,1,4,11,1,19,2
3,2,2,45,1,4,20,1,6,2
3,2,2,46,1,4,20,1,6,2
3,2,3,55,2,3,12,2,3,1
3,2,3,56,2,3,12,2,3,1
3,2,4,60,2,3,10,2,15,1
3,2,4,61,2,3,10,2,15,1
3,2,5,65,2,3,14,2,15,1
3,2,5,66,2,3,14,2,15,1
3,3,1,48,1,4,11,1,19,2
3,3,1,49,1,4,11,1,19,2
3,3,2,50,1,4,20,1,3,2
3,3,2,51,1,4,20,1,3,2
3,3,3,57,2,3,12,2,3,1
3,3,3,58,2,3,12,2,3,1
3,3,4,62,2,3,10,2,15,1
3,3,4,63,2,3,10,2,15,1
3,3,5,64,2,3,14,2,15,1
3,3,5,65,2,3,14,2,15,1
3,4,1,45,1,1,11,1,19,2
3,4,1,46,1,1,11,1,19,2
3,4,2,53,1,1,16,1,3,2
3,4,2,54,1,1,16,2,3,2
3,4,3,62,2,2,12,2,3,1
3,4,3,63,2,2,12,2,3,1
3,4,4,67,2,2,2,2,15,1
3,4,4,68,2,2,2,2,15,1
3,4,5,69,2,2,8,2,15,1
3,4,5,70,2,2,8,2,15,1
3,5,1,43,1,1,11,1,19,2
3,5,1,44,1,1,11,1,19,2
3,5,2,50,1,1,20,1,3,2
3,5,2,51,1,1,20,1,3,2
3,5,3,62,2,2,12,2,3,1
3,5,3,63,2,2,12,2,3,1
3,5,4,66,2,2,2,2,15,1
3,5,4,67,2,2,2,2,15,1
3,5,5,68,2,2,8,2,15,1
3,5,5,69,2,2,8,2,15,1
4,1,1,60,2,3,3,2,4,2
4,1,1,61,2,3,3,2,4,2
4,1,2,60,2,3,16,2,1,2
4,1,2,61,2,3,16,2,1,2
4,1,3,58,2,3,12,2,17,1
4,1,3,59,2,3,12,2,17,1
4,1,4,64,2,3,10,2,16,1
4,1,4,65,2,3,10,2,16,1
4,1,5,72,2,3,8,2,7,1
4,1,5,73,2,3,15,2,7,1
4,2,1,57,2,3,3,2,4,2
4,2,1,58,2,3,3,2,4,2
4,2,2,58,2,3,16,2,1,2
4,2,2,59,2,3,16,2,1,2
4,2,3,62,2,3,12,2,17,1
4,2,3,63,2,3,12,2,17,1
4,2,4,70,2,3,2,2,16,1
4,2,4,71,2,3,2,2,16,1
4,2,5,75,2,3,15,2,7,1
4,2,5,76,2,3,15,2,7,1
4,3,1,59,2,3,3,2,4,2
4,3,1,60,2,3,3,2,4,2
4,3,2,60,2,3,16,2,1,2
4,3,2,61,2,3,16,2,1,2
4,3,3,63,2,3,12,2,17,1
4,3,3,64,2,3,12,2,17,1
4,3,4,70,2,3,2,2,16,1
4,3,4,71,2,3,2,2,16,1
4,3,5,75,2,3,15,2,7,1
4,3,5,76,2,3,15,2,7,1
4,4,1,63,2,2,3,2,4,2
4,4,1,64,2,2,3,2,4,2
4,4,2,63,2,2,16,2,1,2
4,4,2,64,2,2,16,2,1,2
4,4,3,65,2,2,12,2,17,1
4,4,3,66,2,2,12,2,17,1
4,4,4,71,2,2,2,2,16,1
4,4,4,72,2,2,2,2,16,1
4,4,5,75,2,2,15,2,7,1
4,4,5,76,2,2,15,2,7,1
4,5,1,61,2,2,3,2,4,2
4,5,1,62,2,2,3,2,4,2
4,5,2,65,2,2,16,2,1,2
4,5,2,66,2,2,16,2,1,2
4,5,3,69,2,2,12,2,17,1
4,5,3,70,2,2,18,2,17,1
4,5,4,76,2,2,5,2,16,1
4,5,4,77,2,2,5,2,16,1
4,5,5,81,2,2,1,2,7,1
4,5,5,82,2,2,1,2,7,1
5,1,1,79,2,3,9,2,9,2
5,1,1,80,2,3,9,2,9,2
5,1,2,78,2,3,7,2,2,1
5,1,2,79,2,3,7,2,2,1
5,1,3,78,2,3,18,2,2,1
5,1,3,79,2,3,18,2,2,1
5,1,4,73,2,3,2,2,18,1
5,1,4,74,2,3,5,2,18,1
5,1,5,78,2,3,15,2,7,1
5,1,5,79,2,3,15,2,7,1
5,2,1,75,2,3,9,2,9,2
5,2,1,76,2,3,9,2,9,2
5,2,2,75,2,3,7,2,2,1
5,2,2,76,2,3,7,2,2,1
5,2,3,77,2,3,18,2,2,1
5,2,3,78,2,3,18,2,2,1
5,2,4,76,2,3,5,2,18,1
5,2,4,77,2,3,5,2,18,1
5,2,5,83,2,3,1,2,7,1
5,2,5,84,2,3,1,2,7,1
5,3,1,73,2,3,9,2,9,2
5,3,1,74,2,3,9,2,9,2
5,3,2,75,2,3,7,2,2,1
5,3,2,76,2,3,7,2,2,1
5,3,3,79,2,3,18,2,2,1
5,3,3,80,2,3,18,2,2,1
5,3,4,79,2,3,5,2,18,1
5,3,4,80,2,3,5,2,18,1
5,3,5,85,2,3,1,2,7,1
5,3,5,86,2,3,1,2,7,1
5,4,1,76,2,2,9,2,9,2
5,4,1,77,2,2,9,2,9,2
5,4,2,75,2,2,7,2,2,1
5,4,2,76,2,2,7,2,2,1
5,4,3,76,2,2,18,2,2,1
5,4,3,77,2,2,18,2,2,1
5,4,4,77,2,2,5,2,18,1
5,4,4,78,2,2,5,2,18,1
5,4,5,84,2,2,1,2,7,1
5,4,5,85,2,2,1,2,7,1
5,5,1,79,2,2,9,2,9,2
5,5,1,80,2,2,9,2,9,2
5,5,2,78,2,2,7,2,2,1
5,5,2,79,2,2,7,2,2,1
5,5,3,77,2,2,18,2,2,1
5,5,3,78,2,2,18,2,2,1
5,5,4,79,2,2,5,2,18,1
5,5,4,80,2,2,5,2,18,1
5,5,5,84,2,2,1,2,7,1
5,5,5,85,2,2,1,2,7,1
