compliance,acceleration,deceleration,result,cluster3,cluster_cd,cluster_ca,cluster_ad
4,4,4,79,1,4,3,4
4,4,5,76,1,4,3,4
4,4,5,77,1,4,3,4
4,5,1,28,4,1,5,1
4,5,1,29,4,1,5,1
4,5,2,73,4,1,5,1
4,5,2,74,4,1,5,1
4,5,3,77,4,1,3,1
4,5,3,78,4,1,3,1
4,5,4,76,1,4,3,4
4,5,4,77,1,4,3,4
4,5,5,80,1,4,3,4
4,5,5,81,1,4,3,4
5,1,1,29,3,1,2,2
5,1,1,30,3,1,2,2
5,1,2,37,4,1,2,2
5,1,2,38,1,1,2,2
5,1,3,53,4,1,1,1
5,1,3,54,4,1,1,1
5,1,4,70,5,1,2,5
5,1,4,71,5,1,2,5
5,1,5,86,1,4,2,5
5,1,5,87,1,4,2,5
5,2,1,33,4,1,2,1
5,2,1,34,4,1,2,1
5,2,2,40,4,1,1,1
5,2,2,41,4,1,2,1
5,2,3,63,4,1,1,1
5,2,3,64,4,1,1,1
5,2,4,87,1,1,2,5
5,2,4,88,1,1,2,5
5,2,5,97,1,3,2,5
5,2,5,98,1,3,2,5
5,3,1,85,4,1,4,1
5,3,1,86,4,1,4,1
5,3,2,60,4,1,4,1
5,3,2,61,4,1,4,1
5,3,3,78,1,1,4,1
5,3,3,79,1,1,4,1
5,3,4,83,1,4,4,5
5,3,4,84,1,4,4,5
5,3,5,88,1,4,4,4
5,3,5,89,1,4,4,4
5,4,1,40,4,1,4,1
5,4,1,41,4,1,4,1
5,4,2,50,4,1,4,1
5,4,2,51,4,1,4,1
5,4,3,59,1,1,4,1
5,4,3,60,1,1,4,1
5,4,4,80,1,4,4,4
5,4,4,81,1,4,4,4
5,4,5,88,1,4,4,4
5,4,5,89,1,4,4,4
5,5,1,28,4,1,4,1
5,5,1,29,4,1,4,1
5,5,2,60,1,1,3,1
5,5,2,61,1,1,3,1
5,5,3,75,1,4,3,4
5,5,3,76,1,4,3,4
5,5,4,79,1,4,4,4
5,5,4,80,1,4,4,4
5,5,5,84,1,4,4,4
5,5,5,85,1,4,4,4
