compliance,acceleration,deceleration,result,cluster_cr,cluster_ar,cluster_dr
2,3,3,40,2,6,4
2,3,3,41,2,6,4
2,3,4,47,2,6,4
2,3,4,48,2,6,4
2,3,5,48,2,6,4
2,3,5,49,2,6,4
2,4,1,24,2,7,3
2,4,1,25,2,7,3
2,4,2,40,2,16,3
2,4,2,41,2,16,3
2,4,3,43,2,16,4
2,4,3,44,2,16,4
2,4,4,48,2,18,4
2,4,4,49,2,18,4
2,4,5,55,2,18,4
2,4,5,56,2,18,4
2,5,1,24,2,11,3
2,5,1,25,2,11,3
2,5,2,43,2,15,3
2,5,2,44,2,15,3
2,5,3,43,2,15,4
2,5,3,44,2,15,4
2,5,4,45,2,15,4
2,5,4,46,2,15,4
2,5,5,54,2,14,4
2,5,5,55,2,14,4
3,1,1,23,2,8,3
3,1,1,24,2,8,3
3,1,2,37,2,8,3
3,1,2,38,2,8,3
3,1,3,53,1,17,2
3,1,3,54,1,17,2
3,1,4,70,1,9,1
3,1,4,71,1,9,1
3,1,5,84,1,9,1
3,1,5,85,1,9,1
3,2,1,55,1,4,2
3,2,1,56,1,4,2
3,2,2,56,1,4,2
3,2,2,57,1,4,2
3,2,3,60,1,4,2
3,2,3,61,1,4,2
3,2,4,60,1,4,4
3,2,4,61,1,4,4
3,2,5,68,1,4,1
3,2,5,69,1,4,1
3,3,1,43,2,6,3
3,3,1,44,2,6,3
3,3,2,66,1,2,2
3,3,2,67,1,2,2
3,3,3,65,1,2,2
3,3,3,66,1,2,2
3,3,4,60,1,2,4
3,3,4,61,1,2,4
3,3,5,55,1,6,4
3,3,5,56,1,2,4
3,4,1,26,2,7,3
3,4,1,27,2,7,3
3,4,2,66,1,12,2
3,4,2,67,1,12,2
3,4,3,66,1,12,2
3,4,3,67,1,12,2
3,4,4,68,1,12,1
3,4,4,69,1,12,1
3,4,5,67,1,12,1
3,4,5,68,1,12,1
3,5,1,27,2,11,3
3,5,1,28,2,11,3
3,5,2,60,1,14,2
3,5,2,61,1,14,2
3,5,3,67,1,14,2
3,5,3,68,1,14,2
3,5,4,70,1,3,1
3,5,4,71,1,3,1
3,5,5,76,1,3,1
3,5,5,77,1,3,1
4,1,1,26,2,8,3
4,1,1,27,2,8,3
4,1,2,36,1,8,3
4,1,2,37,1,8,3
4,1,3,53,1,17,2
4,1,3,54,1,17,2
4,1,4,70,1,9,1
4,1,4,71,1,9,1
4,1,5,85,1,9,1
4,1,5,86,1,9,1
4,2,1,41,1,10,3
4,2,1,42,1,10,3
4,2,2,60,1,4,2
4,2,2,61,1,4,2
4,2,3,73,1,4,2
4,2,3,74,1,4,2
4,2,4,75,1,4,1
4,2,4,76,1,4,1
4,2,5,85,1,19,1
4,2,5,86,1,19,1
4,3,1,65,1,2,2
4,3,1,66,1,2,2
4,3,2,52,1,6,2
4,3,2,53,1,6,2
4,3,3,69,1,2,2
4,3,3,70,1,2,2
4,3,4,76,1,1,1
4,3,4,77,1,1,1
4,3,5,74,1,1,1
4,3,5,75,1,1,1
4,4,1,26,2,7,3
4,4,1,27,2,7,3
4,4,2,65,1,12,2
4,4,2,66,1,12,2
4,4,3,76,1,12,2
4,4,3,77,1,12,2
4,4,4,78,1,12,1
4,4,4,79,1,12,1
4,4,5,76,1,12,1
4,4,5,77,1,12,1
4,5,1,28,2,11,3
4,5,1,29,2,11,3
4,5,2,73,1,3,2
4,5,2,74,1,3,2
4,5,3,77,1,3,2
4,5,3,78,1,3,2
4,5,4,76,1,3,1
4,5,4,77,1,3,1
4,5,5,80,1,3,1
4,5,5,81,1,3,1
5,1,1,29,1,8,3
5,1,1,30,1,8,3
5,1,2,37,1,8,3
5,1,2,38,1,8,3
5,1,3,53,1,17,2
5,1,3,54,1,17,2
5,1,4,70,1,9,1
5,1,4,71,1,9,1
5,1,5,86,1,9,1
5,1,5,87,1,9,1
5,2,1,33,1,10,3
5,2,1,34,1,10,3
5,2,2,40,1,10,3
5,2,2,41,1,10,3
5,2,3,63,1,4,2
5,2,3,64,1,4,2
5,2,4,87,1,19,1
5,2,4,88,1,19,1
5,2,5,97,1,19,1
5,2,5,98,1,19,1
5,3,1,85,1,13,2
5,3,1,86,1,13,2
5,3,2,60,1,2,2
5,3,2,61,1,2,2
5,3,3,78,1,1,2
5,3,3,79,1,1,2
5,3,4,83,1,13,1
5,3,4,84,1,13,1
5,3,5,88,1,13,1
5,3,5,89,1,13,1
5,4,1,40,1,16,3
5,4,1,41,1,16,3
5,4,2,50,1,18,2
5,4,2,51,1,18,2
5,4,3,59,1,18,2
5,4,3,60,1,18,2
5,4,4,80,1,12,1
5,4,4,81,1,12,1
5,4,5,88,1,13,1
5,4,5,89,1,13,1
5,5,1,28,1,11,3
5,5,1,29,1,11,3
5,5,2,60,1,14,2
5,5,2,61,1,14,2
5,5,3,75,1,3,2
5,5,3,76,1,3,2
5,5,4,79,1,3,1
5,5,4,80,1,3,1
5,5,5,84,1,3,1
5,5,5,85,1,3,1
1,1,1,23,2,8,3
1,1,1,24,2,8,3
1,1,2,19,2,8,3
1,1,2,20,2,8,3
1,1,3,23,2,8,3
1,1,3,24,2,8,3
1,1,4,34,2,8,4
1,1,4,35,2,8,4
1,1,5,48,2,17,4
1,1,5,49,2,17,4
1,2,1,22,2,10,3
1,2,1,23,2,10,3
1,2,2,24,2,10,3
1,2,2,25,2,10,3
1,2,3,24,2,10,3
1,2,3,25,2,10,3
1,2,4,28,2,10,4
1,2,4,29,2,10,4
1,2,5,36,2,10,4
1,2,5,37,2,10,4
1,3,1,29,2,5,3
1,3,1,30,2,5,3
1,3,2,30,2,5,3
1,3,2,31,2,5,3
1,3,3,33,2,5,4
1,3,3,34,2,5,4
1,3,4,42,2,6,4
1,3,4,43,2,6,4
1,3,5,44,2,6,4
1,3,5,45,2,6,4
1,4,1,23,2,7,3
1,4,1,24,2,7,3
1,4,2,30,2,7,3
1,4,2,31,2,7,3
1,4,3,33,2,16,4
1,4,3,34,2,16,4
1,4,4,36,2,16,4
1,4,4,37,2,16,4
1,4,5,46,2,18,4
1,4,5,47,2,18,4
1,5,1,22,2,11,3
1,5,1,23,2,11,3
1,5,2,32,2,11,3
1,5,2,33,2,11,3
1,5,3,33,2,11,4
1,5,3,34,2,11,4
1,5,4,36,2,15,4
1,5,4,37,2,15,4
1,5,5,40,2,15,4
1,5,5,41,2,15,4
2,1,1,22,2,8,3
2,1,1,23,2,8,3
2,1,2,32,2,8,3
2,1,2,33,2,8,3
2,1,3,46,2,17,4
2,1,3,47,2,17,4
2,1,4,57,2,17,4
2,1,4,58,2,17,4
2,1,5,69,1,9,1
2,1,5,70,1,9,1
2,2,1,23,2,10,3
2,2,1,24,2,10,3
2,2,2,35,2,10,3
2,2,2,36,2,10,3
2,2,3,38,2,10,4
2,2,3,39,2,10,4
2,2,4,42,2,10,4
2,2,4,43,2,10,4
2,2,5,52,2,4,4
2,2,5,53,2,4,4
2,3,1,26,2,5,3
2,3,1,27,2,5,3
2,3,2,35,2,5,3
2,3,2,36,2,5,3
2,3,3,40,2,6,4
2,3,3,41,2,6,4
2,3,4,47,2,6,4
2,3,4,48,2,6,4
2,3,5,48,2,6,4
2,3,5,49,2,6,4
2,4,1,24,2,7,3
2,4,1,25,2,7,3
2,4,2,40,2,16,3
2,4,2,41,2,16,3
2,4,3,43,2,16,4
2,4,3,44,2,16,4
2,4,4,48,2,18,4
2,4,4,49,2,18,4
2,4,5,55,2,18,4
2,4,5,56,2,18,4
2,5,1,24,2,11,3
2,5,1,25,2,11,3
2,5,2,43,2,15,3
2,5,2,44,2,15,3
2,5,3,43,2,15,4
2,5,3,44,2,15,4
2,5,4,45,2,15,4
2,5,4,46,2,15,4
2,5,5,54,2,14,4
2,5,5,55,2,14,4
3,1,1,23,2,8,3
3,1,1,24,2,8,3
3,1,2,37,2,8,3
3,1,2,38,2,8,3
3,1,3,53,1,17,2
3,1,3,54,1,17,2
3,1,4,70,1,9,1
3,1,4,71,1,9,1
3,1,5,84,1,9,1
3,1,5,85,1,9,1
3,2,1,55,1,4,2
3,2,1,56,1,4,2
3,2,2,56,1,4,2
3,2,2,57,1,4,2
3,2,3,60,1,4,2
3,2,3,61,1,4,2
3,2,4,60,1,4,4
3,2,4,61,1,4,4
3,2,5,68,1,4,1
3,2,5,69,1,4,1
3,3,1,43,2,6,3
3,3,1,44,2,6,3
3,3,2,66,1,2,2
3,3,2,67,1,2,2
3,3,3,65,1,2,2
3,3,3,66,1,2,2
3,3,4,60,1,2,4
3,3,4,61,1,2,4
3,3,5,55,1,6,4
3,3,5,56,1,2,4
3,4,1,26,2,7,3
3,4,1,27,2,7,3
3,4,2,66,1,12,2
3,4,2,67,1,12,2
3,4,3,66,1,12,2
3,4,3,67,1,12,2
3,4,4,68,1,12,1
3,4,4,69,1,12,1
3,4,5,67,1,12,1
3,4,5,68,1,12,1
3,5,1,27,2,11,3
3,5,1,28,2,11,3
3,5,2,60,1,14,2
3,5,2,61,1,14,2
3,5,3,67,1,14,2
3,5,3,68,1,14,2
3,5,4,70,1,3,1
3,5,4,71,1,3,1
3,5,5,76,1,3,1
3,5,5,77,1,3,1
4,1,1,26,2,8,3
4,1,1,27,2,8,3
4,1,2,36,1,8,3
4,1,2,37,1,8,3
4,1,3,53,1,17,2
4,1,3,54,1,17,2
4,1,4,70,1,9,1
4,1,4,71,1,9,1
4,1,5,85,1,9,1
4,1,5,86,1,9,1
4,2,1,41,1,10,3
4,2,1,42,1,10,3
4,2,2,60,1,4,2
4,2,2,61,1,4,2
4,2,3,73,1,4,2
4,2,3,74,1,4,2
4,2,4,75,1,4,1
4,2,4,76,1,4,1
4,2,5,85,1,19,1
4,2,5,86,1,19,1
4,3,1,65,1,2,2
4,3,1,66,1,2,2
4,3,2,52,1,6,2
4,3,2,53,1,6,2
4,3,3,69,1,2,2
4,3,3,70,1,2,2
4,3,4,76,1,1,1
4,3,4,77,1,1,1
4,3,5,74,1,1,1
4,3,5,75,1,1,1
4,4,1,26,2,7,3
4,4,1,27,2,7,3
4,4,2,65,1,12,2
4,4,2,66,1,12,2
4,4,3,76,1,12,2
4,4,3,77,1,12,2
4,4,4,78,1,12,1
4,4,4,79,1,12,1
4,4,5,76,1,12,1
4,4,5,77,1,12,1
4,5,1,28,2,11,3
4,5,1,29,2,11,3
4,5,2,73,1,3,2
4,5,2,74,1,3,2
4,5,3,77,1,3,2
4,5,3,78,1,3,2
4,5,4,76,1,3,1
4,5,4,77,1,3,1
4,5,5,80,1,3,1
4,5,5,81,1,3,1
5,1,1,29,1,8,3
5,1,1,30,1,8,3
5,1,2,37,1,8,3
5,1,2,38,1,8,3
5,1,3,53,1,17,2
5,1,3,54,1,17,2
5,1,4,70,1,9,1
5,1,4,71,1,9,1
5,1,5,86,1,9,1
5,1,5,87,1,9,1
5,2,1,33,1,10,3
5,2,1,34,1,10,3
5,2,2,40,1,10,3
5,2,2,41,1,10,3
5,2,3,63,1,4,2
5,2,3,64,1,4,2
5,2,4,87,1,19,1
5,2,4,88,1,19,1
5,2,5,97,1,19,1
5,2,5,98,1,19,1
5,3,1,85,1,13,2
5,3,1,86,1,13,2
5,3,2,60,1,2,2
5,3,2,61,1,2,2
5,3,3,78,1,1,2
5,3,3,79,1,1,2
5,3,4,83,1,13,1
5,3,4,84,1,13,1
5,3,5,88,1,13,1
5,3,5,89,1,13,1
5,4,1,40,1,16,3
5,4,1,41,1,16,3
5,4,2,50,1,18,2
5,4,2,51,1,18,2
5,4,3,59,1,18,2
5,4,3,60,1,18,2
5,4,4,80,1,12,1
5,4,4,81,1,12,1
5,4,5,88,1,13,1
5,4,5,89,1,13,1
5,5,1,28,1,11,3
5,5,1,29,1,11,3
5,5,2,60,1,14,2
5,5,2,61,1,14,2
5,5,3,75,1,3,2
5,5,3,76,1,3,2
5,5,4,79,1,3,1
5,5,4,80,1,3,1
5,5,5,84,1,3,1
5,5,5,85,1,3,1
1,1,1,23,2,8,3
1,1,1,24,2,8,3
1,1,2,19,2,8,3
1,1,2,20,2,8,3
1,1,3,23,2,8,3
1,1,3,24,2,8,3
1,1,4,34,2,8,4
1,1,4,35,2,8,4
1,1,5,48,2,17,4
1,1,5,49,2,17,4
1,2,1,22,2,10,3
1,2,1,23,2,10,3
1,2,2,24,2,10,3
1,2,2,25,2,10,3
1,2,3,24,2,10,3
1,2,3,25,2,10,3
1,2,4,28,2,10,4
1,2,4,29,2,10,4
1,2,5,36,2,10,4
1,2,5,37,2,10,4
1,3,1,29,2,5,3
1,3,1,30,2,5,3
1,3,2,30,2,5,3
1,3,2,31,2,5,3
1,3,3,33,2,5,4
1,3,3,34,2,5,4
1,3,4,42,2,6,4
1,3,4,43,2,6,4
1,3,5,44,2,6,4
1,3,5,45,2,6,4
1,4,1,23,2,7,3
1,4,1,24,2,7,3
1,4,2,30,2,7,3
1,4,2,31,2,7,3
1,4,3,33,2,16,4
1,4,3,34,2,16,4
1,4,4,36,2,16,4
1,4,4,37,2,16,4
1,4,5,46,2,18,4
1,4,5,47,2,18,4
1,5,1,22,2,11,3
1,5,1,23,2,11,3
1,5,2,32,2,11,3
1,5,2,33,2,11,3
1,5,3,33,2,11,4
1,5,3,34,2,11,4
1,5,4,36,2,15,4
1,5,4,37,2,15,4
1,5,5,40,2,15,4
1,5,5,41,2,15,4
2,1,1,22,2,8,3
2,1,1,23,2,8,3
2,1,2,32,2,8,3
2,1,2,33,2,8,3
2,1,3,46,2,17,4
2,1,3,47,2,17,4
2,1,4,57,2,17,4
2,1,4,58,2,17,4
2,1,5,69,1,9,1
2,1,5,70,1,9,1
2,2,1,23,2,10,3
2,2,1,24,2,10,3
2,2,2,35,2,10,3
2,2,2,36,2,10,3
2,2,3,38,2,10,4
2,2,3,39,2,10,4
2,2,4,42,2,10,4
2,2,4,43,2,10,4
2,2,5,52,2,4,4
2,2,5,53,2,4,4
2,3,1,26,2,5,3
2,3,1,27,2,5,3
2,3,2,35,2,5,3
2,3,2,36,2,5,3
2,3,3,40,2,6,4
2,3,3,41,2,6,4
2,3,4,47,2,6,4
2,3,4,48,2,6,4
2,3,5,48,2,6,4
2,3,5,49,2,6,4
2,4,1,24,2,7,3
2,4,1,25,2,7,3
2,4,2,40,2,16,3
2,4,2,41,2,16,3
2,4,3,43,2,16,4
2,4,3,44,2,16,4
2,4,4,48,2,18,4
2,4,4,49,2,18,4
2,4,5,55,2,18,4
2,4,5,56,2,18,4
2,5,1,24,2,11,3
2,5,1,25,2,11,3
2,5,2,43,2,15,3
2,5,2,44,2,15,3
2,5,3,43,2,15,4
2,5,3,44,2,15,4
2,5,4,45,2,15,4
2,5,4,46,2,15,4
2,5,5,54,2,14,4
2,5,5,55,2,14,4
3,1,1,23,2,8,3
3,1,1,24,2,8,3
3,1,2,37,2,8,3
3,1,2,38,2,8,3
3,1,3,53,1,17,2
3,1,3,54,1,17,2
3,1,4,70,1,9,1
3,1,4,71,1,9,1
3,1,5,84,1,9,1
3,1,5,85,1,9,1
3,2,1,55,1,4,2
3,2,1,56,1,4,2
3,2,2,56,1,4,2
3,2,2,57,1,4,2
3,2,3,60,1,4,2
3,2,3,61,1,4,2
3,2,4,60,1,4,4
3,2,4,61,1,4,4
3,2,5,68,1,4,1
3,2,5,69,1,4,1
3,3,1,43,2,6,3
3,3,1,44,2,6,3
3,3,2,66,1,2,2
3,3,2,67,1,2,2
3,3,3,65,1,2,2
3,3,3,66,1,2,2
3,3,4,60,1,2,4
3,3,4,61,1,2,4
3,3,5,55,1,6,4
3,3,5,56,1,2,4
3,4,1,26,2,7,3
3,4,1,27,2,7,3
3,4,2,66,1,12,2
3,4,2,67,1,12,2
3,4,3,66,1,12,2
3,4,3,67,1,12,2
3,4,4,68,1,12,1
3,4,4,69,1,12,1
3,4,5,67,1,12,1
3,4,5,68,1,12,1
3,5,1,27,2,11,3
3,5,1,28,2,11,3
3,5,2,60,1,14,2
3,5,2,61,1,14,2
3,5,3,67,1,14,2
3,5,3,68,1,14,2
3,5,4,70,1,3,1
3,5,4,71,1,3,1
3,5,5,76,1,3,1
3,5,5,77,1,3,1
4,1,1,26,2,8,3
4,1,1,27,2,8,3
4,1,2,36,1,8,3
4,1,2,37,1,8,3
4,1,3,53,1,17,2
4,1,3,54,1,17,2
4,1,4,70,1,9,1
4,1,4,71,1,9,1
4,1,5,85,1,9,1
4,1,5,86,1,9,1
4,2,1,41,1,10,3
4,2,1,42,1,10,3
4,2,2,60,1,4,2
4,2,2,61,1,4,2
4,2,3,73,1,4,2
4,2,3,74,1,4,2
4,2,4,75,1,4,1
4,2,4,76,1,4,1
4,2,5,85,1,19,1
4,2,5,86,1,19,1
4,3,1,65,1,2,2
4,3,1,66,1,2,2
4,3,2,52,1,6,2
4,3,2,53,1,6,2
4,3,3,69,1,2,2
4,3,3,70,1,2,2
4,3,4,76,1,1,1
4,3,4,77,1,1,1
4,3,5,74,1,1,1
4,3,5,75,1,1,1
4,4,1,26,2,7,3
4,4,1,27,2,7,3
4,4,2,65,1,12,2
4,4,2,66,1,12,2
4,4,3,76,1,12,2
4,4,3,77,1,12,2
4,4,4,78,1,12,1
4,4,4,79,1,12,1
4,4,5,76,1,12,1
4,4,5,77,1,12,1
4,5,1,28,2,11,3
4,5,1,29,2,11,3
4,5,2,73,1,3,2
4,5,2,74,1,3,2
4,5,3,77,1,3,2
4,5,3,78,1,3,2
4,5,4,76,1,3,1
4,5,4,77,1,3,1
4,5,5,80,1,3,1
4,5,5,81,1,3,1
5,1,1,29,1,8,3
5,1,1,30,1,8,3
5,1,2,37,1,8,3
5,1,2,38,1,8,3
5,1,3,53,1,17,2
5,1,3,54,1,17,2
5,1,4,70,1,9,1
5,1,4,71,1,9,1
5,1,5,86,1,9,1
5,1,5,87,1,9,1
5,2,1,33,1,10,3
5,2,1,34,1,10,3
5,2,2,40,1,10,3
5,2,2,41,1,10,3
5,2,3,63,1,4,2
5,2,3,64,1,4,2
5,2,4,87,1,19,1
5,2,4,88,1,19,1
5,2,5,97,1,19,1
5,2,5,98,1,19,1
5,3,1,85,1,13,2
5,3,1,86,1,13,2
5,3,2,60,1,2,2
5,3,2,61,1,2,2
5,3,3,78,1,1,2
5,3,3,79,1,1,2
5,3,4,83,1,13,1
5,3,4,84,1,13,1
5,3,5,88,1,13,1
5,3,5,89,1,13,1
5,4,1,40,1,16,3
5,4,1,41,1,16,3
5,4,2,50,1,18,2
5,4,2,51,1,18,2
5,4,3,59,1,18,2
5,4,3,60,1,18,2
5,4,4,80,1,12,1
5,4,4,81,1,12,1
5,4,5,88,1,13,1
5,4,5,89,1,13,1
5,5,1,28,1,11,3
5,5,1,29,1,11,3
5,5,2,60,1,14,2
5,5,2,61,1,14,2
5,5,3,75,1,3,2
5,5,3,76,1,3,2
5,5,4,79,1,3,1
5,5,4,80,1,3,1
5,5,5,84,1,3,1
5,5,5,85,1,3,1
1,1,1,23,2,8,3
1,1,1,24,2,8,3
1,1,2,19,2,8,3
1,1,2,20,2,8,3
1,1,3,23,2,8,3
1,1,3,24,2,8,3
1,1,4,34,2,8,4
1,1,4,35,2,8,4
1,1,5,48,2,17,4
1,1,5,49,2,17,4
1,2,1,22,2,10,3
1,2,1,23,2,10,3
1,2,2,24,2,10,3
1,2,2,25,2,10,3
1,2,3,24,2,10,3
1,2,3,25,2,10,3
1,2,4,28,2,10,4
1,2,4,29,2,10,4
1,2,5,36,2,10,4
1,2,5,37,2,10,4
1,3,1,29,2,5,3
1,3,1,30,2,5,3
1,3,2,30,2,5,3
1,3,2,31,2,5,3
1,3,3,33,2,5,4
1,3,3,34,2,5,4
1,3,4,42,2,6,4
1,3,4,43,2,6,4
1,3,5,44,2,6,4
1,3,5,45,2,6,4
1,4,1,23,2,7,3
1,4,1,24,2,7,3
1,4,2,30,2,7,3
1,4,2,31,2,7,3
1,4,3,33,2,16,4
1,4,3,34,2,16,4
1,4,4,36,2,16,4
1,4,4,37,2,16,4
1,4,5,46,2,18,4
1,4,5,47,2,18,4
1,5,1,22,2,11,3
1,5,1,23,2,11,3
1,5,2,32,2,11,3
1,5,2,33,2,11,3
1,5,3,33,2,11,4
1,5,3,34,2,11,4
1,5,4,36,2,15,4
1,5,4,37,2,15,4
1,5,5,40,2,15,4
1,5,5,41,2,15,4
2,1,1,22,2,8,3
2,1,1,23,2,8,3
2,1,2,32,2,8,3
2,1,2,33,2,8,3
2,1,3,46,2,17,4
2,1,3,47,2,17,4
2,1,4,57,2,17,4
2,1,4,58,2,17,4
2,1,5,69,1,9,1
2,1,5,70,1,9,1
2,2,1,23,2,10,3
2,2,1,24,2,10,3
2,2,2,35,2,10,3
2,2,2,36,2,10,3
2,2,3,38,2,10,4
2,2,3,39,2,10,4
2,2,4,42,2,10,4
2,2,4,43,2,10,4
2,2,5,52,2,4,4
2,2,5,53,2,4,4
2,3,1,26,2,5,3
2,3,1,27,2,5,3
2,3,2,35,2,5,3
2,3,2,36,2,5,3
2,3,3,40,2,6,4
2,3,3,41,2,6,4
2,3,4,47,2,6,4
2,3,4,48,2,6,4
2,3,5,48,2,6,4
2,3,5,49,2,6,4
2,4,1,24,2,7,3
2,4,1,25,2,7,3
2,4,2,40,2,16,3
2,4,2,41,2,16,3
2,4,3,43,2,16,4
2,4,3,44,2,16,4
2,4,4,48,2,18,4
2,4,4,49,2,18,4
2,4,5,55,2,18,4
2,4,5,56,2,18,4
2,5,1,24,2,11,3
2,5,1,25,2,11,3
2,5,2,43,2,15,3
2,5,2,44,2,15,3
2,5,3,43,2,15,4
2,5,3,44,2,15,4
2,5,4,45,2,15,4
2,5,4,46,2,15,4
2,5,5,54,2,14,4
2,5,5,55,2,14,4
3,1,1,23,2,8,3
3,1,1,24,2,8,3
3,1,2,37,2,8,3
3,1,2,38,2,8,3
3,1,3,53,1,17,2
3,1,3,54,1,17,2
3,1,4,70,1,9,1
3,1,4,71,1,9,1
3,1,5,84,1,9,1
3,1,5,85,1,9,1
3,2,1,55,1,4,2
3,2,1,56,1,4,2
3,2,2,56,1,4,2
3,2,2,57,1,4,2
3,2,3,60,1,4,2
3,2,3,61,1,4,2
3,2,4,60,1,4,4
3,2,4,61,1,4,4
3,2,5,68,1,4,1
3,2,5,69,1,4,1
3,3,1,43,2,6,3
3,3,1,44,2,6,3
3,3,2,66,1,2,2
3,3,2,67,1,2,2
3,3,3,65,1,2,2
3,3,3,66,1,2,2
3,3,4,60,1,2,4
3,3,4,61,1,2,4
3,3,5,55,1,6,4
3,3,5,56,1,2,4
3,4,1,26,2,7,3
3,4,1,27,2,7,3
3,4,2,66,1,12,2
3,4,2,67,1,12,2
3,4,3,66,1,12,2
3,4,3,67,1,12,2
3,4,4,68,1,12,1
3,4,4,69,1,12,1
3,4,5,67,1,12,1
3,4,5,68,1,12,1
3,5,1,27,2,11,3
3,5,1,28,2,11,3
3,5,2,60,1,14,2
3,5,2,61,1,14,2
3,5,3,67,1,14,2
3,5,3,68,1,14,2
3,5,4,70,1,3,1
3,5,4,71,1,3,1
3,5,5,76,1,3,1
3,5,5,77,1,3,1
4,1,1,26,2,8,3
4,1,1,27,2,8,3
4,1,2,36,1,8,3
4,1,2,37,1,8,3
4,1,3,53,1,17,2
4,1,3,54,1,17,2
4,1,4,70,1,9,1
4,1,4,71,1,9,1
4,1,5,85,1,9,1
4,1,5,86,1,9,1
4,2,1,41,1,10,3
4,2,1,42,1,10,3
4,2,2,60,1,4,2
4,2,2,61,1,4,2
4,2,3,73,1,4,2
4,2,3,74,1,4,2
4,2,4,75,1,4,1
4,2,4,76,1,4,1
4,2,5,85,1,19,1
4,2,5,86,1,19,1
4,3,1,65,1,2,2
4,3,1,66,1,2,2
4,3,2,52,1,6,2
4,3,2,53,1,6,2
4,3,3,69,1,2,2
4,3,3,70,1,2,2
4,3,4,76,1,1,1
4,3,4,77,1,1,1
4,3,5,74,1,1,1
4,3,5,75,1,1,1
4,4,1,26,2,7,3
4,4,1,27,2,7,3
4,4,2,65,1,12,2
4,4,2,66,1,12,2
4,4,3,76,1,12,2
4,4,3,77,1,12,2
4,4,4,78,1,12,1
4,4,4,79,1,12,1
4,4,5,76,1,12,1
4,4,5,77,1,12,1
4,5,1,28,2,11,3
4,5,1,29,2,11,3
4,5,2,73,1,3,2
4,5,2,74,1,3,2
4,5,3,77,1,3,2
4,5,3,78,1,3,2
4,5,4,76,1,3,1
4,5,4,77,1,3,1
4,5,5,80,1,3,1
4,5,5,81,1,3,1
5,1,1,29,1,8,3
5,1,1,30,1,8,3
5,1,2,37,1,8,3
5,1,2,38,1,8,3
5,1,3,53,1,17,2
5,1,3,54,1,17,2
5,1,4,70,1,9,1
5,1,4,71,1,9,1
5,1,5,86,1,9,1
5,1,5,87,1,9,1
5,2,1,33,1,10,3
5,2,1,34,1,10,3
5,2,2,40,1,10,3
5,2,2,41,1,10,3
5,2,3,63,1,4,2
5,2,3,64,1,4,2
5,2,4,87,1,19,1
5,2,4,88,1,19,1
5,2,5,97,1,19,1
5,2,5,98,1,19,1
5,3,1,85,1,13,2
5,3,1,86,1,13,2
5,3,2,60,1,2,2
5,3,2,61,1,2,2
5,3,3,78,1,1,2
5,3,3,79,1,1,2
5,3,4,83,1,13,1
5,3,4,84,1,13,1
5,3,5,88,1,13,1
5,3,5,89,1,13,1
5,4,1,40,1,16,3
5,4,1,41,1,16,3
5,4,2,50,1,18,2
5,4,2,51,1,18,2
5,4,3,59,1,18,2
5,4,3,60,1,18,2
5,4,4,80,1,12,1
5,4,4,81,1,12,1
5,4,5,88,1,13,1
5,4,5,89,1,13,1
5,5,1,28,1,11,3
5,5,1,29,1,11,3
5,5,2,60,1,14,2
5,5,2,61,1,14,2
