compl,accel,decel,result,cluster_cr,cluster_ar,cluster_dr
2,3,5,44,10,3,2
2,3,5,45,10,3,2
2,4,1,28,2,2,1
2,4,1,29,2,2,1
2,4,1,30,2,2,1
2,4,1,31,2,2,1
2,4,2,36,2,2,1
2,4,2,37,2,2,1
2,4,2,38,10,2,1
2,4,2,39,10,2,1
2,4,3,47,10,2,1
2,4,3,48,10,2,1
2,4,3,49,5,2,2
2,4,3,50,5,2,2
2,4,4,53,5,2,2
2,4,4,54,5,2,2
2,4,4,55,5,2,2
2,4,4,56,5,4,2
2,4,5,51,5,2,2
2,4,5,52,5,2,2
2,4,5,53,5,2,2
2,4,5,54,5,2,2
2,5,1,28,2,2,1
2,5,1,29,2,2,1
2,5,1,30,2,2,1
2,5,1,31,2,2,1
2,5,2,42,10,2,1
2,5,2,43,10,2,1
2,5,2,44,10,2,1
2,5,2,45,10,2,1
2,5,3,43,10,2,1
2,5,3,44,10,2,1
2,5,3,45,10,2,1
2,5,3,46,10,2,1
2,5,4,47,10,2,2
2,5,4,48,10,2,2
2,5,4,49,5,2,2
2,5,4,50,5,2,2
2,5,5,56,5,2,2
2,5,5,57,5,2,2
2,5,5,58,5,2,2
2,5,5,59,5,4,2
3,1,1,35,11,3,1
3,1,1,36,11,3,1
3,1,1,37,11,3,1
3,1,1,38,11,3,1
3,1,2,43,11,3,1
3,1,2,44,11,3,1
3,1,2,45,11,3,1
3,1,2,46,11,3,1
3,1,3,53,13,1,2
3,1,3,54,13,1,2
3,1,3,55,13,1,2
3,1,3,56,13,1,2
3,1,4,63,12,1,2
3,1,4,64,12,1,2
3,1,4,65,12,1,2
3,1,4,66,12,1,2
3,1,5,69,12,1,2
3,1,5,70,12,1,2
3,1,5,71,12,1,2
3,1,5,72,12,1,2
3,2,1,38,11,3,1
3,2,1,39,11,3,1
3,2,1,40,11,3,1
3,2,1,41,11,3,1
3,2,2,43,11,3,1
3,2,2,44,11,3,1
3,2,2,45,11,3,1
3,2,2,46,11,3,1
3,2,3,56,13,3,2
3,2,3,57,13,1,2
3,2,3,58,13,1,2
3,2,3,59,13,1,2
3,2,4,63,12,1,2
3,2,4,64,12,1,2
3,2,4,65,12,1,2
3,2,4,66,12,1,2
3,2,5,63,12,1,2
3,2,5,64,12,1,2
3,2,5,65,12,1,2
3,2,5,66,12,1,2
3,3,1,51,13,3,1
3,3,1,52,13,3,1
3,3,1,53,13,3,1
3,3,1,54,13,3,1
3,3,2,50,13,3,1
3,3,2,51,13,3,1
3,3,2,52,13,3,1
3,3,2,53,13,3,1
3,3,3,59,13,4,2
3,3,3,60,13,4,2
3,3,3,61,13,4,2
3,3,3,62,12,4,2
3,3,4,63,12,4,2
3,3,4,64,12,4,2
3,3,4,65,12,4,2
3,3,4,66,12,4,2
3,3,5,62,12,4,2
3,3,5,63,12,4,2
3,3,5,64,12,4,2
3,3,5,65,12,4,2
3,4,1,32,11,2,1
3,4,1,33,11,2,1
3,4,1,34,11,2,1
3,4,1,35,11,2,1
3,4,2,54,13,2,1
3,4,2,55,13,2,1
3,4,2,56,13,4,1
3,4,2,57,13,4,1
3,4,3,63,12,4,2
3,4,3,64,12,4,2
3,4,3,65,12,4,2
3,4,3,66,12,4,2
3,4,4,70,12,4,2
3,4,4,71,12,4,2
3,4,4,72,12,4,2
3,4,4,73,12,4,2
3,4,5,69,12,4,2
3,4,5,70,12,4,2
3,4,5,71,12,4,2
3,4,5,72,12,4,2
3,5,1,20,8,2,1
3,5,1,21,8,2,1
3,5,1,22,8,2,1
3,5,1,23,8,2,1
3,5,2,49,13,2,1
3,5,2,50,13,2,1
3,5,2,51,13,2,1
3,5,2,52,13,2,1
3,5,3,60,13,4,2
3,5,3,61,13,4,2
3,5,3,62,12,4,2
3,5,3,63,12,4,2
3,5,4,74,12,4,2
3,5,4,75,12,4,2
3,5,4,76,12,4,2
3,5,4,77,12,4,2
3,5,5,75,12,4,2
3,5,5,76,12,4,2
3,5,5,77,12,4,2
3,5,5,78,12,4,2
4,1,1,24,17,3,1
4,1,1,25,17,3,1
4,1,1,26,17,3,1
4,1,1,27,15,3,1
4,1,2,56,6,1,1
4,1,2,57,6,1,1
4,1,2,58,6,1,1
4,1,2,59,6,1,1
4,1,3,64,6,1,2
4,1,3,65,6,1,2
4,1,3,66,6,1,2
4,1,3,67,6,1,2
4,1,4,73,16,1,2
4,1,4,74,16,1,2
4,1,4,75,16,1,2
4,1,4,76,16,1,2
4,1,5,82,16,1,2
4,1,5,83,16,1,2
4,1,5,84,16,1,2
4,1,5,85,16,1,2
4,2,1,22,17,3,1
4,2,1,23,17,3,1
4,2,1,24,17,3,1
4,2,1,25,17,3,1
4,2,2,53,6,3,1
4,2,2,54,6,3,1
4,2,2,55,6,3,1
4,2,2,56,6,3,1
4,2,3,65,6,1,2
4,2,3,66,6,1,2
4,2,3,67,6,1,2
4,2,3,68,6,1,2
4,2,4,74,16,1,2
4,2,4,75,16,1,2
4,2,4,76,16,1,2
4,2,4,77,16,1,2
4,2,5,84,16,1,2
4,2,5,85,16,1,2
4,2,5,86,16,1,2
4,2,5,87,16,1,2
4,3,1,27,15,3,1
4,3,1,28,15,3,1
4,3,1,29,15,3,1
4,3,1,30,15,3,1
4,3,2,51,6,3,1
4,3,2,52,6,3,1
4,3,2,53,6,3,1
4,3,2,54,6,3,1
4,3,3,63,6,4,2
4,3,3,64,6,4,2
4,3,3,65,6,4,2
4,3,3,66,6,4,2
4,3,4,76,16,4,2
4,3,4,77,16,4,2
4,3,4,78,16,4,2
4,3,4,79,16,4,2
4,3,5,83,16,4,2
4,3,5,84,16,4,2
4,3,5,85,16,4,2
4,3,5,86,16,4,2
4,4,1,29,15,2,1
4,4,1,30,15,2,1
4,4,1,31,15,2,1
4,4,1,32,15,2,1
4,4,2,66,6,4,2
4,4,2,67,6,4,2
4,4,2,68,6,4,2
4,4,2,69,6,4,2
4,4,3,67,6,4,2
4,4,3,68,6,4,2
4,4,3,69,6,4,2
4,4,3,70,6,4,2
4,4,4,75,16,4,2
4,4,4,76,16,4,2
4,4,4,77,16,4,2
4,4,4,78,16,4,2
4,4,5,82,16,4,2
4,4,5,83,16,4,2
4,4,5,84,16,4,2
4,4,5,85,16,4,2
4,5,1,22,17,2,1
4,5,1,23,17,2,1
4,5,1,24,17,2,1
4,5,1,25,17,2,1
4,5,2,74,16,4,2
4,5,2,75,16,4,2
4,5,2,76,16,4,2
4,5,2,77,16,4,2
4,5,3,73,16,4,2
4,5,3,74,16,4,2
4,5,3,75,16,4,2
4,5,3,76,16,4,2
4,5,4,82,16,4,2
4,5,4,83,16,4,2
4,5,4,84,16,4,2
4,5,4,85,16,4,2
4,5,5,87,16,4,2
4,5,5,88,16,4,2
4,5,5,89,16,4,2
4,5,5,90,16,4,2
5,1,1,29,1,3,1
5,1,1,30,1,3,1
5,1,1,31,1,3,1
5,1,1,32,1,3,1
5,1,2,66,9,1,2
5,1,2,67,9,1,2
5,1,2,68,9,1,2
5,1,2,69,9,1,2
5,1,3,77,9,1,2
5,1,3,78,9,1,2
5,1,3,79,9,1,2
5,1,3,80,9,1,2
5,1,4,85,3,1,2
5,1,4,86,3,1,2
5,1,4,87,3,1,2
5,1,4,88,3,1,2
5,1,5,93,3,1,2
5,1,5,94,3,1,2
5,1,5,95,3,1,2
5,1,5,96,3,1,2
5,2,1,27,1,3,1
5,2,1,28,1,3,1
5,2,1,29,1,3,1
5,2,1,30,1,3,1
5,2,2,64,9,1,1
5,2,2,65,9,1,2
5,2,2,66,9,1,2
5,2,2,67,9,1,2
5,2,3,76,9,1,2
5,2,3,77,9,1,2
5,2,3,78,9,1,2
5,2,3,79,9,1,2
5,2,4,85,3,1,2
5,2,4,86,3,1,2
5,2,4,87,3,1,2
5,2,4,88,3,1,2
5,2,5,94,3,1,2
5,2,5,95,3,1,2
5,2,5,96,3,1,2
5,2,5,97,3,1,2
5,3,1,26,1,3,1
5,3,1,27,1,3,1
5,3,1,28,1,3,1
5,3,1,29,1,3,1
5,3,2,64,9,4,1
5,3,2,65,9,4,2
5,3,2,66,9,4,2
5,3,2,67,9,4,2
5,3,3,72,9,4,2
5,3,3,73,9,4,2
5,3,3,74,9,4,2
5,3,3,75,9,4,2
5,3,4,86,3,4,2
5,3,4,87,3,4,2
5,3,4,88,3,4,2
5,3,4,89,3,4,2
5,3,5,96,3,4,2
5,3,5,97,3,4,2
5,3,5,98,3,4,2
5,3,5,99,3,4,2
5,4,1,26,1,2,1
5,4,1,27,1,2,1
5,4,1,28,1,2,1
5,4,1,29,1,2,1
5,4,2,70,9,4,2
5,4,2,71,9,4,2
5,4,2,72,9,4,2
5,4,2,73,9,4,2
5,4,3,67,9,4,2
5,4,3,68,9,4,2
5,4,3,69,9,4,2
5,4,3,70,9,4,2
5,4,4,84,3,4,2
5,4,4,85,3,4,2
5,4,4,86,3,4,2
5,4,4,87,3,4,2
5,4,5,95,3,4,2
5,4,5,96,3,4,2
5,4,5,97,3,4,2
5,4,5,98,3,4,2
5,5,1,27,1,2,1
5,5,1,28,1,2,1
5,5,1,29,1,2,1
5,5,1,30,1,2,1
5,5,2,84,3,4,2
5,5,2,85,3,4,2
5,5,2,86,3,4,2
5,5,2,87,3,4,2
5,5,3,82,3,4,2
5,5,3,83,3,4,2
5,5,3,84,3,4,2
5,5,3,85,3,4,2
5,5,4,85,3,4,2
5,5,4,86,3,4,2
5,5,4,87,3,4,2
5,5,4,88,3,4,2
5,5,5,92,3,4,2
5,5,5,93,3,4,2
5,5,5,94,3,4,2
5,5,5,95,3,4,2
