compliance,acceleration,deceleration,result,cluster3,cluster_cd,cluster_ca,cluster_ad
2,4,1,25,2,3,5,5
2,4,2,40,3,5,1,1
2,4,2,41,3,5,1,1
2,4,3,43,3,5,1,1
2,4,3,44,3,5,1,1
2,4,4,48,3,5,1,1
2,4,4,49,3,5,1,1
2,4,5,55,3,4,1,4
2,4,5,56,3,4,1,4
2,5,1,24,2,3,5,5
2,5,1,25,2,3,5,5
2,5,2,43,3,5,1,1
2,5,2,44,3,5,1,1
2,5,3,43,3,5,1,1
2,5,3,44,3,5,1,1
2,5,4,45,3,5,1,1
2,5,4,46,3,5,1,1
2,5,5,54,1,4,2,4
2,5,5,55,1,4,2,4
3,1,1,23,2,3,5,5
3,1,1,24,2,3,5,5
3,1,2,37,2,3,5,5
3,1,2,38,2,3,5,5
3,1,3,53,2,3,5,5
3,1,3,54,2,3,5,5
3,1,4,70,5,5,3,1
3,1,4,71,5,5,3,1
3,1,5,84,5,5,3,1
3,1,5,85,3,5,3,1
3,2,1,55,2,3,5,5
3,2,1,56,2,3,5,5
3,2,2,56,2,3,5,5
3,2,2,57,2,3,5,5
3,2,3,60,5,2,3,3
3,2,3,61,5,2,3,3
3,2,4,60,5,4,3,4
3,2,4,61,5,4,3,4
3,2,5,68,5,5,3,1
3,2,5,69,5,5,3,1
3,3,1,43,2,3,5,5
3,3,1,44,2,3,5,5
3,3,2,66,5,2,3,3
3,3,2,67,5,2,3,3
3,3,3,65,5,2,3,3
3,3,3,66,5,2,3,3
3,3,4,60,5,2,3,3
3,3,4,61,5,2,3,3
3,3,5,55,1,4,4,4
3,3,5,56,1,4,2,4
3,4,1,26,5,3,3,5
3,4,1,27,5,3,3,5
3,4,2,66,5,2,3,3
3,4,2,67,5,2,3,3
3,4,3,66,5,2,3,3
3,4,3,67,5,2,3,3
3,4,4,68,4,2,4,3
3,4,4,69,4,2,4,3
3,4,5,67,4,4,4,4
3,4,5,68,4,4,4,4
3,5,1,27,2,3,5,5
3,5,1,28,2,3,5,5
3,5,2,60,5,2,3,3
3,5,2,61,5,2,3,3
3,5,3,67,5,2,3,3
3,5,3,68,5,2,3,3
3,5,4,70,4,4,4,4
3,5,4,71,4,4,4,4
3,5,5,76,1,4,2,4
3,5,5,77,1,4,2,4
4,1,1,26,2,3,5,5
4,1,1,27,2,3,5,5
4,1,2,36,2,3,5,2
4,1,2,37,2,1,3,2
4,1,3,53,5,4,3,4
4,1,3,54,5,4,3,2
4,1,4,70,5,4,3,4
4,1,4,71,5,4,3,4
4,1,5,85,1,4,3,4
4,1,5,86,5,4,3,4
4,2,1,41,2,3,5,5
4,2,1,42,2,3,5,5
4,2,2,60,5,1,3,2
4,2,2,61,5,1,3,2
4,2,3,73,5,4,3,4
4,2,3,74,5,4,3,4
4,2,4,75,5,4,3,4
4,2,4,76,5,4,3,4
4,2,5,85,1,4,3,4
4,2,5,86,1,4,2,4
4,3,1,65,2,3,5,5
4,3,1,66,2,3,5,5
4,3,2,52,5,1,3,2
4,3,2,53,5,1,3,2
4,3,3,69,5,4,3,4
4,3,3,70,5,4,3,4
4,3,4,76,1,4,3,4
4,3,4,77,1,4,3,4
4,3,5,74,4,4,3,4
4,3,5,75,4,4,3,4
4,4,1,26,5,1,3,2
4,4,1,27,5,1,3,2
4,4,2,65,5,2,3,3
4,4,2,66,5,2,3,3
4,4,3,76,4,4,4,4
4,4,3,77,4,4,4,4
4,4,4,78,4,4,4,4
4,4,4,79,4,4,4,4
4,4,5,76,1,4,2,4
4,4,5,77,1,4,2,4
4,5,1,28,1,4,4,4
4,5,1,29,1,4,4,4
4,5,2,73,1,2,4,3
4,5,2,74,5,4,4,3
4,5,3,77,4,4,4,4
4,5,3,78,4,4,4,4
4,5,4,76,1,4,4,4
4,5,4,77,1,4,4,4
4,5,5,80,1,4,2,4
4,5,5,81,1,4,2,4
5,1,1,29,5,1,3,2
5,1,1,30,5,1,3,2
5,1,2,37,5,1,3,2
5,1,2,38,5,1,3,2
5,1,3,53,5,4,3,4
5,1,3,54,5,4,3,4
5,1,4,70,5,1,3,4
5,1,4,71,5,1,3,2
5,1,5,86,1,4,3,4
5,1,5,87,1,4,3,4
5,2,1,33,5,1,3,2
5,2,1,34,5,1,3,2
5,2,2,40,5,4,3,4
5,2,2,41,5,1,3,2
5,2,3,63,5,4,3,4
5,2,3,64,5,4,3,4
5,2,4,87,5,4,3,4
5,2,4,88,5,4,3,4
5,2,5,97,1,4,3,4
5,2,5,98,1,4,3,4
5,3,1,85,2,4,5,4
5,3,1,86,1,4,5,4
5,3,2,60,5,4,4,4
5,3,2,61,5,4,4,4
5,3,3,78,1,4,4,4
5,3,3,79,1,4,4,4
5,3,4,83,1,4,4,4
5,3,4,84,1,4,4,4
5,3,5,88,1,4,2,4
5,3,5,89,1,4,2,4
5,4,1,40,1,4,4,4
5,4,1,41,1,4,4,4
5,4,2,50,1,4,4,4
5,4,2,51,1,4,4,4
5,4,3,59,1,4,4,4
5,4,3,60,1,4,4,4
5,4,4,80,1,4,2,4
5,4,4,81,1,4,2,4
5,4,5,88,1,4,2,4
5,4,5,89,1,4,2,4
5,5,1,28,5,4,3,4
5,5,1,29,5,4,3,4
5,5,2,60,4,4,4,4
5,5,2,61,4,4,4,4
5,5,3,75,4,4,4,4
5,5,3,76,4,4,4,4
5,5,4,79,1,4,4,4
5,5,4,80,1,4,4,4
5,5,5,84,1,4,2,4
5,5,5,85,1,4,2,4
