compl,accel,decel,result,cluster_cr,cluster_ar,cluster_dr,cluster_car,cluster_cdr,cluster_adr
5,4,5,99,1,2,1,2,3,2
2,5,5,68,11,3,1,1,1,2
5,5,4,91,17,2,1,2,3,2
5,5,5,98,1,2,1,2,3,2
1,2,3,25,7,4,2,1,1,1
3,5,5,76,6,2,1,2,3,2
1,1,1,25,7,4,2,1,2,1
1,5,3,31,9,3,2,1,1,2
4,5,5,96,10,2,1,2,3,2
1,1,1,28,7,4,2,1,2,1
2,5,5,68,11,3,1,1,1,2
5,3,2,67,3,2,1,2,3,3
4,5,2,89,12,2,1,2,3,2
1,3,3,40,7,4,2,1,1,1
1,3,4,50,9,4,1,1,1,3
5,5,3,82,17,2,1,2,3,2
1,4,1,27,7,3,2,1,2,1
3,5,4,81,6,2,1,2,3,2
2,5,3,43,16,3,2,1,1,2
1,3,5,49,9,4,1,1,1,3
5,5,5,90,1,2,1,2,3,2
1,5,3,32,9,3,2,1,1,2
5,5,5,92,1,2,1,2,3,2
4,5,5,89,10,2,1,2,3,2
2,5,4,48,11,3,1,1,1,2
1,5,4,39,9,3,1,1,1,2
4,5,5,99,10,2,1,2,3,2
3,5,5,93,6,2,1,2,3,2
1,5,5,58,11,3,1,1,1,2
1,5,3,46,9,3,2,1,1,2
3,3,3,75,6,2,1,2,3,3
1,3,1,31,7,4,2,1,2,1
1,1,1,24,7,4,2,1,2,1
4,5,5,94,10,2,1,2,3,2
4,5,4,89,10,2,1,2,3,2
3,5,3,82,6,2,1,2,3,2
4,5,4,81,12,2,1,2,3,2
1,3,1,31,7,4,2,1,2,1
5,4,3,62,4,2,1,2,3,2
3,2,4,68,6,1,1,2,3,3
3,3,3,74,6,2,1,2,3,3
5,5,5,98,1,2,1,2,3,2
1,4,3,30,9,3,2,1,1,1
5,5,5,87,1,2,1,2,3,2
3,4,3,73,6,2,1,2,3,2
2,3,4,53,11,4,1,1,1,3
4,5,4,89,10,2,1,2,3,2
3,5,5,82,6,2,1,2,3,2
4,5,5,77,10,2,1,2,3,2
4,4,4,97,12,2,1,2,3,2
3,4,5,90,6,2,1,2,3,2
5,5,5,95,1,2,1,2,3,2
5,5,5,94,1,2,1,2,3,2
3,5,5,87,6,2,1,2,3,2
1,5,5,28,11,3,1,1,1,2
2,1,1,24,8,4,2,1,2,1
4,5,4,89,10,2,1,2,3,2
3,3,5,66,6,2,1,2,3,3
1,5,1,24,7,3,2,1,2,1
5,5,4,76,17,2,1,2,3,2
4,4,3,91,14,2,1,2,3,2
1,4,3,42,9,3,2,1,1,2
3,5,4,74,6,2,1,2,3,2
2,5,4,46,11,3,1,1,1,2
4,5,5,98,10,2,1,2,3,2
1,5,5,63,11,3,1,1,1,2
3,5,3,92,6,2,1,2,3,2
3,4,5,78,6,2,1,2,3,2
1,5,3,38,9,3,2,1,1,2
3,2,5,76,6,1,1,2,3,3
2,5,5,82,11,3,1,1,1,2
3,5,3,63,6,2,1,2,3,2
1,2,1,23,7,4,2,1,2,1
3,5,5,98,6,2,1,2,3,2
4,5,2,77,12,2,1,2,3,2
4,4,4,92,10,2,1,2,3,2
4,5,5,75,10,2,1,2,3,2
5,5,5,97,1,2,1,2,3,2
4,5,5,99,10,2,1,2,3,2
3,4,3,90,6,2,1,2,3,2
3,4,5,90,6,2,1,2,3,2
3,3,3,65,6,2,1,2,3,3
3,3,1,56,13,4,2,1,2,1
2,5,3,63,16,3,2,1,1,2
2,5,3,55,16,3,2,1,1,2
1,4,4,51,9,3,1,1,1,2
3,5,5,56,6,2,1,2,3,2
2,5,3,41,16,3,2,1,1,2
2,4,3,41,11,3,1,1,1,2
3,4,3,49,6,2,1,2,3,2
3,5,5,82,6,2,1,2,3,2
5,5,5,95,1,2,1,2,3,2
5,3,4,92,17,2,1,2,3,3
5,1,5,94,1,1,1,2,3,3
4,5,5,97,10,2,1,2,3,2
1,3,2,33,7,4,2,1,2,1
4,5,5,95,10,2,1,2,3,2
1,1,1,23,7,4,2,1,2,1
3,5,5,93,6,2,1,2,3,2
3,5,3,73,6,2,1,2,3,2
2,5,5,48,11,3,1,1,1,2
5,5,5,94,1,2,1,2,3,2
3,5,4,81,6,2,1,2,3,2
5,5,5,99,1,2,1,2,3,2
3,5,5,97,6,2,1,2,3,2
2,4,3,63,11,3,1,1,1,2
3,4,3,73,6,2,1,2,3,2
5,3,3,95,3,2,1,2,3,3
3,5,5,94,6,2,1,2,3,2
3,5,5,92,6,2,1,2,3,2
2,4,3,53,11,3,2,1,1,2
5,5,5,94,1,2,1,2,3,2
1,3,1,31,7,4,2,1,2,1
1,3,3,25,7,4,2,1,1,1
1,5,3,31,9,3,2,1,1,2
3,5,3,76,6,2,1,2,3,2
4,4,4,91,10,2,1,2,3,2
2,3,1,29,8,4,2,1,2,1
3,5,5,93,6,2,1,2,3,2
1,5,5,28,9,3,1,1,1,2
3,5,5,77,6,2,1,2,3,2
5,5,3,95,17,2,1,2,3,2
1,2,3,25,7,4,2,1,1,1
5,5,5,88,1,2,1,2,3,2
3,3,5,43,6,2,1,2,3,3
5,5,3,85,17,2,1,2,3,2
2,5,3,43,16,3,2,1,1,2
3,4,3,80,6,2,1,2,3,2
3,5,5,89,6,2,1,2,3,2
3,3,5,66,6,2,1,2,3,3
1,4,3,38,7,3,2,1,1,2
1,5,5,45,9,3,1,1,1,2
4,5,5,88,10,2,1,2,3,2
5,5,5,92,1,2,1,2,3,2
