compl,accel,decel,result,cluster_cr,cluster_ar,cluster_dr,cluster_car,cluster_cdr,cluster_adr
2,3,1,31,2,14,2,2,2,1
2,3,2,42,2,14,2,2,1,1
2,3,2,43,2,14,2,2,1,1
2,3,3,52,2,6,1,2,1,3
2,3,3,53,2,6,1,2,1,3
2,3,4,48,2,6,1,2,1,2
2,3,4,49,2,6,1,2,1,2
2,3,5,43,2,14,1,2,1,2
2,3,5,44,2,14,1,2,1,2
2,4,1,29,2,4,2,4,2,1
2,4,1,30,2,4,2,4,2,1
2,4,2,37,2,4,2,4,1,1
2,4,2,38,2,4,2,4,1,1
2,4,3,48,2,16,2,4,1,3
2,4,3,49,2,16,1,4,1,3
2,4,4,54,2,16,1,4,1,3
2,4,4,55,2,16,1,4,1,3
2,4,5,52,2,16,1,4,1,3
2,4,5,53,2,16,1,4,1,3
2,5,1,29,2,2,2,4,2,1
2,5,1,30,2,2,2,4,2,1
2,5,2,43,2,8,2,4,1,3
2,5,2,44,2,8,2,4,1,3
2,5,3,44,2,8,2,4,1,3
2,5,3,45,2,8,2,4,1,3
2,5,4,48,2,8,1,4,1,3
2,5,4,49,2,8,1,4,1,3
2,5,5,57,2,18,1,4,1,3
2,5,5,58,2,18,1,4,1,3
3,1,1,36,2,3,2,2,2,1
3,1,1,37,2,3,2,2,2,1
3,1,2,44,2,1,2,2,2,1
3,1,2,45,2,1,2,2,2,1
3,1,3,54,2,1,1,3,1,2
3,1,3,55,2,1,1,3,1,2
3,1,4,64,1,12,1,3,3,2
3,1,4,65,1,12,1,3,3,2
3,1,5,70,1,12,1,3,3,2
3,1,5,71,1,12,1,3,3,2
3,2,1,39,2,7,2,2,2,1
3,2,1,40,2,7,2,2,2,1
3,2,2,44,2,7,2,2,2,1
3,2,2,45,2,7,2,2,2,1
3,2,3,57,2,9,1,3,3,2
3,2,3,58,2,9,1,3,3,2
3,2,4,64,1,15,1,3,3,2
3,2,4,65,1,15,1,3,3,2
3,2,5,64,1,15,1,3,3,2
3,2,5,65,1,15,1,3,3,2
3,3,1,52,2,6,2,5,2,1
3,3,1,53,2,6,2,5,2,1
3,3,2,51,2,6,2,5,2,1
3,3,2,52,2,6,2,5,2,1
3,3,3,60,1,6,1,3,3,3
3,3,3,61,1,6,1,3,3,3
3,3,4,64,1,6,1,3,3,2
3,3,4,65,1,6,1,3,3,2
3,3,5,63,1,6,1,3,3,2
3,3,5,64,1,6,1,3,3,2
3,4,1,33,2,4,2,4,2,1
3,4,1,34,2,4,2,4,2,1
3,4,2,55,2,16,2,4,2,3
3,4,2,56,2,16,2,4,2,3
3,4,3,64,1,10,1,1,3,3
3,4,3,65,1,10,1,1,3,3
3,4,4,71,1,13,1,1,3,3
3,4,4,72,1,13,1,1,3,3
3,4,5,70,1,13,1,1,3,3
3,4,5,71,1,13,1,1,3,3
3,5,1,21,2,2,2,4,2,1
3,5,1,22,2,2,2,4,2,1
3,5,2,50,2,8,2,4,2,3
3,5,2,51,2,8,2,4,2,3
3,5,3,61,1,18,1,4,3,3
3,5,3,62,1,18,1,1,3,3
3,5,4,75,1,11,1,1,3,3
3,5,4,76,1,11,1,1,3,3
3,5,5,76,1,11,1,1,3,3
3,5,5,77,1,11,1,1,3,3
4,1,1,25,2,3,2,5,2,1
4,1,1,26,2,3,2,5,2,1
4,1,2,57,1,1,2,3,2,2
4,1,2,58,1,1,2,3,2,2
4,1,3,65,1,12,1,3,3,2
4,1,3,66,1,12,1,3,3,2
4,1,4,74,1,12,1,3,3,2
4,1,4,75,1,12,1,3,3,2
4,1,5,83,1,5,1,3,3,2
4,1,5,84,1,5,1,3,3,2
4,2,1,23,2,3,2,5,2,1
4,2,1,24,2,3,2,5,2,1
4,2,2,54,1,9,2,3,2,1
4,2,2,55,1,9,2,3,2,1
4,2,3,66,1,15,1,3,3,2
4,2,3,67,1,15,1,3,3,2
4,2,4,75,1,15,1,3,3,2
4,2,4,76,1,15,1,3,3,2
4,2,5,85,1,5,1,3,3,2
4,2,5,86,1,5,1,3,3,2
4,3,1,28,2,14,2,5,2,1
4,3,1,29,2,14,2,5,2,1
4,3,2,52,1,6,2,5,2,1
4,3,2,53,1,6,2,5,2,1
4,3,3,64,1,6,1,3,3,3
4,3,3,65,1,6,1,3,3,3
4,3,4,77,1,19,1,1,3,2
4,3,4,78,1,19,1,1,3,2
4,3,5,84,1,19,1,1,3,2
4,3,5,85,1,19,1,1,3,2
4,4,1,30,2,4,2,5,2,1
4,4,1,31,2,4,2,5,2,1
4,4,2,67,1,10,1,1,3,3
4,4,2,68,1,13,1,1,3,3
4,4,3,68,1,13,1,1,3,3
4,4,3,69,1,13,1,1,3,3
4,4,4,76,1,13,1,1,3,3
4,4,4,77,1,13,1,1,3,3
4,4,5,83,1,17,1,1,3,3
4,4,5,84,1,17,1,1,3,3
4,5,1,23,2,2,2,5,2,1
4,5,1,24,2,2,2,5,2,1
4,5,2,75,1,11,1,1,3,3
4,5,2,76,1,11,1,1,3,3
4,5,3,74,1,11,1,1,3,3
4,5,3,75,1,11,1,1,3,3
4,5,4,83,1,11,1,1,3,3
4,5,4,84,1,11,1,1,3,3
4,5,5,88,1,11,1,1,3,3
4,5,5,89,1,11,1,1,3,3
5,1,1,30,2,3,2,5,2,1
5,1,1,31,2,3,2,5,2,1
5,1,2,67,1,12,1,3,3,2
5,1,2,68,1,12,1,3,3,2
5,1,3,78,1,12,1,3,3,2
5,1,3,79,1,12,1,3,3,2
5,1,4,86,1,5,1,3,3,2
5,1,4,87,1,5,1,3,3,2
5,1,5,94,1,5,1,3,3,2
5,1,5,95,1,5,1,3,3,2
5,2,1,28,2,3,2,5,2,1
5,2,1,29,2,3,2,5,2,1
5,2,2,65,1,15,1,3,3,2
5,2,2,66,1,15,1,3,3,2
5,2,3,77,1,15,1,3,3,2
5,2,3,78,1,15,1,3,3,2
5,2,4,86,1,5,1,3,3,2
5,2,4,87,1,5,1,3,3,2
5,2,5,95,1,5,1,3,3,2
5,2,5,96,1,5,1,3,3,2
5,3,1,27,2,14,2,5,2,1
5,3,1,28,2,14,2,5,2,1
5,3,2,65,1,6,1,3,3,3
5,3,2,66,1,6,1,3,3,3
5,3,3,73,1,19,1,1,3,3
5,3,3,74,1,19,1,1,3,3
5,3,4,87,1,19,1,1,3,2
5,3,4,88,1,19,1,1,3,2
5,3,5,97,1,19,1,1,3,2
5,3,5,98,1,19,1,1,3,2
5,4,1,27,2,4,2,5,2,1
5,4,1,28,2,4,2,5,2,1
5,4,2,71,1,13,1,1,3,3
5,4,2,72,1,13,1,1,3,3
5,4,3,68,1,13,1,1,3,3
5,4,3,69,1,13,1,1,3,3
5,4,4,85,1,17,1,1,3,3
5,4,4,86,1,17,1,1,3,3
5,4,5,96,1,17,1,1,3,3
5,4,5,97,1,17,1,1,3,3
5,5,1,28,2,2,2,5,2,1
5,5,1,29,2,2,2,5,2,1
5,5,2,85,1,11,1,1,3,3
5,5,2,86,1,11,1,1,3,3
5,5,3,83,1,11,1,1,3,3
5,5,3,84,1,11,1,1,3,3
5,5,4,86,1,11,1,1,3,3
5,5,4,87,1,11,1,1,3,3
5,5,5,93,1,11,1,1,3,3
5,5,5,94,1,11,1,1,3,3
