compl,accel,decel,answer,pred,loss
1,1,2,92,28.06876945,-63.93123055
1,1,2,93,28.06876945,-64.93123055
1,1,2,94,28.06876945,-65.93123055
1,1,2,95,28.06876945,-66.93123055
1,1,2,96,28.06876945,-67.93123055
1,1,2,97,28.06876945,-68.93123055
1,1,2,98,28.06876945,-69.93123055
1,1,2,99,28.06876945,-70.93123055
1,1,2,100,28.06876945,-71.93123055
1,1,3,1,33.66167831,32.66167831
1,1,3,2,33.66167831,31.66167831
1,1,3,3,33.66167831,30.66167831
1,1,3,4,33.66167831,29.66167831
1,1,3,5,33.66167831,28.66167831
1,1,3,6,33.66167831,27.66167831
1,1,3,7,33.66167831,26.66167831
1,1,3,8,33.66167831,25.66167831
1,1,3,9,33.66167831,24.66167831
1,1,3,10,33.66167831,23.66167831
1,1,3,11,33.66167831,22.66167831
1,1,3,12,33.66167831,21.66167831
1,1,3,13,33.66167831,20.66167831
1,1,3,14,33.66167831,19.66167831
1,1,3,15,33.66167831,18.66167831
1,1,3,16,33.66167831,17.66167831
1,1,3,17,33.66167831,16.66167831
1,1,3,18,33.66167831,15.66167831
1,1,3,19,33.66167831,14.66167831
1,1,3,20,33.66167831,13.66167831
1,1,3,21,33.66167831,12.66167831
1,1,3,22,33.66167831,11.66167831
1,1,3,23,33.66167831,10.66167831
1,1,3,24,33.66167831,9.661678314
1,1,3,25,33.66167831,8.661678314
1,1,3,26,33.66167831,7.661678314
1,1,3,27,33.66167831,6.661678314
1,1,3,28,33.66167831,5.661678314
1,1,3,29,33.66167831,4.661678314
1,1,3,30,33.66167831,3.661678314
1,1,3,31,33.66167831,2.661678314
1,1,3,32,33.66167831,1.661678314
1,1,3,33,33.66167831,0.661678314
1,1,3,34,33.66167831,-0.338321686
1,1,3,35,33.66167831,-1.338321686
1,1,3,36,33.66167831,-2.338321686
1,1,3,37,33.66167831,-3.338321686
1,1,3,38,33.66167831,-4.338321686
1,1,3,39,33.66167831,-5.338321686
1,1,3,40,33.66167831,-6.338321686
1,1,3,41,33.66167831,-7.338321686
1,1,3,42,33.66167831,-8.338321686
1,1,3,43,33.66167831,-9.338321686
1,1,3,44,33.66167831,-10.33832169
1,1,3,45,33.66167831,-11.33832169
1,1,3,46,33.66167831,-12.33832169
1,1,3,47,33.66167831,-13.33832169
1,1,3,48,33.66167831,-14.33832169
1,1,3,49,33.66167831,-15.33832169
1,1,3,50,33.66167831,-16.33832169
1,1,3,51,33.66167831,-17.33832169
1,1,3,52,33.66167831,-18.33832169
1,1,3,53,33.66167831,-19.33832169
1,1,3,54,33.66167831,-20.33832169
1,1,3,55,33.66167831,-21.33832169
1,1,3,56,33.66167831,-22.33832169
1,1,3,57,33.66167831,-23.33832169
1,1,3,58,33.66167831,-24.33832169
1,1,3,59,33.66167831,-25.33832169
1,1,3,60,33.66167831,-26.33832169
1,1,3,61,33.66167831,-27.33832169
1,1,3,62,33.66167831,-28.33832169
1,1,3,63,33.66167831,-29.33832169
1,1,3,64,33.66167831,-30.33832169
1,1,3,65,33.66167831,-31.33832169
1,1,3,66,33.66167831,-32.33832169
1,1,3,67,33.66167831,-33.33832169
1,1,3,68,33.66167831,-34.33832169
1,1,3,69,33.66167831,-35.33832169
1,1,3,70,33.66167831,-36.33832169
1,1,3,71,33.66167831,-37.33832169
1,1,3,72,33.66167831,-38.33832169
1,1,3,73,33.66167831,-39.33832169
1,1,3,74,33.66167831,-40.33832169
1,1,3,75,33.66167831,-41.33832169
1,1,3,76,33.66167831,-42.33832169
1,1,3,77,33.66167831,-43.33832169
1,1,3,78,33.66167831,-44.33832169
1,1,3,79,33.66167831,-45.33832169
1,1,3,80,33.66167831,-46.33832169
1,1,3,81,33.66167831,-47.33832169
1,1,3,82,33.66167831,-48.33832169
1,1,3,83,33.66167831,-49.33832169
1,1,3,84,33.66167831,-50.33832169
1,1,3,85,33.66167831,-51.33832169
1,1,3,86,33.66167831,-52.33832169
1,1,3,87,33.66167831,-53.33832169
1,1,3,88,33.66167831,-54.33832169
1,1,3,89,33.66167831,-55.33832169
1,1,3,90,33.66167831,-56.33832169
1,1,3,91,33.66167831,-57.33832169
1,1,3,92,33.66167831,-58.33832169
1,1,3,93,33.66167831,-59.33832169
1,1,3,94,33.66167831,-60.33832169
1,1,3,95,33.66167831,-61.33832169
1,1,3,96,33.66167831,-62.33832169
1,1,3,97,33.66167831,-63.33832169
1,1,3,98,33.66167831,-64.33832169
1,1,3,99,33.66167831,-65.33832169
1,1,3,100,33.66167831,-66.33832169
1,1,4,1,41.53277969,40.53277969
1,1,4,2,41.53277969,39.53277969
1,1,4,3,41.53277969,38.53277969
1,1,4,4,41.53277969,37.53277969
1,1,4,5,41.53277969,36.53277969
1,1,4,6,41.53277969,35.53277969
1,1,4,7,41.53277969,34.53277969
1,1,4,8,41.53277969,33.53277969
1,1,4,9,41.53277969,32.53277969
1,1,4,10,41.53277969,31.53277969
1,1,4,11,41.53277969,30.53277969
1,1,4,12,41.53277969,29.53277969
1,1,4,13,41.53277969,28.53277969
1,1,4,14,41.53277969,27.53277969
1,1,4,15,41.53277969,26.53277969
1,1,4,16,41.53277969,25.53277969
1,1,4,17,41.53277969,24.53277969
1,1,4,18,41.53277969,23.53277969
1,1,4,19,41.53277969,22.53277969
1,1,4,20,41.53277969,21.53277969
1,1,4,21,41.53277969,20.53277969
1,1,4,22,41.53277969,19.53277969
1,1,4,23,41.53277969,18.53277969
1,1,4,24,41.53277969,17.53277969
1,1,4,25,41.53277969,16.53277969
1,1,4,26,41.53277969,15.53277969
1,1,4,27,41.53277969,14.53277969
1,1,4,28,41.53277969,13.53277969
1,1,4,29,41.53277969,12.53277969
1,1,4,30,41.53277969,11.53277969
1,1,4,31,41.53277969,10.53277969
1,1,4,32,41.53277969,9.532779694
1,1,4,33,41.53277969,8.532779694
1,1,4,34,41.53277969,7.532779694
1,1,4,35,41.53277969,6.532779694
1,1,4,36,41.53277969,5.532779694
1,1,4,37,41.53277969,4.532779694
1,1,4,38,41.53277969,3.532779694
1,1,4,39,41.53277969,2.532779694
1,1,4,40,41.53277969,1.532779694
1,1,4,41,41.53277969,0.532779694
1,1,4,42,41.53277969,-0.467220306
1,1,4,43,41.53277969,-1.467220306
1,1,4,44,41.53277969,-2.467220306
1,1,4,45,41.53277969,-3.467220306
1,1,4,46,41.53277969,-4.467220306
1,1,4,47,41.53277969,-5.467220306
1,1,4,48,41.53277969,-6.467220306
1,1,4,49,41.53277969,-7.467220306
1,1,4,50,41.53277969,-8.467220306
1,1,4,51,41.53277969,-9.467220306
1,1,4,52,41.53277969,-10.46722031
1,1,4,53,41.53277969,-11.46722031
1,1,4,54,41.53277969,-12.46722031
1,1,4,55,41.53277969,-13.46722031
1,1,4,56,41.53277969,-14.46722031
1,1,4,57,41.53277969,-15.46722031
1,1,4,58,41.53277969,-16.46722031
1,1,4,59,41.53277969,-17.46722031
1,1,4,60,41.53277969,-18.46722031
1,1,4,61,41.53277969,-19.46722031
1,1,4,62,41.53277969,-20.46722031
1,1,4,63,41.53277969,-21.46722031
1,1,4,64,41.53277969,-22.46722031
1,1,4,65,41.53277969,-23.46722031
1,1,4,66,41.53277969,-24.46722031
1,1,4,67,41.53277969,-25.46722031
1,1,4,68,41.53277969,-26.46722031
1,1,4,69,41.53277969,-27.46722031
1,1,4,70,41.53277969,-28.46722031
1,1,4,71,41.53277969,-29.46722031
1,1,4,72,41.53277969,-30.46722031
1,1,4,73,41.53277969,-31.46722031
1,1,4,74,41.53277969,-32.46722031
1,1,4,75,41.53277969,-33.46722031
1,1,4,76,41.53277969,-34.46722031
1,1,4,77,41.53277969,-35.46722031
1,1,4,78,41.53277969,-36.46722031
1,1,4,79,41.53277969,-37.46722031
1,1,4,80,41.53277969,-38.46722031
1,1,4,81,41.53277969,-39.46722031
1,1,4,82,41.53277969,-40.46722031
1,1,4,83,41.53277969,-41.46722031
1,1,4,84,41.53277969,-42.46722031
1,1,4,85,41.53277969,-43.46722031
1,1,4,86,41.53277969,-44.46722031
1,1,4,87,41.53277969,-45.46722031
1,1,4,88,41.53277969,-46.46722031
1,1,4,89,41.53277969,-47.46722031
1,1,4,90,41.53277969,-48.46722031
1,1,4,91,41.53277969,-49.46722031
1,1,4,92,41.53277969,-50.46722031
1,1,4,93,41.53277969,-51.46722031
1,1,4,94,41.53277969,-52.46722031
1,1,4,95,41.53277969,-53.46722031
1,1,4,96,41.53277969,-54.46722031
1,1,4,97,41.53277969,-55.46722031
1,1,4,98,41.53277969,-56.46722031
1,1,4,99,41.53277969,-57.46722031
1,1,4,100,41.53277969,-58.46722031
1,1,5,1,50.04532623,49.04532623
1,1,5,2,50.04532623,48.04532623
1,1,5,3,50.04532623,47.04532623
1,1,5,4,50.04532623,46.04532623
1,1,5,5,50.04532623,45.04532623
1,1,5,6,50.04532623,44.04532623
1,1,5,7,50.04532623,43.04532623
1,1,5,8,50.04532623,42.04532623
1,1,5,9,50.04532623,41.04532623
1,1,5,10,50.04532623,40.04532623
1,1,5,11,50.04532623,39.04532623
1,1,5,12,50.04532623,38.04532623
1,1,5,13,50.04532623,37.04532623
1,1,5,14,50.04532623,36.04532623
1,1,5,15,50.04532623,35.04532623
1,1,5,16,50.04532623,34.04532623
1,1,5,17,50.04532623,33.04532623
1,1,5,18,50.04532623,32.04532623
1,1,5,19,50.04532623,31.04532623
1,1,5,20,50.04532623,30.04532623
1,1,5,21,50.04532623,29.04532623
1,1,5,22,50.04532623,28.04532623
1,1,5,23,50.04532623,27.04532623
1,1,5,24,50.04532623,26.04532623
1,1,5,25,50.04532623,25.04532623
1,1,5,26,50.04532623,24.04532623
1,1,5,27,50.04532623,23.04532623
1,1,5,28,50.04532623,22.04532623
1,1,5,29,50.04532623,21.04532623
1,1,5,30,50.04532623,20.04532623
1,1,5,31,50.04532623,19.04532623
1,1,5,32,50.04532623,18.04532623
1,1,5,33,50.04532623,17.04532623
1,1,5,34,50.04532623,16.04532623
1,1,5,35,50.04532623,15.04532623
1,1,5,36,50.04532623,14.04532623
1,1,5,37,50.04532623,13.04532623
1,1,5,38,50.04532623,12.04532623
1,1,5,39,50.04532623,11.04532623
1,1,5,40,50.04532623,10.04532623
1,1,5,41,50.04532623,9.045326233
1,1,5,42,50.04532623,8.045326233
1,1,5,43,50.04532623,7.045326233
1,1,5,44,50.04532623,6.045326233
1,1,5,45,50.04532623,5.045326233
1,1,5,46,50.04532623,4.045326233
1,1,5,47,50.04532623,3.045326233
1,1,5,48,50.04532623,2.045326233
1,1,5,49,50.04532623,1.045326233
1,1,5,50,50.04532623,0.045326233
1,1,5,51,50.04532623,-0.954673767
1,1,5,52,50.04532623,-1.954673767
1,1,5,53,50.04532623,-2.954673767
1,1,5,54,50.04532623,-3.954673767
1,1,5,55,50.04532623,-4.954673767
1,1,5,56,50.04532623,-5.954673767
1,1,5,57,50.04532623,-6.954673767
1,1,5,58,50.04532623,-7.954673767
1,1,5,59,50.04532623,-8.954673767
1,1,5,60,50.04532623,-9.954673767
1,1,5,61,50.04532623,-10.95467377
1,1,5,62,50.04532623,-11.95467377
1,1,5,63,50.04532623,-12.95467377
1,1,5,64,50.04532623,-13.95467377
1,1,5,65,50.04532623,-14.95467377
1,1,5,66,50.04532623,-15.95467377
1,1,5,67,50.04532623,-16.95467377
1,1,5,68,50.04532623,-17.95467377
1,1,5,69,50.04532623,-18.95467377
1,1,5,70,50.04532623,-19.95467377
1,1,5,71,50.04532623,-20.95467377
1,1,5,72,50.04532623,-21.95467377
1,1,5,73,50.04532623,-22.95467377
1,1,5,74,50.04532623,-23.95467377
1,1,5,75,50.04532623,-24.95467377
1,1,5,76,50.04532623,-25.95467377
1,1,5,77,50.04532623,-26.95467377
1,1,5,78,50.04532623,-27.95467377
1,1,5,79,50.04532623,-28.95467377
1,1,5,80,50.04532623,-29.95467377
1,1,5,81,50.04532623,-30.95467377
1,1,5,82,50.04532623,-31.95467377
1,1,5,83,50.04532623,-32.95467377
1,1,5,84,50.04532623,-33.95467377
1,1,5,85,50.04532623,-34.95467377
1,1,5,86,50.04532623,-35.95467377
1,1,5,87,50.04532623,-36.95467377
1,1,5,88,50.04532623,-37.95467377
1,1,5,89,50.04532623,-38.95467377
1,1,5,90,50.04532623,-39.95467377
1,1,5,91,50.04532623,-40.95467377
1,1,5,92,50.04532623,-41.95467377
1,1,5,93,50.04532623,-42.95467377
1,1,5,94,50.04532623,-43.95467377
1,1,5,95,50.04532623,-44.95467377
1,1,5,96,50.04532623,-45.95467377
1,1,5,97,50.04532623,-46.95467377
1,1,5,98,50.04532623,-47.95467377
1,1,5,99,50.04532623,-48.95467377
1,1,5,100,50.04532623,-49.95467377
1,2,1,1,25.92123604,24.92123604
1,2,1,2,25.92123604,23.92123604
1,2,1,3,25.92123604,22.92123604
1,2,1,4,25.92123604,21.92123604
1,2,1,5,25.92123604,20.92123604
1,2,1,6,25.92123604,19.92123604
1,2,1,7,25.92123604,18.92123604
1,2,1,8,25.92123604,17.92123604
1,2,1,9,25.92123604,16.92123604
1,2,1,10,25.92123604,15.92123604
1,2,1,11,25.92123604,14.92123604
1,2,1,12,25.92123604,13.92123604
1,2,1,13,25.92123604,12.92123604
1,2,1,14,25.92123604,11.92123604
1,2,1,15,25.92123604,10.92123604
1,2,1,16,25.92123604,9.921236038
1,2,1,17,25.92123604,8.921236038
1,2,1,18,25.92123604,7.921236038
1,2,1,19,25.92123604,6.921236038
1,2,1,20,25.92123604,5.921236038
1,2,1,21,25.92123604,4.921236038
1,2,1,22,25.92123604,3.921236038
1,2,1,23,25.92123604,2.921236038
1,2,1,24,25.92123604,1.921236038
1,2,1,25,25.92123604,0.921236038
1,2,1,26,25.92123604,-0.078763962
1,2,1,27,25.92123604,-1.078763962
1,2,1,28,25.92123604,-2.078763962
1,2,1,29,25.92123604,-3.078763962
1,2,1,30,25.92123604,-4.078763962
1,2,1,31,25.92123604,-5.078763962
1,2,1,32,25.92123604,-6.078763962
1,2,1,33,25.92123604,-7.078763962
1,2,1,34,25.92123604,-8.078763962
1,2,1,35,25.92123604,-9.078763962
1,2,1,36,25.92123604,-10.07876396
1,2,1,37,25.92123604,-11.07876396
1,2,1,38,25.92123604,-12.07876396
1,2,1,39,25.92123604,-13.07876396
1,2,1,40,25.92123604,-14.07876396
1,2,1,41,25.92123604,-15.07876396
1,2,1,42,25.92123604,-16.07876396
1,2,1,43,25.92123604,-17.07876396
1,2,1,44,25.92123604,-18.07876396
1,2,1,45,25.92123604,-19.07876396
1,2,1,46,25.92123604,-20.07876396
1,2,1,47,25.92123604,-21.07876396
1,2,1,48,25.92123604,-22.07876396
1,2,1,49,25.92123604,-23.07876396
1,2,1,50,25.92123604,-24.07876396
1,2,1,51,25.92123604,-25.07876396
1,2,1,52,25.92123604,-26.07876396
1,2,1,53,25.92123604,-27.07876396
1,2,1,54,25.92123604,-28.07876396
1,2,1,55,25.92123604,-29.07876396
1,2,1,56,25.92123604,-30.07876396
1,2,1,57,25.92123604,-31.07876396
1,2,1,58,25.92123604,-32.07876396
1,2,1,59,25.92123604,-33.07876396
1,2,1,60,25.92123604,-34.07876396
1,2,1,61,25.92123604,-35.07876396
1,2,1,62,25.92123604,-36.07876396
1,2,1,63,25.92123604,-37.07876396
1,2,1,64,25.92123604,-38.07876396
1,2,1,65,25.92123604,-39.07876396
1,2,1,66,25.92123604,-40.07876396
1,2,1,67,25.92123604,-41.07876396
1,2,1,68,25.92123604,-42.07876396
1,2,1,69,25.92123604,-43.07876396
1,2,1,70,25.92123604,-44.07876396
1,2,1,71,25.92123604,-45.07876396
1,2,1,72,25.92123604,-46.07876396
1,2,1,73,25.92123604,-47.07876396
1,2,1,74,25.92123604,-48.07876396
1,2,1,75,25.92123604,-49.07876396
1,2,1,76,25.92123604,-50.07876396
1,2,1,77,25.92123604,-51.07876396
1,2,1,78,25.92123604,-52.07876396
1,2,1,79,25.92123604,-53.07876396
1,2,1,80,25.92123604,-54.07876396
1,2,1,81,25.92123604,-55.07876396
1,2,1,82,25.92123604,-56.07876396
1,2,1,83,25.92123604,-57.07876396
1,2,1,84,25.92123604,-58.07876396
1,2,1,85,25.92123604,-59.07876396
1,2,1,86,25.92123604,-60.07876396
1,2,1,87,25.92123604,-61.07876396
1,2,1,88,25.92123604,-62.07876396
1,2,1,89,25.92123604,-63.07876396
1,2,1,90,25.92123604,-64.07876396
1,2,1,91,25.92123604,-65.07876396
1,2,1,92,25.92123604,-66.07876396
1,2,1,93,25.92123604,-67.07876396
1,2,1,94,25.92123604,-68.07876396
1,2,1,95,25.92123604,-69.07876396
1,2,1,96,25.92123604,-70.07876396
1,2,1,97,25.92123604,-71.07876396
1,2,1,98,25.92123604,-72.07876396
1,2,1,99,25.92123604,-73.07876396
1,2,1,100,25.92123604,-74.07876396
1,2,2,1,30.62986565,29.62986565
1,2,2,2,30.62986565,28.62986565
1,2,2,3,30.62986565,27.62986565
1,2,2,4,30.62986565,26.62986565
1,2,2,5,30.62986565,25.62986565
1,2,2,6,30.62986565,24.62986565
1,2,2,7,30.62986565,23.62986565
1,2,2,8,30.62986565,22.62986565
1,2,2,9,30.62986565,21.62986565
1,2,2,10,30.62986565,20.62986565
1,2,2,11,30.62986565,19.62986565
1,2,2,12,30.62986565,18.62986565
1,2,2,13,30.62986565,17.62986565
1,2,2,14,30.62986565,16.62986565
1,2,2,15,30.62986565,15.62986565
1,2,2,16,30.62986565,14.62986565
1,2,2,17,30.62986565,13.62986565
1,2,2,18,30.62986565,12.62986565
1,2,2,19,30.62986565,11.62986565
1,2,2,20,30.62986565,10.62986565
1,2,2,21,30.62986565,9.629865646
1,2,2,22,30.62986565,8.629865646
1,2,2,23,30.62986565,7.629865646
1,2,2,24,30.62986565,6.629865646
1,2,2,25,30.62986565,5.629865646
1,2,2,26,30.62986565,4.629865646
1,2,2,27,30.62986565,3.629865646
1,2,2,28,30.62986565,2.629865646
1,2,2,29,30.62986565,1.629865646
1,2,2,30,30.62986565,0.629865646
1,2,2,31,30.62986565,-0.370134354
1,2,2,32,30.62986565,-1.370134354
1,2,2,33,30.62986565,-2.370134354
1,2,2,34,30.62986565,-3.370134354
1,2,2,35,30.62986565,-4.370134354
1,2,2,36,30.62986565,-5.370134354
1,2,2,37,30.62986565,-6.370134354
1,2,2,38,30.62986565,-7.370134354
1,2,2,39,30.62986565,-8.370134354
1,2,2,40,30.62986565,-9.370134354
1,2,2,41,30.62986565,-10.37013435
1,2,2,42,30.62986565,-11.37013435
1,2,2,43,30.62986565,-12.37013435
1,2,2,44,30.62986565,-13.37013435
1,2,2,45,30.62986565,-14.37013435
1,2,2,46,30.62986565,-15.37013435
1,2,2,47,30.62986565,-16.37013435
1,2,2,48,30.62986565,-17.37013435
1,2,2,49,30.62986565,-18.37013435
1,2,2,50,30.62986565,-19.37013435
1,2,2,51,30.62986565,-20.37013435
1,2,2,52,30.62986565,-21.37013435
1,2,2,53,30.62986565,-22.37013435
1,2,2,54,30.62986565,-23.37013435
1,2,2,55,30.62986565,-24.37013435
1,2,2,56,30.62986565,-25.37013435
1,2,2,57,30.62986565,-26.37013435
1,2,2,58,30.62986565,-27.37013435
1,2,2,59,30.62986565,-28.37013435
1,2,2,60,30.62986565,-29.37013435
1,2,2,61,30.62986565,-30.37013435
1,2,2,62,30.62986565,-31.37013435
1,2,2,63,30.62986565,-32.37013435
1,2,2,64,30.62986565,-33.37013435
1,2,2,65,30.62986565,-34.37013435
1,2,2,66,30.62986565,-35.37013435
1,2,2,67,30.62986565,-36.37013435
1,2,2,68,30.62986565,-37.37013435
1,2,2,69,30.62986565,-38.37013435
1,2,2,70,30.62986565,-39.37013435
1,2,2,71,30.62986565,-40.37013435
1,2,2,72,30.62986565,-41.37013435
1,2,2,73,30.62986565,-42.37013435
1,2,2,74,30.62986565,-43.37013435
1,2,2,75,30.62986565,-44.37013435
