"","compl","accel","decel","clust_ca","clust_cd","clust_ad","clust_cad","pred","answer","loss"
"53",2,4,3,2,2,1,3,43.6,63,19.4
"54",2,4,3,2,2,1,3,43.6,53,9.4
"55",2,4,3,2,2,1,3,43.6,41,2.6
"56",2,5,3,15,2,1,3,51.6,63,11.4
"57",2,5,3,15,2,1,3,51.6,55,3.4
"58",2,5,3,15,2,1,3,51.6,43,8.6
"59",2,5,3,15,2,1,3,51.6,43,8.6
"60",2,5,3,15,2,1,3,51.6,41,10.6
"61",2,3,2,10,2,2,2,39.3,30,9.3
"62",2,1,1,7,2,2,2,29.7,24,5.7
"63",2,3,1,10,2,2,2,32.7,29,3.7
"64",3,3,5,5,3,1,1,71.4,66,5.40000000000001
"65",3,3,5,5,3,1,1,71.4,66,5.40000000000001
"66",3,3,5,5,3,1,1,71.4,43,28.4
"67",3,4,5,12,3,1,1,76,78,2
"68",3,4,5,12,3,1,1,76,45,31
"69",3,5,5,13,3,1,1,77.3,82,4.7
"70",3,5,5,13,3,1,1,77.3,82,4.7
"71",3,5,5,13,3,1,1,77.3,79,1.7
"72",3,5,5,13,3,1,1,77.3,77,0.299999999999997
"73",3,5,5,13,3,1,1,77.3,76,1.3
"74",3,5,5,13,3,1,1,77.3,56,21.3
"75",3,2,4,6,3,2,2,53.2,68,14.8
"76",3,5,4,13,3,1,1,70.7,83,12.3
"77",3,5,4,13,3,1,1,70.7,81,10.3
"78",3,5,4,13,3,1,1,70.7,81,10.3
"79",3,5,4,13,3,1,1,70.7,74,3.3
"80",3,5,4,13,3,1,1,70.7,74,3.3
"81",3,5,4,13,3,1,1,70.7,59,11.7
"82",3,3,3,5,2,2,2,50.6,65,14.4
"83",3,4,3,12,2,1,3,56.9,68,11.1
"84",3,4,3,12,2,1,3,56.9,49,7.9
"85",3,5,3,13,2,1,3,58.1,63,4.9
"86",3,5,3,13,2,1,3,58.1,62,3.9
"87",3,3,1,5,2,2,2,37.6,56,18.4
"88",3,3,1,5,2,2,2,37.6,56,18.4
"89",3,3,1,5,2,2,2,37.6,35,2.6
"90",4,5,5,13,3,1,1,84.9,99,14.1
"91",4,5,5,13,3,1,1,84.9,99,14.1
"92",4,5,5,13,3,1,1,84.9,98,13.1
"93",4,5,5,13,3,1,1,84.9,97,12.1
"94",4,5,5,13,3,1,1,84.9,96,11.1
"95",4,5,5,13,3,1,1,84.9,95,10.1
"96",4,5,5,13,3,1,1,84.9,94,9.09999999999999
"97",4,5,5,13,3,1,1,84.9,89,4.09999999999999
"98",4,5,5,13,3,1,1,84.9,88,3.09999999999999
"99",4,5,5,13,3,1,1,84.9,77,7.90000000000001
"100",4,5,5,13,3,1,1,84.9,75,9.90000000000001
"101",4,5,5,13,3,1,1,84.9,75,9.90000000000001
"102",4,5,5,13,3,1,1,84.9,70,14.9
"103",4,4,4,12,1,1,1,84.9,97,12.1
"104",4,4,4,12,1,1,1,84.9,92,7.09999999999999
"105",4,4,4,12,1,1,1,84.9,91,6.09999999999999
"106",4,5,4,13,1,1,1,86.1,89,2.90000000000001
"107",4,5,4,13,1,1,1,86.1,89,2.90000000000001
"108",4,5,4,13,1,1,1,86.1,89,2.90000000000001
"109",4,5,4,13,1,1,1,86.1,89,2.90000000000001
"110",4,5,4,13,1,1,1,86.1,88,1.90000000000001
"111",4,5,4,13,1,1,1,86.1,85,1.09999999999999
"112",4,5,4,13,1,1,1,86.1,81,5.09999999999999
"113",4,5,2,13,1,1,1,73,77,4
"114",5,1,5,3,1,2,1,85.4,94,8.59999999999999
"115",5,4,5,4,1,1,1,94.6,99,4.40000000000001
"116",5,5,5,1,1,1,1,93.5,100,6.5
"117",5,5,5,1,1,1,1,93.5,99,5.5
"118",5,5,5,1,1,1,1,93.5,99,5.5
"119",5,5,5,1,1,1,1,93.5,98,4.5
"120",5,5,5,1,1,1,1,93.5,98,4.5
"121",5,5,5,1,1,1,1,93.5,98,4.5
"122",5,5,5,1,1,1,1,93.5,97,3.5
"123",5,5,5,1,1,1,1,93.5,95,1.5
"124",5,5,5,1,1,1,1,93.5,95,1.5
"125",5,5,5,1,1,1,1,93.5,94,0.5
"126",5,5,5,1,1,1,1,93.5,94,0.5
"127",5,5,5,1,1,1,1,93.5,94,0.5
"128",5,5,5,1,1,1,1,93.5,92,1.5
"129",5,5,5,1,1,1,1,93.5,92,1.5
"130",5,5,5,1,1,1,1,93.5,91,2.5
"131",5,5,5,1,1,1,1,93.5,90,3.5
"132",5,5,5,1,1,1,1,93.5,90,3.5
"133",5,5,5,1,1,1,1,93.5,88,5.5
"134",5,5,5,1,1,1,1,93.5,87,6.5
"135",5,3,4,11,1,1,1,91.3,92,0.700000000000003
"136",5,3,4,11,1,1,1,91.3,89,2.3
"137",5,4,4,4,1,1,1,88,90,2
"138",5,5,4,1,1,1,1,87,91,4
"139",5,5,4,1,1,1,1,87,76,11
"140",5,3,3,11,1,2,1,78.2,95,16.8
"141",5,4,3,4,1,1,1,81.5,62,19.5
"142",5,4,3,4,1,1,1,81.5,62,19.5
"143",5,5,3,1,1,1,1,80.4,95,14.6
"144",5,5,3,1,1,1,1,80.4,85,4.59999999999999
"145",5,5,3,1,1,1,1,80.4,82,1.59999999999999
"146",5,3,2,11,1,2,1,71.6,67,4.59999999999999
"147",5,1,1,3,1,2,2,54.3,32,22.3
"148",5,5,1,1,1,2,1,60.8,31,29.8
"149",5,5,1,1,1,2,1,60.8,31,29.8
