compl,accel,decel,result,cluster_ca,cluster_cd,cluster_ad,cluster_cad
1,1,5,88,13,2,1,1
1,1,5,89,13,2,1,1
1,1,5,90,13,2,1,1
1,1,5,91,13,2,1,1
1,1,5,92,13,2,1,1
1,1,5,93,13,2,1,1
1,1,5,94,13,2,1,1
1,1,5,95,13,2,1,1
1,1,5,96,13,2,1,1
1,1,5,97,13,2,1,1
1,1,5,98,13,2,1,1
1,1,5,99,13,2,1,1
1,1,5,100,13,2,1,1
1,2,1,1,13,2,1,3
1,2,1,2,13,2,1,3
1,2,1,3,13,2,1,3
1,2,1,4,13,2,1,3
1,2,1,5,13,2,1,3
1,2,1,6,13,2,1,3
1,2,1,7,13,2,1,3
1,2,1,8,13,2,1,3
1,2,1,9,13,2,1,3
1,2,1,10,13,2,1,3
1,2,1,11,13,2,1,3
1,2,1,12,13,2,1,3
1,2,1,13,13,2,1,3
1,2,1,14,13,2,1,3
1,2,1,15,13,2,1,3
1,2,1,16,13,2,1,3
1,2,1,17,13,2,1,3
1,2,1,18,13,2,1,3
1,2,1,19,13,2,1,3
1,2,1,20,13,2,1,3
1,2,1,21,13,2,1,3
1,2,1,22,13,2,1,3
1,2,1,23,13,2,1,3
1,2,1,24,13,2,1,3
1,2,1,25,13,2,1,3
1,2,1,26,13,2,1,3
1,2,1,27,13,2,1,3
1,2,1,28,13,2,1,3
1,2,1,29,13,2,1,3
1,2,1,30,13,2,1,3
1,2,1,31,13,2,1,3
1,2,1,32,13,2,1,3
1,2,1,33,13,2,1,3
1,2,1,34,13,2,1,3
1,2,1,35,13,2,1,3
1,2,1,36,13,2,1,3
1,2,1,37,13,2,1,3
1,2,1,38,13,2,1,3
1,2,1,39,13,2,1,3
1,2,1,40,13,2,1,3
1,2,1,41,13,2,1,3
1,2,1,42,13,2,1,3
1,2,1,43,13,2,1,3
1,2,1,44,13,2,1,3
1,2,1,45,13,2,1,3
1,2,1,46,13,2,1,3
1,2,1,47,13,2,1,3
1,2,1,48,13,2,1,3
1,2,1,49,13,2,1,3
1,2,1,50,13,2,1,3
1,2,1,51,13,2,1,3
1,2,1,52,13,2,1,3
1,2,1,53,13,2,1,3
1,2,1,54,13,2,1,3
1,2,1,55,13,2,1,3
1,2,1,56,13,2,1,3
1,2,1,57,13,2,1,3
1,2,1,58,13,2,1,3
1,2,1,59,13,2,1,3
1,2,1,60,13,2,1,3
1,2,1,61,13,2,1,3
1,2,1,62,13,2,1,3
1,2,1,63,13,2,1,3
1,2,1,64,13,2,1,3
1,2,1,65,13,2,1,3
1,2,1,66,13,2,1,3
1,2,1,67,13,2,1,3
1,2,1,68,13,2,1,3
1,2,1,69,13,2,1,3
1,2,1,70,13,2,1,3
1,2,1,71,13,2,1,3
1,2,1,72,13,2,1,3
1,2,1,73,13,2,1,3
1,2,1,74,13,2,1,3
1,2,1,75,13,2,1,3
1,2,1,76,13,2,1,3
1,2,1,77,13,2,1,3
1,2,1,78,13,2,1,3
1,2,1,79,13,2,1,3
1,2,1,80,13,2,1,3
1,2,1,81,13,2,1,3
1,2,1,82,13,2,1,3
1,2,1,83,13,2,1,3
1,2,1,84,13,2,1,3
1,2,1,85,13,2,1,3
1,2,1,86,13,2,1,3
1,2,1,87,13,2,1,3
1,2,1,88,13,2,1,3
1,2,1,89,13,2,1,3
1,2,1,90,13,2,1,3
1,2,1,91,13,2,1,3
1,2,1,92,13,2,1,3
1,2,1,93,13,2,1,3
1,2,1,94,13,2,1,3
1,2,1,95,13,2,1,3
1,2,1,96,13,2,1,3
1,2,1,97,13,2,1,3
1,2,1,98,13,2,1,3
1,2,1,99,13,2,1,3
1,2,1,100,13,2,1,3
1,2,2,1,13,2,1,3
1,2,2,2,13,2,1,3
1,2,2,3,13,2,1,3
1,2,2,4,13,2,1,3
1,2,2,5,13,2,1,3
1,2,2,6,13,2,1,3
1,2,2,7,13,2,1,3
1,2,2,8,13,2,1,3
1,2,2,9,13,2,1,3
1,2,2,10,13,2,1,3
1,2,2,11,13,2,1,3
1,2,2,12,13,2,1,3
1,2,2,13,13,2,1,3
1,2,2,14,13,2,1,3
1,2,2,15,13,2,1,3
1,2,2,16,13,2,1,3
1,2,2,17,13,2,1,3
1,2,2,18,13,2,1,3
1,2,2,19,13,2,1,3
1,2,2,20,13,2,1,3
1,2,2,21,13,2,1,3
1,2,2,22,13,2,1,3
1,2,2,23,13,2,1,3
1,2,2,24,13,2,1,3
1,2,2,25,13,2,1,3
1,2,2,26,13,2,1,3
1,2,2,27,13,2,1,3
1,2,2,28,13,2,1,3
1,2,2,29,13,2,1,3
1,2,2,30,13,2,1,3
1,2,2,31,13,2,1,3
1,2,2,32,13,2,1,3
1,2,2,33,13,2,1,3
1,2,2,34,13,2,1,3
1,2,2,35,13,2,1,3
1,2,2,36,13,2,1,3
1,2,2,37,13,2,1,3
1,2,2,38,13,2,1,3
1,2,2,39,13,2,1,3
1,2,2,40,13,2,1,3
1,2,2,41,13,2,1,3
1,2,2,42,13,2,1,3
1,2,2,43,13,2,1,3
1,2,2,44,13,2,1,3
1,2,2,45,13,2,1,3
1,2,2,46,13,2,1,3
1,2,2,47,13,2,1,3
1,2,2,48,13,2,1,3
1,2,2,49,13,2,1,3
1,2,2,50,13,2,1,3
1,2,2,51,13,2,1,3
1,2,2,52,13,2,1,3
1,2,2,53,13,2,1,3
1,2,2,54,13,2,1,3
1,2,2,55,13,2,1,3
1,2,2,56,13,2,1,3
1,2,2,57,13,2,1,3
1,2,2,58,13,2,1,3
1,2,2,59,13,2,1,3
1,2,2,60,13,2,1,3
1,2,2,61,13,2,1,3
1,2,2,62,13,2,1,3
1,2,2,63,13,2,1,3
1,2,2,64,13,2,1,3
1,2,2,65,13,2,1,3
1,2,2,66,13,2,1,3
1,2,2,67,13,2,1,3
1,2,2,68,13,2,1,3
1,2,2,69,13,2,1,3
1,2,2,70,13,2,1,3
1,2,2,71,13,2,1,3
1,2,2,72,13,2,1,3
1,2,2,73,13,2,1,3
1,2,2,74,13,2,1,3
1,2,2,75,13,2,1,3
1,2,2,76,13,2,1,3
1,2,2,77,13,2,1,3
1,2,2,78,13,2,1,3
1,2,2,79,13,2,1,3
1,2,2,80,13,2,1,3
1,2,2,81,13,2,1,3
1,2,2,82,13,2,1,3
1,2,2,83,13,2,1,3
1,2,2,84,13,2,1,3
1,2,2,85,13,2,1,3
1,2,2,86,13,2,1,3
1,2,2,87,13,2,1,3
1,2,2,88,13,2,1,3
1,2,2,89,13,2,1,3
1,2,2,90,13,2,1,3
1,2,2,91,13,2,1,3
1,2,2,92,13,2,1,3
1,2,2,93,13,2,1,3
1,2,2,94,13,2,1,3
1,2,2,95,13,2,1,3
1,2,2,96,13,2,1,3
1,2,2,97,13,2,1,3
1,2,2,98,13,2,1,3
1,2,2,99,13,2,1,3
1,2,2,100,13,2,1,3
1,2,3,1,13,2,1,1
1,2,3,2,13,2,1,1
1,2,3,3,13,2,1,1
1,2,3,4,13,2,1,1
1,2,3,5,13,2,1,1
1,2,3,6,13,2,1,1
1,2,3,7,13,2,1,1
1,2,3,8,13,2,1,1
1,2,3,9,13,2,1,1
1,2,3,10,13,2,1,1
1,2,3,11,13,2,1,1
1,2,3,12,13,2,1,1
1,2,3,13,13,2,1,1
1,2,3,14,13,2,1,1
1,2,3,15,13,2,1,1
1,2,3,16,13,2,1,1
1,2,3,17,13,2,1,1
1,2,3,18,13,2,1,1
1,2,3,19,13,2,1,1
1,2,3,20,13,2,1,1
1,2,3,21,13,2,1,1
1,2,3,22,13,2,1,1
1,2,3,23,13,2,1,1
1,2,3,24,13,2,1,1
1,2,3,25,13,2,1,1
1,2,3,26,13,2,1,1
1,2,3,27,13,2,1,1
1,2,3,28,13,2,1,1
1,2,3,29,13,2,1,1
1,2,3,30,13,2,1,1
1,2,3,31,13,2,1,1
1,2,3,32,13,2,1,1
1,2,3,33,13,2,1,1
1,2,3,34,13,2,1,1
1,2,3,35,13,2,1,1
1,2,3,36,13,2,1,1
1,2,3,37,13,2,1,1
1,2,3,38,13,2,1,1
1,2,3,39,13,2,1,1
1,2,3,40,13,2,1,1
1,2,3,41,13,2,1,1
1,2,3,42,13,2,1,1
1,2,3,43,13,2,1,1
1,2,3,44,13,2,1,1
1,2,3,45,13,2,1,1
1,2,3,46,13,2,1,1
1,2,3,47,13,2,1,1
1,2,3,48,13,2,1,1
1,2,3,49,13,2,1,1
1,2,3,50,13,2,1,1
1,2,3,51,13,2,1,1
1,2,3,52,13,2,1,1
1,2,3,53,13,2,1,1
1,2,3,54,13,2,1,1
1,2,3,55,13,2,1,1
1,2,3,56,13,2,1,1
1,2,3,57,13,2,1,1
1,2,3,58,13,2,1,1
1,2,3,59,13,2,1,1
1,2,3,60,13,2,1,1
1,2,3,61,13,2,1,1
1,2,3,62,13,2,1,1
1,2,3,63,13,2,1,1
1,2,3,64,13,2,1,1
1,2,3,65,13,2,1,1
1,2,3,66,13,2,1,1
1,2,3,67,13,2,1,1
1,2,3,68,13,2,1,1
1,2,3,69,13,2,1,1
1,2,3,70,13,2,1,1
1,2,3,71,13,2,1,1
1,2,3,72,13,2,1,1
1,2,3,73,13,2,1,1
1,2,3,74,13,2,1,1
1,2,3,75,13,2,1,1
1,2,3,76,13,2,1,1
1,2,3,77,13,2,1,1
1,2,3,78,13,2,1,1
1,2,3,79,13,2,1,1
1,2,3,80,13,2,1,1
1,2,3,81,13,2,1,1
1,2,3,82,13,2,1,1
1,2,3,83,13,2,1,1
1,2,3,84,13,2,1,1
1,2,3,85,13,2,1,1
1,2,3,86,13,2,1,1
1,2,3,87,13,2,1,1
1,2,3,88,13,2,1,1
1,2,3,89,13,2,1,1
1,2,3,90,13,2,1,1
1,2,3,91,13,2,1,1
1,2,3,92,13,2,1,1
1,2,3,93,13,2,1,1
1,2,3,94,13,2,1,1
1,2,3,95,13,2,1,1
1,2,3,96,13,2,1,1
1,2,3,97,13,2,1,1
1,2,3,98,13,2,1,1
1,2,3,99,13,2,1,1
1,2,3,100,13,2,1,1
1,2,4,1,13,2,1,3
1,2,4,2,13,2,1,3
1,2,4,3,13,2,1,3
1,2,4,4,13,2,1,3
1,2,4,5,13,2,1,3
1,2,4,6,13,2,1,3
1,2,4,7,13,2,1,3
1,2,4,8,13,2,1,3
1,2,4,9,13,2,1,3
1,2,4,10,13,2,1,3
1,2,4,11,13,2,1,3
1,2,4,12,13,2,1,3
1,2,4,13,13,2,1,3
1,2,4,14,13,2,1,3
1,2,4,15,13,2,1,3
1,2,4,16,13,2,1,3
1,2,4,17,13,2,1,3
1,2,4,18,13,2,1,3
1,2,4,19,13,2,1,3
1,2,4,20,13,2,1,3
1,2,4,21,13,2,1,3
1,2,4,22,13,2,1,3
1,2,4,23,13,2,1,3
1,2,4,24,13,2,1,3
1,2,4,25,13,2,1,3
1,2,4,26,13,2,1,3
1,2,4,27,13,2,1,3
1,2,4,28,13,2,1,3
1,2,4,29,13,2,1,3
1,2,4,30,13,2,1,3
1,2,4,31,13,2,1,3
1,2,4,32,13,2,1,3
1,2,4,33,13,2,1,3
1,2,4,34,13,2,1,3
1,2,4,35,13,2,1,3
1,2,4,36,13,2,1,3
1,2,4,37,13,2,1,3
1,2,4,38,13,2,1,3
1,2,4,39,13,2,1,3
1,2,4,40,13,2,1,3
1,2,4,41,13,2,1,3
1,2,4,42,13,2,1,3
1,2,4,43,13,2,1,3
1,2,4,44,13,2,1,3
1,2,4,45,13,2,1,3
1,2,4,46,13,2,1,3
1,2,4,47,13,2,1,3
1,2,4,48,13,2,1,3
1,2,4,49,13,2,1,3
1,2,4,50,13,2,1,3
1,2,4,51,13,2,1,3
1,2,4,52,13,2,1,3
1,2,4,53,13,2,1,3
1,2,4,54,13,2,1,3
1,2,4,55,13,2,1,3
1,2,4,56,13,2,1,3
1,2,4,57,13,2,1,3
1,2,4,58,13,2,1,3
1,2,4,59,13,2,1,3
1,2,4,60,13,2,1,3
1,2,4,61,13,2,1,3
1,2,4,62,13,2,1,3
1,2,4,63,13,2,1,3
1,2,4,64,13,2,1,3
1,2,4,65,13,2,1,3
1,2,4,66,13,2,1,3
1,2,4,67,13,2,1,3
1,2,4,68,13,2,1,3
1,2,4,69,13,2,1,3
1,2,4,70,13,2,1,3
