compl,accel,decel,result,cluster_cr,cluster_ar,cluster_dr
1,4,1,24,1,16,2
1,4,1,25,1,16,2
1,4,1,26,1,16,2
1,4,1,27,1,16,2
1,4,1,28,1,16,2
1,4,1,29,1,16,2
1,4,2,32,1,16,2
1,4,2,33,1,16,2
1,4,2,34,1,16,2
1,4,2,35,1,16,2
1,4,2,36,1,16,2
1,4,2,37,1,16,2
1,4,3,36,1,16,2
1,4,3,37,1,16,2
1,4,3,38,1,16,2
1,4,3,39,1,16,2
1,4,3,40,1,16,2
1,4,3,41,1,16,2
1,4,4,45,1,17,1
1,4,4,46,1,17,1
1,4,4,47,1,17,1
1,4,4,48,1,17,1
1,4,4,49,1,17,1
1,4,4,50,1,17,1
1,4,5,59,1,17,1
1,4,5,60,1,17,1
1,4,5,61,1,9,1
1,4,5,62,1,9,1
1,4,5,63,1,9,1
1,4,5,64,1,9,1
1,5,1,22,1,19,2
1,5,1,23,1,19,2
1,5,1,24,1,19,2
1,5,1,25,1,19,2
1,5,1,26,1,19,2
1,5,1,27,1,19,2
1,5,2,31,1,19,2
1,5,2,32,1,19,2
1,5,2,33,1,19,2
1,5,2,34,1,19,2
1,5,2,35,1,19,2
1,5,2,36,1,19,2
1,5,3,34,1,19,2
1,5,3,35,1,19,2
1,5,3,36,1,19,2
1,5,3,37,1,19,2
1,5,3,38,1,19,2
1,5,3,39,1,5,2
1,5,4,37,1,19,1
1,5,4,38,1,19,1
1,5,4,39,1,5,1
1,5,4,40,1,5,1
1,5,4,41,1,5,1
1,5,4,42,1,5,1
1,5,5,42,1,5,1
1,5,5,43,1,5,1
1,5,5,44,1,5,1
1,5,5,45,1,5,1
1,5,5,46,1,5,1
1,5,5,47,1,5,1
2,1,1,22,1,13,2
2,1,1,23,1,13,2
2,1,1,24,1,13,2
2,1,1,25,1,13,2
2,1,1,26,1,13,2
2,1,1,27,1,13,2
2,1,2,33,1,4,2
2,1,2,34,1,4,2
2,1,2,35,1,4,2
2,1,2,36,1,4,2
2,1,2,37,1,4,2
2,1,2,38,1,4,2
2,1,3,39,1,4,2
2,1,3,40,1,4,2
2,1,3,41,1,4,2
2,1,3,42,1,4,2
2,1,3,43,1,4,2
2,1,3,44,1,4,2
2,1,4,43,1,4,1
2,1,4,44,1,4,1
2,1,4,45,1,4,1
2,1,4,46,1,10,1
2,1,4,47,1,10,1
2,1,4,48,1,10,1
2,1,5,51,1,10,1
2,1,5,52,1,10,1
2,1,5,53,1,10,1
2,1,5,54,1,10,1
2,1,5,55,1,10,1
2,1,5,56,1,10,1
2,2,1,32,1,18,2
2,2,1,33,1,18,2
2,2,1,34,1,18,2
2,2,1,35,1,18,2
2,2,1,36,1,18,2
2,2,1,37,1,18,2
2,2,2,40,1,18,2
2,2,2,41,1,18,2
2,2,2,42,1,18,2
2,2,2,43,1,18,2
2,2,2,44,1,18,2
2,2,2,45,1,18,2
2,2,3,41,1,18,2
2,2,3,42,1,18,2
2,2,3,43,1,18,2
2,2,3,44,1,18,2
2,2,3,45,1,18,2
2,2,3,46,1,18,2
2,2,4,38,1,18,1
2,2,4,39,1,18,1
2,2,4,40,1,18,1
2,2,4,41,1,18,1
2,2,4,42,1,18,1
2,2,4,43,1,18,1
2,2,5,40,1,18,1
2,2,5,41,1,18,1
2,2,5,42,1,18,1
2,2,5,43,1,18,1
2,2,5,44,1,18,1
2,2,5,45,1,18,1
2,3,1,28,1,6,2
2,3,1,29,1,6,2
2,3,1,30,1,6,2
2,3,1,31,1,6,2
2,3,1,32,1,6,2
2,3,1,33,1,6,2
2,3,2,40,1,8,2
2,3,2,41,1,8,2
2,3,2,42,1,8,2
2,3,2,43,1,8,2
2,3,2,44,1,8,2
2,3,2,45,1,8,2
2,3,3,50,1,8,1
2,3,3,51,1,8,1
2,3,3,52,1,8,1
2,3,3,53,1,8,1
2,3,3,54,1,8,1
2,3,3,55,1,8,1
2,3,4,46,1,8,1
2,3,4,47,1,8,1
2,3,4,48,1,8,1
2,3,4,49,1,8,1
2,3,4,50,1,8,1
2,3,4,51,1,8,1
2,3,5,41,1,8,1
2,3,5,42,1,8,1
2,3,5,43,1,8,1
2,3,5,44,1,8,1
2,3,5,45,1,8,1
2,3,5,46,1,8,1
2,4,1,27,1,16,2
2,4,1,28,1,16,2
2,4,1,29,1,16,2
2,4,1,30,1,16,2
2,4,1,31,1,16,2
2,4,1,32,1,16,2
2,4,2,35,1,16,2
2,4,2,36,1,16,2
2,4,2,37,1,16,2
2,4,2,38,1,16,2
2,4,2,39,1,16,2
2,4,2,40,1,16,2
2,4,3,46,1,17,2
2,4,3,47,1,17,2
2,4,3,48,1,17,2
2,4,3,49,1,17,1
2,4,3,50,1,17,1
2,4,3,51,1,17,1
2,4,4,52,1,17,1
2,4,4,53,1,17,1
2,4,4,54,1,17,1
2,4,4,55,1,17,1
2,4,4,56,1,17,1
2,4,4,57,1,17,1
2,4,5,50,1,17,1
2,4,5,51,1,17,1
2,4,5,52,1,17,1
2,4,5,53,1,17,1
2,4,5,54,1,17,1
2,4,5,55,1,17,1
2,5,1,27,1,19,2
2,5,1,28,1,19,2
2,5,1,29,1,19,2
2,5,1,30,1,19,2
2,5,1,31,1,19,2
2,5,1,32,1,19,2
2,5,2,41,1,5,2
2,5,2,42,1,5,2
2,5,2,43,1,5,2
2,5,2,44,1,5,2
2,5,2,45,1,5,2
2,5,2,46,1,5,2
2,5,3,42,1,5,2
2,5,3,43,1,5,2
2,5,3,44,1,5,2
2,5,3,45,1,5,2
2,5,3,46,1,5,2
2,5,3,47,1,5,2
2,5,4,46,1,5,1
2,5,4,47,1,5,1
2,5,4,48,1,5,1
2,5,4,49,1,5,1
2,5,4,50,1,5,1
2,5,4,51,1,5,1
2,5,5,55,1,5,1
2,5,5,56,1,5,1
2,5,5,57,1,5,1
2,5,5,58,1,5,1
2,5,5,59,1,5,1
2,5,5,60,1,5,1
3,1,1,34,1,4,2
3,1,1,35,1,4,2
3,1,1,36,1,4,2
3,1,1,37,1,4,2
3,1,1,38,1,4,2
3,1,1,39,1,4,2
3,1,2,42,1,4,2
3,1,2,43,1,4,2
3,1,2,44,1,4,2
3,1,2,45,1,4,2
3,1,2,46,1,10,2
3,1,2,47,1,10,2
3,1,3,52,1,10,1
3,1,3,53,1,10,1
3,1,3,54,1,10,1
3,1,3,55,1,10,1
3,1,3,56,1,10,1
3,1,3,57,1,10,1
3,1,4,62,2,2,1
3,1,4,63,2,2,1
3,1,4,64,2,2,1
3,1,4,65,2,2,1
3,1,4,66,2,2,1
3,1,4,67,2,2,1
3,1,5,68,2,2,1
3,1,5,69,2,2,1
3,1,5,70,2,2,1
3,1,5,71,2,2,1
3,1,5,72,2,2,1
3,1,5,73,2,2,1
3,2,1,37,1,18,2
3,2,1,38,1,18,2
3,2,1,39,1,18,2
3,2,1,40,1,18,2
3,2,1,41,1,18,2
3,2,1,42,1,18,2
3,2,2,42,1,18,2
3,2,2,43,1,18,2
3,2,2,44,1,18,2
3,2,2,45,1,18,2
3,2,2,46,1,18,2
3,2,2,47,1,18,2
3,2,3,55,1,11,1
3,2,3,56,1,11,1
3,2,3,57,1,11,1
3,2,3,58,1,11,1
3,2,3,59,2,11,1
3,2,3,60,2,11,1
3,2,4,62,2,11,1
3,2,4,63,2,11,1
3,2,4,64,2,11,1
3,2,4,65,2,11,1
3,2,4,66,2,11,1
3,2,4,67,2,11,1
3,2,5,62,2,11,1
3,2,5,63,2,11,1
3,2,5,64,2,11,1
3,2,5,65,2,11,1
3,2,5,66,2,11,1
3,2,5,67,2,11,1
3,3,1,50,1,8,2
3,3,1,51,1,8,2
3,3,1,52,1,8,2
3,3,1,53,1,8,2
3,3,1,54,1,8,2
3,3,1,55,1,8,2
3,3,2,49,1,8,2
3,3,2,50,1,8,2
3,3,2,51,1,8,2
3,3,2,52,1,8,2
3,3,2,53,1,8,2
3,3,2,54,1,8,2
3,3,3,58,1,14,1
3,3,3,59,2,14,1
3,3,3,60,2,14,1
3,3,3,61,2,14,1
3,3,3,62,2,14,1
3,3,3,63,2,14,1
3,3,4,62,2,14,1
3,3,4,63,2,14,1
3,3,4,64,2,14,1
3,3,4,65,2,14,1
3,3,4,66,2,14,1
3,3,4,67,2,14,1
3,3,5,61,2,14,1
3,3,5,62,2,14,1
3,3,5,63,2,14,1
3,3,5,64,2,14,1
3,3,5,65,2,14,1
3,3,5,66,2,14,1
3,4,1,31,1,16,2
3,4,1,32,1,16,2
3,4,1,33,1,16,2
3,4,1,34,1,16,2
3,4,1,35,1,16,2
3,4,1,36,1,16,2
3,4,2,53,1,17,2
3,4,2,54,1,17,2
3,4,2,55,1,17,2
3,4,2,56,1,17,2
3,4,2,57,1,17,2
3,4,2,58,1,17,2
3,4,3,62,2,9,1
3,4,3,63,2,9,1
3,4,3,64,2,9,1
3,4,3,65,2,9,1
3,4,3,66,2,9,1
3,4,3,67,2,9,1
3,4,4,69,2,9,1
3,4,4,70,2,9,1
3,4,4,71,2,9,1
3,4,4,72,2,9,1
3,4,4,73,2,9,1
3,4,4,74,2,9,1
3,4,5,68,2,9,1
3,4,5,69,2,9,1
3,4,5,70,2,9,1
3,4,5,71,2,9,1
3,4,5,72,2,9,1
3,4,5,73,2,9,1
3,5,1,19,1,19,2
3,5,1,20,1,19,2
3,5,1,21,1,19,2
3,5,1,22,1,19,2
3,5,1,23,1,19,2
3,5,1,24,1,19,2
3,5,2,48,1,5,2
3,5,2,49,1,5,2
3,5,2,50,1,5,2
3,5,2,51,1,5,2
3,5,2,52,1,5,2
3,5,2,53,1,5,2
3,5,3,59,2,5,1
3,5,3,60,2,5,1
3,5,3,61,2,5,1
3,5,3,62,2,5,1
3,5,3,63,2,5,1
3,5,3,64,2,5,1
3,5,4,73,2,3,1
3,5,4,74,2,3,1
3,5,4,75,2,3,1
3,5,4,76,2,3,1
3,5,4,77,2,3,1
3,5,4,78,2,3,1
3,5,5,74,2,3,1
3,5,5,75,2,3,1
3,5,5,76,2,3,1
3,5,5,77,2,3,1
3,5,5,78,2,3,1
3,5,5,79,2,3,1
4,1,1,23,1,13,2
4,1,1,24,1,13,2
4,1,1,25,1,13,2
4,1,1,26,1,13,2
4,1,1,27,1,13,2
4,1,1,28,1,13,2
4,1,2,55,2,10,2
4,1,2,56,2,10,2
4,1,2,57,2,10,2
4,1,2,58,2,10,2
4,1,2,59,2,10,2
4,1,2,60,2,10,2
4,1,3,63,2,2,1
4,1,3,64,2,2,1
4,1,3,65,2,2,1
4,1,3,66,2,2,1
4,1,3,67,2,2,1
4,1,3,68,2,2,1
4,1,4,72,2,2,1
4,1,4,73,2,2,1
4,1,4,74,2,2,1
4,1,4,75,2,2,1
4,1,4,76,2,2,1
4,1,4,77,2,2,1
4,1,5,81,2,7,1
4,1,5,82,2,7,1
4,1,5,83,2,7,1
4,1,5,84,2,7,1
4,1,5,85,2,7,1
4,1,5,86,2,7,1
4,2,1,21,1,13,2
4,2,1,22,1,13,2
4,2,1,23,1,13,2
4,2,1,24,1,13,2
4,2,1,25,1,13,2
4,2,1,26,1,13,2
4,2,2,52,2,11,2
4,2,2,53,2,11,2
4,2,2,54,2,11,2
4,2,2,55,2,11,2
4,2,2,56,2,11,2
4,2,2,57,2,11,2
4,2,3,64,2,11,1
4,2,3,65,2,11,1
4,2,3,66,2,11,1
4,2,3,67,2,11,1
4,2,3,68,2,11,1
4,2,3,69,2,11,1
4,2,4,73,2,11,1
4,2,4,74,2,15,1
4,2,4,75,2,15,1
4,2,4,76,2,15,1
4,2,4,77,2,15,1
4,2,4,78,2,15,1
4,2,5,83,2,15,1
4,2,5,84,2,15,1
4,2,5,85,2,15,1
4,2,5,86,2,15,1
4,2,5,87,2,15,1
4,2,5,88,2,15,1
4,3,1,26,1,6,2
4,3,1,27,1,6,2
4,3,1,28,1,6,2
4,3,1,29,1,6,2
4,3,1,30,1,6,2
4,3,1,31,1,6,2
4,3,2,50,2,8,2
4,3,2,51,2,8,2
4,3,2,52,2,8,2
4,3,2,53,2,8,2
4,3,2,54,2,8,2
4,3,2,55,2,8,2
4,3,3,62,2,14,1
4,3,3,63,2,14,1
4,3,3,64,2,14,1
4,3,3,65,2,14,1
4,3,3,66,2,14,1
4,3,3,67,2,14,1
4,3,4,75,2,1,1
4,3,4,76,2,1,1
4,3,4,77,2,1,1
4,3,4,78,2,1,1
4,3,4,79,2,1,1
4,3,4,80,2,1,1
4,3,5,82,2,1,1
4,3,5,83,2,1,1
4,3,5,84,2,1,1
4,3,5,85,2,1,1
4,3,5,86,2,1,1
4,3,5,87,2,1,1
4,4,1,28,1,16,2
4,4,1,29,1,16,2
4,4,1,30,1,16,2
4,4,1,31,1,16,2
4,4,1,32,1,16,2
4,4,1,33,1,16,2
4,4,2,65,2,9,1
4,4,2,66,2,9,1
4,4,2,67,2,9,1
4,4,2,68,2,9,1
4,4,2,69,2,9,1
4,4,2,70,2,9,1
4,4,3,66,2,9,1
4,4,3,67,2,9,1
4,4,3,68,2,9,1
4,4,3,69,2,9,1
4,4,3,70,2,9,1
4,4,3,71,2,9,1
4,4,4,74,2,9,1
4,4,4,75,2,9,1
4,4,4,76,2,9,1
4,4,4,77,2,9,1
4,4,4,78,2,9,1
4,4,4,79,2,9,1
4,4,5,81,2,12,1
4,4,5,82,2,12,1
4,4,5,83,2,12,1
4,4,5,84,2,12,1
4,4,5,85,2,12,1
4,4,5,86,2,12,1
4,5,1,21,1,19,2
4,5,1,22,1,19,2
4,5,1,23,1,19,2
4,5,1,24,1,19,2
4,5,1,25,1,19,2
4,5,1,26,1,19,2
4,5,2,73,2,3,1
4,5,2,74,2,3,1
4,5,2,75,2,3,1
4,5,2,76,2,3,1
4,5,2,77,2,3,1
4,5,2,78,2,3,1
4,5,3,72,2,3,1
4,5,3,73,2,3,1
4,5,3,74,2,3,1
4,5,3,75,2,3,1
4,5,3,76,2,3,1
4,5,3,77,2,3,1
4,5,4,81,2,3,1
4,5,4,82,2,3,1
4,5,4,83,2,3,1
4,5,4,84,2,3,1
4,5,4,85,2,3,1
4,5,4,86,2,3,1
4,5,5,86,2,3,1
4,5,5,87,2,3,1
4,5,5,88,2,3,1
4,5,5,89,2,3,1
4,5,5,90,2,3,1
4,5,5,91,2,3,1
5,1,1,28,1,13,2
5,1,1,29,1,13,2
5,1,1,30,1,4,2
5,1,1,31,1,4,2
5,1,1,32,1,4,2
5,1,1,33,1,4,2
5,1,2,65,2,2,1
5,1,2,66,2,2,1
5,1,2,67,2,2,1
5,1,2,68,2,2,1
5,1,2,69,2,2,1
5,1,2,70,2,2,1
5,1,3,76,2,2,1
5,1,3,77,2,2,1
5,1,3,78,2,7,1
5,1,3,79,2,7,1
5,1,3,80,2,7,1
5,1,3,81,2,7,1
5,1,4,84,2,7,1
5,1,4,85,2,7,1
5,1,4,86,2,7,1
5,1,4,87,2,7,1
5,1,4,88,2,7,1
5,1,4,89,2,7,1
5,1,5,92,2,7,1
5,1,5,93,2,7,1
5,1,5,94,2,7,1
5,1,5,95,2,7,1
5,1,5,96,2,7,1
5,1,5,97,2,7,1
5,2,1,26,1,13,2
5,2,1,27,1,13,2
5,2,1,28,1,13,2
5,2,1,29,1,13,2
5,2,1,30,1,13,2
5,2,1,31,1,13,2
5,2,2,63,2,11,2
5,2,2,64,2,11,2
5,2,2,65,2,11,1
5,2,2,66,2,11,1
5,2,2,67,2,11,1
5,2,2,68,2,11,1
5,2,3,75,2,15,1
5,2,3,76,2,15,1
5,2,3,77,2,15,1
5,2,3,78,2,15,1
5,2,3,79,2,15,1
5,2,3,80,2,15,1
5,2,4,84,2,15,1
5,2,4,85,2,15,1
5,2,4,86,2,15,1
5,2,4,87,2,15,1
5,2,4,88,2,15,1
5,2,4,89,2,15,1
5,2,5,93,2,15,1
5,2,5,94,2,15,1
5,2,5,95,2,15,1
5,2,5,96,2,15,1
5,2,5,97,2,15,1
5,2,5,98,2,15,1
5,3,1,25,1,6,2
5,3,1,26,1,6,2
5,3,1,27,1,6,2
5,3,1,28,1,6,2
5,3,1,29,1,6,2
5,3,1,30,1,6,2
5,3,2,63,2,14,2
5,3,2,64,2,14,2
5,3,2,65,2,14,1
5,3,2,66,2,14,1
5,3,2,67,2,14,1
5,3,2,68,2,14,1
5,3,3,71,2,14,1
5,3,3,72,2,14,1
5,3,3,73,2,14,1
5,3,3,74,2,1,1
5,3,3,75,2,1,1
5,3,3,76,2,1,1
5,3,4,85,2,1,1
5,3,4,86,2,1,1
5,3,4,87,2,1,1
5,3,4,88,2,1,1
5,3,4,89,2,1,1
5,3,4,90,2,1,1
5,3,5,95,2,12,1
5,3,5,96,2,12,1
5,3,5,97,2,12,1
5,3,5,98,2,12,1
5,3,5,99,2,12,1
5,3,5,100,2,12,1
5,4,1,25,1,16,2
5,4,1,26,1,16,2
5,4,1,27,1,16,2
5,4,1,28,1,16,2
5,4,1,29,1,16,2
5,4,1,30,1,16,2
5,4,2,69,2,9,1
5,4,2,70,2,9,1
5,4,2,71,2,9,1
5,4,2,72,2,9,1
5,4,2,73,2,9,1
5,4,2,74,2,9,1
5,4,3,66,2,9,1
5,4,3,67,2,9,1
5,4,3,68,2,9,1
5,4,3,69,2,9,1
5,4,3,70,2,9,1
5,4,3,71,2,9,1
5,4,4,83,2,12,1
5,4,4,84,2,12,1
5,4,4,85,2,12,1
5,4,4,86,2,12,1
5,4,4,87,2,12,1
5,4,4,88,2,12,1
5,4,5,94,2,12,1
5,4,5,95,2,12,1
5,4,5,96,2,12,1
5,4,5,97,2,12,1
5,4,5,98,2,12,1
5,4,5,99,2,12,1
5,5,1,26,1,19,2
5,5,1,27,1,19,2
5,5,1,28,1,19,2
5,5,1,29,1,19,2
5,5,1,30,1,19,2
5,5,1,31,1,19,2
5,5,2,83,2,3,1
5,5,2,84,2,3,1
5,5,2,85,2,3,1
5,5,2,86,2,3,1
5,5,2,87,2,3,1
5,5,2,88,2,3,1
5,5,3,81,2,3,1
5,5,3,82,2,3,1
5,5,3,83,2,3,1
5,5,3,84,2,3,1
5,5,3,85,2,3,1
5,5,3,86,2,3,1
5,5,4,84,2,3,1
5,5,4,85,2,3,1
5,5,4,86,2,3,1
5,5,4,87,2,3,1
5,5,4,88,2,3,1
5,5,4,89,2,3,1
5,5,5,91,2,3,1
5,5,5,92,2,3,1
5,5,5,93,2,3,1
5,5,5,94,2,3,1
5,5,5,95,2,3,1
5,5,5,96,2,3,1
