compl,accel,decel,result,cluster_cr,cluster_ar,cluster_dr
3,3,1,48,2,4,1
3,3,1,49,2,4,1
3,3,1,50,2,4,1
3,3,2,49,2,4,5
3,3,2,50,2,4,5
3,3,2,51,2,4,2
3,3,2,52,2,4,2
3,3,3,56,1,1,12
3,3,3,57,1,1,12
3,3,3,58,1,1,12
3,3,3,59,1,1,12
3,3,4,61,1,1,14
3,3,4,62,1,1,14
3,3,4,63,1,1,14
3,3,4,64,1,1,14
3,3,5,63,1,1,9
3,3,5,64,1,1,9
3,3,5,65,1,1,9
3,3,5,66,1,1,9
3,4,1,44,2,2,1
3,4,1,45,2,2,1
3,4,1,46,2,2,1
3,4,1,47,2,2,1
3,4,2,52,2,2,2
3,4,2,53,2,2,2
3,4,2,54,1,2,2
3,4,2,55,1,1,2
3,4,3,61,1,1,12
3,4,3,62,1,1,12
3,4,3,63,1,1,17
3,4,3,64,1,1,17
3,4,4,66,1,1,14
3,4,4,67,1,1,6
3,4,4,68,1,1,6
3,4,4,69,1,1,6
3,4,5,68,1,1,9
3,4,5,69,1,1,9
3,4,5,70,1,1,9
3,4,5,71,1,1,9
3,5,1,42,2,2,1
3,5,1,43,2,2,1
3,5,1,44,2,2,1
3,5,1,45,2,2,1
3,5,2,49,2,2,5
3,5,2,50,2,2,5
3,5,2,51,2,2,2
3,5,2,52,2,2,2
3,5,3,61,1,1,12
3,5,3,62,1,1,12
3,5,3,63,1,1,17
3,5,3,64,1,1,17
3,5,4,65,1,1,14
3,5,4,66,1,1,14
3,5,4,67,1,1,6
3,5,4,68,1,1,6
3,5,5,67,1,1,9
3,5,5,68,1,1,9
3,5,5,69,1,1,9
3,5,5,70,1,1,9
4,1,1,59,1,3,16
4,1,1,60,1,3,16
4,1,1,61,1,3,16
4,1,1,62,1,3,16
4,1,2,59,1,3,2
4,1,2,60,1,3,2
4,1,2,61,1,3,2
4,1,2,62,1,3,2
4,1,3,57,1,3,12
4,1,3,58,1,3,12
4,1,3,59,1,3,12
4,1,3,60,1,3,12
4,1,4,63,1,3,14
4,1,4,64,1,3,14
4,1,4,65,1,3,14
4,1,4,66,1,3,14
4,1,5,71,1,3,9
4,1,5,72,1,3,9
4,1,5,73,1,3,9
4,1,5,74,1,3,13
4,2,1,56,1,3,16
4,2,1,57,1,3,16
4,2,1,58,1,3,16
4,2,1,59,1,3,16
4,2,2,57,1,3,2
4,2,2,58,1,3,2
4,2,2,59,1,3,2
4,2,2,60,1,3,2
4,2,3,61,1,3,12
4,2,3,62,1,3,12
4,2,3,63,1,3,17
4,2,3,64,1,3,17
4,2,4,69,1,3,6
4,2,4,70,1,3,6
4,2,4,71,1,3,6
4,2,4,72,1,3,6
4,2,5,74,1,3,13
4,2,5,75,1,3,13
4,2,5,76,1,3,13
4,2,5,77,1,3,13
4,3,1,58,1,1,16
4,3,1,59,1,1,16
4,3,1,60,1,1,16
4,3,1,61,1,1,16
4,3,2,59,1,1,2
4,3,2,60,1,1,2
4,3,2,61,1,1,2
4,3,2,62,1,1,2
4,3,3,62,1,1,12
4,3,3,63,1,1,17
4,3,3,64,1,1,17
4,3,3,65,1,1,17
4,3,4,69,1,1,6
4,3,4,70,1,1,6
4,3,4,71,1,1,6
4,3,4,72,1,1,6
4,3,5,74,1,1,13
4,3,5,75,1,1,13
4,3,5,76,1,1,13
4,3,5,77,1,1,13
4,4,1,62,1,1,16
4,4,1,63,1,1,16
4,4,1,64,1,1,16
4,4,1,65,1,1,16
4,4,2,62,1,1,2
4,4,2,63,1,1,2
4,4,2,64,1,1,2
4,4,2,65,1,1,2
4,4,3,64,1,1,17
4,4,3,65,1,1,17
4,4,3,66,1,1,17
4,4,3,67,1,1,17
4,4,4,70,1,1,6
4,4,4,71,1,1,6
4,4,4,72,1,1,6
4,4,4,73,1,1,6
4,4,5,74,1,1,13
4,4,5,75,1,1,13
4,4,5,76,1,1,13
4,4,5,77,1,1,13
4,5,1,60,1,1,16
4,5,1,61,1,1,16
4,5,1,62,1,1,16
4,5,1,63,1,1,16
4,5,2,64,1,1,2
4,5,2,65,1,1,2
4,5,2,66,1,1,2
4,5,2,67,1,1,2
4,5,3,68,1,1,17
4,5,3,69,1,1,17
4,5,3,70,1,1,17
4,5,3,71,1,1,17
4,5,4,75,1,1,11
4,5,4,76,1,1,11
4,5,4,77,1,1,11
4,5,4,78,1,1,11
4,5,5,80,1,1,13
4,5,5,81,1,1,13
4,5,5,82,1,1,13
4,5,5,83,1,1,13
5,1,1,78,1,3,10
5,1,1,79,1,3,10
5,1,1,80,1,3,10
5,1,1,81,1,3,10
5,1,2,77,1,3,4
5,1,2,78,1,3,4
5,1,2,79,1,3,4
5,1,2,80,1,3,4
5,1,3,77,1,3,17
5,1,3,78,1,3,17
5,1,3,79,1,3,17
5,1,3,80,1,3,17
5,1,4,72,1,3,6
5,1,4,73,1,3,6
5,1,4,74,1,3,11
5,1,4,75,1,3,11
5,1,5,77,1,3,13
5,1,5,78,1,3,13
5,1,5,79,1,3,13
5,1,5,80,1,3,13
5,2,1,74,1,3,10
5,2,1,75,1,3,10
5,2,1,76,1,3,10
5,2,1,77,1,3,10
5,2,2,74,1,3,4
5,2,2,75,1,3,4
5,2,2,76,1,3,4
5,2,2,77,1,3,4
5,2,3,76,1,3,17
5,2,3,77,1,3,17
5,2,3,78,1,3,17
5,2,3,79,1,3,17
5,2,4,75,1,3,11
5,2,4,76,1,3,11
5,2,4,77,1,3,11
5,2,4,78,1,3,11
5,2,5,82,1,3,13
5,2,5,83,1,3,13
5,2,5,84,1,3,13
5,2,5,85,1,3,13
5,3,1,72,1,1,10
5,3,1,73,1,1,10
5,3,1,74,1,1,10
5,3,1,75,1,1,10
5,3,2,74,1,1,4
5,3,2,75,1,1,4
5,3,2,76,1,1,4
5,3,2,77,1,1,4
5,3,3,78,1,1,17
5,3,3,79,1,1,17
5,3,3,80,1,1,17
5,3,3,81,1,1,17
5,3,4,78,1,1,11
5,3,4,79,1,1,11
5,3,4,80,1,1,11
5,3,4,81,1,1,11
5,3,5,84,1,1,13
5,3,5,85,1,1,13
5,3,5,86,1,1,13
5,3,5,87,1,1,13
5,4,1,75,1,1,10
5,4,1,76,1,1,10
5,4,1,77,1,1,10
5,4,1,78,1,1,10
5,4,2,74,1,1,4
5,4,2,75,1,1,4
5,4,2,76,1,1,4
5,4,2,77,1,1,4
5,4,3,75,1,1,17
5,4,3,76,1,1,17
5,4,3,77,1,1,17
5,4,3,78,1,1,17
5,4,4,76,1,1,11
5,4,4,77,1,1,11
5,4,4,78,1,1,11
5,4,4,79,1,1,11
5,4,5,83,1,1,13
5,4,5,84,1,1,13
5,4,5,85,1,1,13
5,4,5,86,1,1,13
5,5,1,78,1,1,10
5,5,1,79,1,1,10
5,5,1,80,1,1,10
5,5,1,81,1,1,10
5,5,2,77,1,1,4
5,5,2,78,1,1,4
5,5,2,79,1,1,4
5,5,2,80,1,1,4
5,5,3,76,1,1,17
5,5,3,77,1,1,17
5,5,3,78,1,1,17
5,5,3,79,1,1,17
5,5,4,78,1,1,11
5,5,4,79,1,1,11
5,5,4,80,1,1,11
5,5,4,81,1,1,11
5,5,5,83,1,1,13
5,5,5,84,1,1,13
5,5,5,85,1,1,13
