compliance,acceleration,deceleration,result,cluster3,cluster_cd,cluster_ca,cluster_ad
5,5,5,82,4,1,4,4
5,3,4,82,4,1,4,4
3,1,5,83,2,4,1,1
5,1,5,84,4,1,4,4
4,2,5,87,4,1,4,4
5,4,5,88,4,1,4,4
4,1,5,89,2,1,1,4
4,2,5,89,4,1,4,4
5,2,5,94,4,1,4,4
5,2,5,96,4,1,4,4
1,5,1,18,3,2,2,2
1,1,2,20,1,2,3,2
1,1,2,21,1,2,3,2
1,2,3,22,1,2,3,2
1,1,2,22,1,2,3,2
4,4,1,22,2,4,1,1
2,2,1,23,1,2,3,2
1,2,2,24,1,2,3,2
4,1,1,24,1,2,3,2
3,4,1,25,2,2,1,2
5,5,1,26,4,1,4,4
1,4,2,27,3,2,2,2
2,3,1,27,1,2,3,2
2,5,1,27,1,2,3,2
2,5,1,28,1,2,3,2
1,3,3,29,3,2,2,2
2,1,2,29,1,2,3,2
5,1,1,29,1,2,3,2
3,4,1,29,2,2,1,2
1,4,3,30,3,3,2,3
1,3,2,30,1,2,3,2
5,5,1,30,4,1,4,4
1,5,2,31,3,2,2,2
1,1,4,32,1,2,3,2
1,3,3,32,3,2,2,2
4,1,2,32,1,2,3,2
1,5,4,33,3,3,2,3
3,1,2,33,1,2,3,2
1,3,3,34,3,2,2,2
3,1,2,34,1,2,3,2
1,4,2,34,1,2,3,2
1,3,1,34,1,2,3,2
4,1,2,35,1,2,3,2
3,1,2,36,1,2,3,2
2,3,2,36,1,2,3,2
1,5,3,37,3,3,2,3
5,2,1,37,4,1,4,4
2,2,2,38,1,2,3,2
5,4,1,38,2,4,1,1
2,2,4,39,3,3,2,3
1,3,4,39,3,3,2,3
4,1,2,39,1,2,3,2
2,2,2,39,1,2,3,2
2,4,2,39,3,2,2,2
4,2,1,39,1,2,3,2
1,5,4,40,3,3,2,3
5,2,2,41,4,1,4,4
4,1,2,41,1,2,3,2
2,4,2,41,3,2,2,2
1,3,5,42,3,3,2,3
3,3,1,42,1,2,3,2
2,2,4,43,3,3,2,3
2,5,4,43,4,3,4,3
2,4,2,43,3,2,2,2
1,4,5,44,3,3,2,3
1,5,5,44,4,3,4,3
2,2,4,45,3,3,2,3
3,3,1,46,1,2,3,2
1,3,4,47,3,3,2,3
2,5,2,47,3,3,2,3
2,5,3,48,3,3,2,3
3,3,1,48,1,2,3,2
2,3,5,49,3,3,2,3
3,2,2,54,1,2,3,2
4,1,3,55,2,4,1,1
3,3,5,56,4,1,4,4
5,5,2,56,4,1,4,4
4,2,2,56,2,1,1,4
2,5,5,57,4,1,4,4
4,1,3,57,2,4,1,1
3,2,1,57,1,2,3,2
2,1,4,58,1,2,3,2
5,4,3,58,4,1,4,4
2,1,4,59,1,2,3,2
3,3,5,60,4,1,4,4
5,3,2,61,4,1,4,4
4,4,2,61,4,4,4,1
4,2,2,62,2,1,1,4
4,2,2,64,2,1,1,4
3,2,5,65,4,1,4,4
2,1,5,65,3,3,2,3
3,2,4,65,2,4,1,1
3,5,3,65,2,4,1,1
3,1,4,66,2,4,1,1
4,3,3,66,4,1,4,4
3,3,2,66,2,4,1,1
4,3,1,66,2,4,1,1
5,2,3,67,4,1,4,4
3,3,2,68,2,4,1,1
4,3,1,68,2,4,1,1
3,2,5,69,4,1,4,4
3,1,4,69,2,4,1,1
3,5,3,69,2,3,1,1
3,3,2,69,2,4,1,1
4,3,3,71,4,1,4,4
3,3,2,71,2,4,1,1
2,1,5,72,3,3,2,3
5,5,3,72,4,1,4,4
4,3,3,72,4,1,4,4
4,1,4,73,2,1,1,4
4,5,2,73,4,1,4,4
3,1,4,74,2,4,1,1
3,5,5,75,4,1,4,4
5,4,4,76,4,1,4,4
5,5,3,76,4,1,4,4
4,2,3,76,2,4,1,1
5,4,4,79,4,1,4,4
4,5,3,79,4,1,4,4
4,5,4,81,4,1,4,4
5,3,3,81,4,1,4,4
5,1,5,82,4,1,4,4
5,5,4,82,4,1,4,4
4,2,5,83,4,1,4,4
4,2,5,84,4,1,4,4
5,2,4,84,4,1,4,4
4,1,5,85,2,1,1,4
4,2,5,85,4,1,4,4
3,1,5,85,2,4,1,1
5,3,5,86,4,1,4,4
5,5,5,86,4,1,4,4
5,3,5,87,4,1,4,4
5,3,5,88,4,1,4,4
3,1,5,88,2,4,1,1
5,4,5,89,4,1,4,4
5,2,4,91,4,1,4,4
1,1,2,15,1,2,3,2
1,2,1,19,1,2,3,2
2,1,1,20,1,2,3,2
1,1,1,20,1,2,3,2
1,1,3,21,1,2,3,2
1,2,3,21,1,2,3,2
1,4,1,22,1,2,3,2
3,4,1,23,2,2,1,2
1,1,2,24,1,2,3,2
1,2,3,25,1,2,3,2
2,3,1,25,1,2,3,2
2,5,1,25,1,2,3,2
1,3,1,26,1,2,3,2
1,1,3,27,1,2,3,2
1,3,2,27,1,2,3,2
1,3,2,28,1,2,3,2
1,1,1,28,1,2,3,2
1,2,3,29,1,2,3,2
4,1,1,29,1,2,3,2
4,5,1,29,2,3,1,3
2,5,1,29,1,2,3,2
1,2,4,30,3,3,2,3
1,3,2,31,1,2,3,2
4,1,1,31,1,2,3,2
1,5,3,32,3,3,2,3
1,4,2,32,1,2,2,2
5,2,1,32,4,1,4,4
2,3,2,33,1,2,3,2
1,3,2,33,1,2,3,2
1,5,2,33,3,2,2,2
1,4,3,34,3,3,2,3
2,1,2,34,1,2,3,2
2,2,3,35,1,2,3,2
1,5,2,35,3,2,2,2
1,5,5,36,4,3,4,3
2,3,3,36,3,3,2,3
1,3,3,36,3,2,2,2
2,4,2,36,3,2,2,2
1,5,4,37,3,3,2,3
1,1,4,38,1,2,3,2
1,4,4,38,3,3,2,3
2,2,3,39,1,2,3,2
2,2,4,40,3,3,2,3
2,4,3,40,3,3,2,3
5,2,2,40,4,1,4,4
4,2,1,40,1,2,3,2
3,1,2,41,1,2,3,2
5,4,1,41,2,4,1,1
3,3,1,41,1,2,3,2
1,5,5,42,4,3,4,3
3,1,2,42,1,2,3,2
5,2,2,43,4,1,4,4
1,3,4,44,3,3,2,3
2,4,2,44,3,2,2,2
2,5,3,45,3,3,2,3
1,3,5,46,3,3,2,3
2,5,3,46,3,3,2,3
1,3,5,48,3,3,2,3
2,4,3,48,3,3,2,3
5,4,2,48,4,1,4,4
2,3,4,49,3,3,2,3
2,1,3,50,1,2,3,2
2,3,4,51,3,3,2,3
5,1,3,52,2,1,1,4
4,3,2,52,4,1,4,4
2,5,5,53,4,1,4,4
4,1,3,53,2,4,1,1
4,3,2,53,4,1,4,4
2,4,5,54,4,1,4,4
4,3,2,54,4,1,4,4
2,2,5,55,3,3,2,3
2,4,5,55,4,3,4,4
5,4,3,56,4,1,4,4
3,2,3,56,2,4,1,1
2,1,4,57,1,2,3,2
3,5,2,59,2,3,1,3
3,2,4,60,2,1,1,1
5,4,3,60,4,1,4,4
3,2,3,60,2,4,1,1
3,5,2,61,2,4,1,3
5,2,3,62,4,1,4,4
3,3,2,62,2,4,1,1
4,3,1,62,2,4,1,1
3,2,4,64,2,1,1,1
3,4,3,64,2,4,1,1
3,5,2,64,2,3,1,1
3,4,4,65,4,1,4,4
3,4,4,66,4,1,4,4
3,5,3,66,2,3,1,1
3,5,4,67,4,1,4,4
4,3,1,67,2,4,1,1
3,4,5,69,4,1,4,4
4,3,3,69,4,1,4,4
3,4,4,70,4,1,4,4
4,2,4,71,4,1,4,4
5,1,4,72,2,1,1,4
4,1,4,72,2,1,1,4
4,3,5,73,4,1,4,4
4,3,4,73,4,1,4,4
4,5,4,73,4,1,4,4
4,5,3,73,4,1,4,4
4,3,4,74,4,1,4,4
5,5,3,74,4,1,4,4
4,5,3,74,4,1,4,4
4,5,3,75,4,1,4,4
4,5,2,77,4,1,4,4
4,3,5,78,4,1,4,4
5,4,4,78,4,1,4,4
4,4,4,80,4,1,4,4
4,4,3,80,4,1,4,4
4,1,5,81,2,1,1,4
3,5,5,81,4,1,4,4
5,4,4,83,4,1,4,4
5,3,3,83,4,1,4,4
5,4,5,85,4,1,4,4
5,1,5,86,4,1,4,4
4,1,5,86,2,1,1,4
3,1,5,86,2,4,1,1
5,2,4,86,4,1,4,4
5,1,5,87,4,1,4,4
5,4,5,87,4,1,4,4
5,5,5,87,4,1,4,4
5,3,4,88,4,1,4,4
5,2,4,92,4,1,4,4
5,4,5,93,4,1,4,4
1,1,2,17,1,2,3,2
1,2,1,18,1,2,3,2
1,4,1,19,1,2,3,2
2,5,1,21,1,2,3,2
4,1,1,22,1,2,3,2
3,1,1,22,1,2,3,2
2,1,1,22,1,2,3,2
2,2,1,22,1,2,3,2
2,3,1,22,1,2,3,2
2,4,1,22,1,2,3,2
2,5,1,22,1,2,3,2
1,2,1,22,1,2,3,2
1,2,3,23,1,2,3,2
1,2,2,23,1,2,3,2
2,3,1,23,1,2,3,2
2,2,1,24,1,2,3,2
2,3,1,24,1,2,3,2
2,5,1,24,1,2,3,2
1,1,1,24,1,2,3,2
1,1,1,25,1,2,3,2
1,3,1,25,1,2,3,2
1,2,4,26,3,3,2,3
4,1,1,26,1,2,3,2
2,5,1,26,1,2,3,2
1,2,4,27,3,3,2,3
5,5,1,27,4,1,4,4
5,5,1,28,4,1,4,4
1,5,3,31,3,3,2,3
5,1,1,31,1,2,3,2
4,4,1,31,2,4,1,1
2,2,2,33,1,2,3,2
1,5,3,35,3,3,2,3
3,1,2,35,1,2,3,2
1,3,3,37,3,2,2,2
1,2,5,38,3,3,2,3
2,2,4,38,3,3,2,3
2,3,3,39,3,3,2,3
2,4,3,39,3,3,2,3
1,2,5,40,3,3,2,3
1,3,4,40,3,3,2,3
2,5,3,42,3,3,2,3
2,4,2,42,3,2,2,2
2,2,3,43,1,2,3,2
3,3,1,43,1,2,3,2
2,5,3,44,3,3,2,3
5,2,2,44,4,1,4,4
5,4,1,44,2,4,1,1
2,4,4,45,3,3,2,3
4,2,1,45,1,2,3,2
1,1,5,46,3,2,2,2
1,3,5,47,3,3,2,3
2,5,3,47,3,3,2,3
2,2,5,48,3,3,2,3
1,1,5,48,3,2,2,2
1,3,5,49,3,3,2,3
1,4,5,49,3,3,2,3
2,4,4,49,3,3,2,3
2,2,5,50,3,3,2,3
2,5,4,50,3,3,4,3
5,1,3,50,2,1,1,4
3,1,3,51,1,2,3,2
2,1,3,51,1,2,3,2
3,2,1,51,1,2,3,2
2,4,5,52,4,3,4,4
2,5,5,52,4,1,4,4
2,4,4,52,3,3,2,3
4,1,3,52,2,4,1,1
5,4,2,54,4,1,4,4
2,1,4,56,1,2,3,2
2,5,5,58,4,1,4,4
5,1,3,58,2,1,1,4
2,4,5,59,4,1,4,3
2,5,5,59,4,1,4,4
5,2,3,59,4,1,4,4
3,3,4,60,2,4,1,1
5,2,3,60,4,1,4,4
3,2,2,60,1,2,3,2
3,3,3,62,2,4,1,1
3,2,3,63,2,4,1,1
3,2,5,64,4,1,4,4
3,3,4,64,2,4,1,1
4,2,2,65,2,1,1,4
3,2,5,67,4,1,4,4
2,1,5,67,3,3,2,3
4,3,3,67,4,1,4,4
5,1,4,68,4,1,4,4
3,1,4,68,2,4,1,1
4,3,3,68,4,1,4,4
3,5,3,68,2,4,1,1
5,1,4,69,4,1,1,4
4,2,3,69,2,4,1,4
3,4,3,69,2,4,1,1
5,1,4,70,2,1,1,4
4,3,1,70,2,4,1,1
3,2,5,71,4,1,4,4
3,4,5,71,4,1,4,4
3,2,5,72,4,1,4,4
4,5,4,72,4,1,4,4
4,2,4,73,4,1,4,4
4,3,5,74,4,1,4,4
4,1,4,74,2,1,1,4
5,5,4,75,4,1,4,4
4,2,4,75,4,1,4,4
5,5,3,75,4,1,4,4
3,5,5,76,4,1,4,4
4,2,4,76,4,1,4,4
4,2,4,77,4,1,4,4
4,4,3,77,4,1,4,4
3,5,5,78,4,1,4,4
5,5,4,78,4,1,4,4
4,3,4,79,4,1,4,4
5,3,3,79,4,1,4,4
5,4,4,80,4,1,4,4
4,4,5,81,4,1,4,4
4,1,5,82,2,1,1,4
4,1,5,83,2,1,1,4
5,4,5,84,4,1,4,4
5,5,5,84,4,1,4,4
3,1,5,84,2,4,1,1
5,3,4,84,4,1,4,4
5,3,1,86,4,1,4,4
4,1,5,90,2,1,1,4
4,2,5,90,4,1,4,4
5,2,5,95,4,1,4,4
2,1,1,18,1,2,3,2
2,2,1,19,1,2,3,2
2,2,1,21,1,2,3,2
3,1,1,23,1,2,3,2
1,1,1,23,1,2,3,2
1,5,1,23,3,2,3,2
1,1,3,24,1,2,3,2
4,5,1,24,2,3,1,3
2,1,1,24,1,2,3,2
1,2,4,25,3,3,2,3
1,2,2,25,1,2,3,2
5,1,1,25,1,2,3,2
3,1,1,25,1,2,3,2
2,1,1,25,1,2,3,2
1,2,3,26,1,2,3,2
5,1,1,27,1,2,3,2
3,1,1,28,1,2,3,2
3,5,1,28,2,3,1,3
5,5,1,29,4,1,4,4
2,3,1,29,1,2,3,2
1,5,3,30,3,3,2,3
1,5,2,30,3,2,2,2
5,1,1,30,1,2,3,2
5,2,1,31,4,1,4,4
1,3,2,32,1,2,3,2
4,5,1,32,2,3,1,3
1,2,4,33,3,3,2,3
4,1,2,33,1,2,3,2
1,3,1,33,1,2,3,2
1,1,4,34,1,2,3,2
5,1,2,34,4,1,4,4
2,2,2,34,1,2,3,2
1,4,3,35,3,3,2,3
2,3,2,35,1,2,3,2
1,3,2,35,1,2,3,2
5,2,1,35,4,1,4,4
2,2,2,36,1,2,3,2
1,3,4,38,3,3,2,3
1,5,3,38,3,3,2,3
4,1,2,38,1,2,3,2
5,2,2,39,4,1,4,4
1,5,5,40,4,3,4,3
4,1,2,40,1,2,3,2
5,4,1,40,2,4,1,1
3,3,1,40,1,2,3,2
1,4,4,41,3,3,2,3
2,5,3,41,3,3,2,3
1,3,4,42,3,3,2,3
5,2,2,42,4,1,4,4
2,5,2,42,3,3,2,3
2,3,3,43,3,3,2,3
4,2,1,43,1,2,3,2
2,5,2,44,3,3,2,3
3,3,1,44,1,2,3,2
2,5,2,45,3,3,2,3
5,4,1,45,2,4,1,1
3,3,1,45,1,2,3,2
2,3,4,46,3,3,2,3
4,2,1,46,1,2,3,2
2,3,4,47,3,3,2,3
2,5,4,48,4,3,2,3
3,1,3,50,1,2,3,2
3,3,5,51,4,1,4,4
4,1,3,51,2,4,1,1
3,3,5,57,4,1,4,4
2,4,5,57,4,3,4,3
5,5,2,57,4,1,4,4
5,3,2,58,4,1,4,4
5,5,2,58,4,1,4,4
3,5,2,58,2,4,1,3
5,3,2,60,4,1,4,4
2,1,4,61,1,2,3,2
3,2,2,61,1,2,3,2
3,2,3,62,2,4,1,1
3,4,3,62,2,4,1,1
5,3,2,62,4,1,4,4
3,4,2,63,2,3,1,3
3,4,5,64,4,1,4,4
5,5,2,64,4,1,4,4
4,4,2,64,4,4,4,4
3,3,2,64,2,4,1,1
3,3,4,65,2,4,1,1
4,3,3,65,4,1,4,4
3,3,2,65,2,4,1,1
4,1,4,66,2,1,1,4
3,5,4,66,4,1,4,4
3,4,3,66,2,4,1,1
3,1,4,67,2,4,1,1
3,5,3,67,2,4,1,3
4,4,2,67,4,4,4,1
3,3,2,67,2,4,1,1
4,1,4,68,2,1,1,4
4,1,4,69,2,1,1,4
3,1,4,70,2,4,1,1
3,5,4,70,4,1,4,4
4,3,5,71,4,1,4,4
3,4,3,71,2,4,1,1
3,5,3,71,2,4,1,1
4,3,5,72,4,1,4,4
4,2,4,72,4,1,4,4
3,1,4,72,2,4,1,1
3,5,5,73,4,1,4,4
5,1,4,73,4,1,1,4
3,4,4,73,4,1,4,4
4,4,3,75,4,1,4,4
4,5,4,76,4,1,4,4
4,4,5,77,4,1,4,4
3,5,5,77,4,1,4,4
4,5,5,78,4,1,4,4
5,3,3,78,4,1,4,4
4,2,3,78,2,1,1,1
3,5,5,80,4,1,4,4
4,2,4,80,4,1,4,4
4,4,4,81,4,1,4,4
4,5,5,82,4,1,4,4
5,5,5,83,4,1,4,4
4,4,4,83,4,1,4,4
5,5,4,84,4,1,4,4
5,4,4,85,4,1,4,4
5,3,1,85,4,1,4,4
4,1,5,87,2,1,1,4
5,2,4,87,4,1,4,4
3,1,5,89,2,4,1,1
5,3,1,89,4,1,4,4
5,2,5,93,4,1,4,4
5,3,5,93,4,1,4,4
1,1,2,16,1,2,3,2
1,2,3,20,1,2,3,2
1,4,1,20,1,2,3,2
1,2,1,21,1,2,3,2
1,4,1,21,1,2,3,2
1,5,1,22,3,2,3,2
1,2,4,24,3,3,2,3
4,1,1,25,1,2,3,2
4,4,1,25,2,4,1,1
3,5,1,25,2,3,1,3
1,4,2,26,3,2,2,2
3,5,1,26,2,3,1,3
2,1,1,26,1,2,3,2
2,3,1,26,1,2,3,2
2,4,1,27,1,2,3,2
1,1,1,27,1,2,3,2
1,3,1,27,1,2,3,2
1,4,1,27,1,2,3,2
1,5,1,27,1,2,3,2
1,2,3,28,1,2,3,2
3,5,1,30,2,3,1,3
3,4,1,31,2,2,1,2
1,3,1,31,1,2,3,2
2,1,2,32,1,2,3,2
5,5,1,32,4,1,4,4
1,3,1,32,1,2,3,2
1,4,3,33,3,3,2,3
5,1,2,33,4,1,4,4
5,2,1,33,4,1,4,4
4,5,1,33,2,3,1,3
4,1,2,34,1,2,3,2
1,5,2,34,3,2,2,2
1,1,4,35,1,2,3,2
1,4,4,35,3,3,2,3
1,5,4,35,3,3,2,3
5,2,2,36,4,1,4,4
1,2,5,37,3,3,2,3
1,1,4,37,1,2,3,2
1,4,3,37,3,3,2,3
5,2,2,37,4,1,4,4
3,1,2,37,1,2,3,2
2,2,2,37,1,2,3,2
2,4,2,37,3,2,2,2
5,4,1,37,2,4,1,1
4,2,1,37,1,2,3,2
1,5,4,38,3,3,2,3
1,2,5,39,3,3,2,3
1,5,4,39,3,3,2,3
3,3,1,39,1,2,3,2
2,5,3,40,3,3,2,3
1,3,4,41,3,3,2,3
2,2,4,42,3,3,2,3
2,4,3,43,3,3,2,3
1,3,5,45,3,3,2,3
2,3,3,45,3,3,2,3
2,4,3,45,3,3,2,3
2,5,4,46,3,3,4,3
2,1,3,46,1,2,3,2
1,1,5,47,3,2,2,2
1,4,5,47,3,3,2,3
2,2,4,47,3,3,2,3
4,3,2,48,4,1,4,4
2,1,3,49,1,2,3,2
2,4,5,51,4,3,4,3
2,2,5,52,3,3,2,3
2,3,5,52,3,3,2,3
3,1,3,52,1,2,3,2
3,2,1,52,1,2,3,2
5,1,3,53,2,1,1,4
3,1,3,53,1,2,3,2
2,2,5,54,3,3,2,3
3,3,5,55,4,1,4,4
5,1,3,55,2,1,1,4
3,2,2,55,1,2,3,2
2,2,5,56,3,3,2,3
3,2,4,56,2,1,1,4
5,3,2,56,4,1,4,4
3,2,2,57,1,2,3,2
3,5,2,57,2,3,1,3
3,2,1,59,1,2,3,2
3,3,4,61,2,4,1,1
3,3,4,63,2,4,1,1
4,3,1,63,2,4,1,1
3,2,5,66,4,1,4,4
4,4,2,66,2,4,1,1
3,4,5,67,4,1,4,4
5,1,4,67,4,1,1,4
3,4,2,67,2,3,1,3
2,1,5,68,3,3,2,3
5,2,3,68,4,1,4,4
4,4,2,68,2,4,1,1
4,3,5,70,4,1,4,4
2,1,5,70,3,3,2,3
4,1,4,70,2,1,1,4
4,2,3,70,2,4,1,4
3,4,3,70,2,4,1,1
3,1,4,71,2,4,1,1
3,4,5,72,4,1,4,4
3,5,5,72,4,1,4,4
4,2,3,73,2,1,1,4
4,4,3,73,4,1,4,4
3,5,5,74,4,1,4,4
4,2,3,74,2,4,1,4
4,3,5,75,4,1,4,4
4,3,4,75,4,1,4,4
4,5,4,75,4,1,4,4
3,5,4,75,4,1,4,4
5,3,3,76,4,1,4,4
4,3,5,77,4,1,4,4
5,5,4,77,4,1,4,4
4,5,3,77,4,1,4,4
5,5,3,78,4,1,4,4
4,4,3,78,4,1,4,4
4,4,5,79,4,1,4,4
3,5,5,79,4,1,4,4
4,5,4,80,4,1,4,4
5,5,5,81,4,1,4,4
4,2,5,82,4,1,4,4
5,1,5,83,4,1,4,4
4,5,5,84,4,1,4,4
5,4,5,86,4,1,4,4
4,2,5,86,4,1,4,4
5,1,5,88,4,1,4,4
5,2,4,90,4,1,4,4
5,4,5,92,4,1,4,4
5,2,5,99,4,1,4,4
1,1,2,19,1,2,3,2
2,1,1,19,1,2,3,2
1,5,1,20,3,2,3,2
1,2,2,21,1,2,3,2
1,5,1,21,1,2,2,2
1,1,3,22,1,2,3,2
1,2,2,22,1,2,3,2
3,4,1,22,2,2,1,2
1,1,1,22,1,2,3,2
1,1,2,23,1,2,3,2
1,2,1,23,1,2,3,2
1,2,1,24,1,2,3,2
1,1,3,26,1,2,3,2
4,4,1,26,2,4,1,1
2,4,1,26,1,2,3,2
4,1,1,27,1,2,3,2
2,2,1,27,1,2,3,2
1,2,4,28,3,3,2,3
4,4,1,28,2,4,1,1
2,4,1,28,1,2,3,2
1,2,4,29,3,3,2,3
1,4,3,29,3,3,2,3
4,4,1,30,2,4,1,1
3,4,1,30,2,2,1,2
1,3,1,30,1,2,3,2
1,5,4,32,3,3,2,3
1,4,3,32,3,3,2,3
2,2,2,32,1,2,3,2
1,5,3,33,3,3,2,3
5,5,1,33,4,1,4,4
1,5,3,34,3,3,2,3
2,2,2,35,1,2,3,2
1,4,2,35,3,2,2,2
4,1,2,36,1,2,3,2
2,1,2,36,1,2,3,2
1,5,2,36,3,2,2,2
1,4,4,37,3,3,2,3
1,4,3,38,3,3,2,3
3,1,2,38,1,2,3,2
2,2,3,40,1,2,3,2
2,3,3,40,3,3,2,3
2,3,2,40,1,2,3,2
2,4,2,40,3,2,2,2
1,3,5,41,3,3,2,3
2,2,4,41,3,3,2,3
5,1,2,41,4,1,4,4
2,4,3,42,3,3,2,3
5,4,1,42,2,4,1,1
1,1,5,44,3,2,2,2
2,4,3,44,3,3,2,3
1,1,5,45,3,2,2,2
1,4,5,45,3,3,2,3
1,3,4,45,3,3,2,3
2,3,5,46,3,3,2,3
2,2,4,46,3,3,2,3
4,1,3,49,2,4,1,1
5,4,2,49,4,1,4,4
4,3,2,49,4,1,4,4
1,1,5,50,3,2,2,2
1,4,5,50,3,3,2,3
2,5,5,51,4,1,4,4
4,3,2,51,4,1,4,4
4,1,3,54,2,4,1,1
3,1,3,54,1,2,3,2
3,1,3,55,1,2,3,2
4,3,2,55,4,1,4,4
2,4,5,56,4,3,4,3
2,2,5,57,3,3,2,3
4,2,2,57,2,1,1,4
4,3,2,57,4,1,4,4
3,3,5,59,4,1,4,4
3,3,4,59,2,4,1,1
4,2,2,59,2,1,1,4
3,2,4,61,2,4,1,4
5,2,3,61,4,1,4,4
3,3,3,61,2,4,1,1
2,1,4,62,1,2,3,2
3,4,2,62,2,3,1,3
5,4,3,63,4,1,4,4
3,5,3,63,2,3,1,3
3,3,3,64,2,4,1,1
5,3,2,65,4,1,4,4
5,5,2,65,4,1,4,4
3,3,3,66,2,4,1,1
4,1,4,67,2,1,1,4
3,4,3,67,2,4,1,1
3,4,4,69,4,1,4,4
4,3,1,69,2,4,1,1
3,2,5,70,4,1,4,4
3,5,3,70,2,3,1,3
4,4,2,70,2,1,1,4
4,5,2,70,4,1,4,4
3,3,2,70,2,4,1,1
2,1,5,71,3,3,2,3
3,4,4,72,4,1,4,4
3,5,4,73,4,1,4,4
4,3,3,73,4,1,4,4
4,5,4,74,4,1,4,4
4,4,3,74,4,1,4,4
4,1,4,75,2,1,1,4
4,2,3,75,2,4,1,1
4,5,2,75,4,1,4,4
4,3,5,76,4,1,4,4
4,3,4,76,4,1,4,4
5,3,3,77,4,1,4,4
4,3,4,78,4,1,4,4
4,5,5,80,4,1,4,4
4,2,5,81,4,1,4,4
3,1,5,81,2,4,1,1
5,5,4,81,4,1,4,4
5,4,4,82,4,1,4,4
5,3,1,82,4,1,4,4
5,3,1,84,4,1,4,4
4,5,5,85,4,1,4,4
5,2,4,85,4,1,4,4
5,3,4,85,4,1,4,4
3,1,5,87,2,4,1,1
5,3,4,87,4,1,4,4
