compliance,acceleration,deceleration,result,cluster3,cluster2
5,4,2,48,1,5
2,3,4,49,7,3
2,1,3,50,10,9
2,3,4,51,5,3
5,1,3,52,1,5
4,3,2,52,1,5
2,5,5,53,1,5
4,1,3,53,6,5
4,3,2,53,1,5
2,4,5,54,1,5
4,3,2,54,1,5
2,2,5,55,6,3
2,4,5,55,1,5
5,4,3,56,1,5
3,2,3,56,1,1
2,1,4,57,10,9
3,5,2,59,1,5
3,2,4,60,1,5
5,4,3,60,1,5
3,2,3,60,6,5
3,5,2,61,1,5
5,2,3,62,6,5
3,3,2,62,8,6
4,3,1,62,9,7
3,2,4,64,1,5
3,4,3,64,8,6
3,5,2,64,1,5
3,4,4,65,1,5
3,4,4,66,1,5
3,5,3,66,1,5
3,5,4,67,1,5
4,3,1,67,9,7
3,4,5,69,2,5
4,3,3,69,1,5
3,4,4,70,1,5
4,2,4,71,1,5
5,1,4,72,1,5
4,1,4,72,1,5
4,3,5,73,2,5
4,3,4,73,1,5
4,5,4,73,2,5
4,5,3,73,1,5
4,3,4,74,1,5
5,5,3,74,1,5
4,5,3,74,1,5
4,5,3,75,1,5
4,5,2,77,1,5
4,3,5,78,2,5
5,4,4,78,1,5
4,4,4,80,1,5
4,4,3,80,1,5
4,1,5,81,1,5
3,5,5,81,2,8
5,4,4,83,1,5
5,3,3,83,1,5
5,4,5,85,2,8
5,1,5,86,2,8
4,1,5,86,1,5
3,1,5,86,1,5
5,2,4,86,1,5
5,1,5,87,2,8
5,4,5,87,2,8
5,5,5,87,2,8
5,3,4,88,1,5
5,2,4,92,1,5
5,4,5,93,2,8
1,1,2,17,10,9
1,2,1,18,10,9
1,4,1,19,7,4
2,5,1,21,9,7
4,1,1,22,10,9
3,1,1,22,10,9
2,1,1,22,10,9
2,2,1,22,10,9
2,3,1,22,10,9
2,4,1,22,9,4
2,5,1,22,9,7
1,2,1,22,10,9
1,2,3,23,10,9
1,2,2,23,10,9
2,3,1,23,10,9
2,2,1,24,10,9
2,3,1,24,10,9
2,5,1,24,9,7
1,1,1,24,10,9
1,1,1,25,10,9
1,3,1,25,10,9
1,2,4,26,7,4
4,1,1,26,10,9
2,5,1,26,9,7
1,2,4,27,7,4
5,5,1,27,1,5
5,5,1,28,1,5
1,5,3,31,7,4
5,1,1,31,10,9
4,4,1,31,8,6
2,2,2,33,10,9
1,5,3,35,7,4
3,1,2,35,10,9
1,3,3,37,7,4
1,2,5,38,7,4
2,2,4,38,5,3
2,3,3,39,7,4
2,4,3,39,7,4
1,2,5,40,5,4
1,3,4,40,7,4
2,5,3,42,7,4
2,4,2,42,7,4
2,2,3,43,10,9
3,3,1,43,10,9
2,5,3,44,7,4
5,2,2,44,1,5
5,4,1,44,1,5
2,4,4,45,7,4
4,2,1,45,10,9
1,1,5,46,10,9
1,3,5,47,7,4
2,5,3,47,7,4
2,2,5,48,5,3
1,1,5,48,10,9
1,3,5,49,7,4
1,4,5,49,7,4
2,4,4,49,7,4
2,2,5,50,6,3
2,5,4,50,7,4
5,1,3,50,1,5
3,1,3,51,10,9
2,1,3,51,10,9
3,2,1,51,10,9
2,4,5,52,1,5
2,5,5,52,1,5
2,4,4,52,7,4
4,1,3,52,6,5
5,4,2,54,1,5
2,1,4,56,10,9
2,5,5,58,1,5
5,1,3,58,1,5
2,4,5,59,1,5
2,5,5,59,1,5
5,2,3,59,1,5
3,3,4,60,1,5
5,2,3,60,6,5
3,2,2,60,10,9
3,3,3,62,6,1
3,2,3,63,5,5
3,2,5,64,1,5
3,3,4,64,1,5
4,2,2,65,1,5
3,2,5,67,1,5
2,1,5,67,5,3
4,3,3,67,1,5
5,1,4,68,1,5
3,1,4,68,1,5
4,3,3,68,1,5
3,5,3,68,1,5
5,1,4,69,1,5
4,2,3,69,6,5
3,4,3,69,8,6
5,1,4,70,1,5
4,3,1,70,9,7
3,2,5,71,1,5
3,4,5,71,2,5
3,2,5,72,1,5
4,5,4,72,2,5
4,2,4,73,1,5
4,3,5,74,2,5
4,1,4,74,1,5
5,5,4,75,2,8
4,2,4,75,1,5
5,5,3,75,1,5
3,5,5,76,2,8
4,2,4,76,1,5
4,2,4,77,1,5
4,4,3,77,1,5
3,5,5,78,2,5
5,5,4,78,2,8
4,3,4,79,1,5
5,3,3,79,1,5
5,4,4,80,1,5
4,4,5,81,2,5
4,1,5,82,1,5
4,1,5,83,1,5
5,4,5,84,2,8
5,5,5,84,2,8
3,1,5,84,1,5
5,3,4,84,2,5
5,3,1,86,1,5
4,1,5,90,1,5
4,2,5,90,1,5
5,2,5,95,2,8
2,1,1,18,10,9
2,2,1,19,10,9
2,2,1,21,10,9
3,1,1,23,10,9
1,1,1,23,10,9
1,5,1,23,7,4
1,1,3,24,10,9
4,5,1,24,6,5
2,1,1,24,10,9
1,2,4,25,7,4
1,2,2,25,10,9
5,1,1,25,10,9
3,1,1,25,10,9
2,1,1,25,10,9
1,2,3,26,10,9
5,1,1,27,10,9
3,1,1,28,10,9
3,5,1,28,1,5
5,5,1,29,1,5
2,3,1,29,10,9
1,5,3,30,7,4
1,5,2,30,7,4
5,1,1,30,10,9
5,2,1,31,1,5
1,3,2,32,10,9
4,5,1,32,6,2
1,2,4,33,7,4
4,1,2,33,10,9
1,3,1,33,10,9
1,1,4,34,10,9
5,1,2,34,1,5
2,2,2,34,10,9
1,4,3,35,7,4
2,3,2,35,9,7
1,3,2,35,10,9
5,2,1,35,1,5
2,2,2,36,10,9
1,3,4,38,7,4
1,5,3,38,7,4
4,1,2,38,10,9
5,2,2,39,1,5
1,5,5,40,7,5
4,1,2,40,10,9
5,4,1,40,1,6
3,3,1,40,10,9
1,4,4,41,7,4
2,5,3,41,7,4
1,3,4,42,7,4
5,2,2,42,1,5
2,5,2,42,7,4
2,3,3,43,7,4
4,2,1,43,10,9
2,5,2,44,7,4
3,3,1,44,10,9
2,5,2,45,7,4
5,4,1,45,1,6
3,3,1,45,10,9
2,3,4,46,7,4
4,2,1,46,10,9
2,3,4,47,7,4
2,5,4,48,7,4
3,1,3,50,10,9
3,3,5,51,1,5
4,1,3,51,6,5
3,3,5,57,1,5
2,4,5,57,1,5
5,5,2,57,1,5
5,3,2,58,1,5
5,5,2,58,1,5
3,5,2,58,1,5
5,3,2,60,1,5
2,1,4,61,10,9
3,2,2,61,10,9
3,2,3,62,6,1
3,4,3,62,8,6
5,3,2,62,1,5
3,4,2,63,6,6
3,4,5,64,2,5
5,5,2,64,1,5
4,4,2,64,1,5
3,3,2,64,8,6
3,3,4,65,1,5
4,3,3,65,1,5
3,3,2,65,8,7
4,1,4,66,1,5
3,5,4,66,1,5
3,4,3,66,8,6
3,1,4,67,1,5
3,5,3,67,1,5
4,4,2,67,1,5
3,3,2,67,8,7
4,1,4,68,1,5
4,1,4,69,1,5
3,1,4,70,1,5
3,5,4,70,1,5
4,3,5,71,2,5
3,4,3,71,8,6
3,5,3,71,1,5
4,3,5,72,2,5
4,2,4,72,1,5
3,1,4,72,1,5
3,5,5,73,2,8
5,1,4,73,1,5
3,4,4,73,1,5
4,4,3,75,1,5
4,5,4,76,2,5
4,4,5,77,2,5
3,5,5,77,2,5
4,5,5,78,2,8
5,3,3,78,1,5
4,2,3,78,6,5
3,5,5,80,2,8
4,2,4,80,1,5
4,4,4,81,1,5
4,5,5,82,2,8
5,5,5,83,2,8
4,4,4,83,1,5
5,5,4,84,2,8
5,4,4,85,1,5
5,3,1,85,1,5
4,1,5,87,1,5
5,2,4,87,1,5
3,1,5,89,1,5
5,3,1,89,1,5
5,2,5,93,2,8
5,3,5,93,2,8
1,1,2,16,10,9
1,2,3,20,10,9
1,4,1,20,7,4
1,2,1,21,10,9
1,4,1,21,7,4
1,5,1,22,7,4
1,2,4,24,7,4
4,1,1,25,10,9
4,4,1,25,6,6
3,5,1,25,1,5
1,4,2,26,7,4
3,5,1,26,1,5
2,1,1,26,10,9
2,3,1,26,10,9
2,4,1,27,7,7
1,1,1,27,10,9
1,3,1,27,10,9
1,4,1,27,7,4
1,5,1,27,7,4
1,2,3,28,10,9
3,5,1,30,1,5
3,4,1,31,9,7
1,3,1,31,10,9
2,1,2,32,10,9
5,5,1,32,1,5
1,3,1,32,10,9
1,4,3,33,7,4
5,1,2,33,1,5
5,2,1,33,1,5
4,5,1,33,6,2
4,1,2,34,10,9
1,5,2,34,7,4
1,1,4,35,10,9
1,4,4,35,7,4
1,5,4,35,7,4
5,2,2,36,1,5
1,2,5,37,7,4
1,1,4,37,10,9
1,4,3,37,7,4
5,2,2,37,1,5
3,1,2,37,10,9
2,2,2,37,10,9
2,4,2,37,7,4
5,4,1,37,8,6
4,2,1,37,10,9
1,5,4,38,7,4
1,2,5,39,5,4
1,5,4,39,7,4
3,3,1,39,10,9
2,5,3,40,7,4
1,3,4,41,7,4
2,2,4,42,5,3
2,4,3,43,7,4
1,3,5,45,7,4
2,3,3,45,7,4
2,4,3,45,7,4
2,5,4,46,7,4
2,1,3,46,10,9
1,1,5,47,10,9
1,4,5,47,7,4
2,2,4,47,5,3
4,3,2,48,1,5
2,1,3,49,10,9
2,4,5,51,1,5
2,2,5,52,5,3
2,3,5,52,5,5
3,1,3,52,10,9
3,2,1,52,10,9
5,1,3,53,6,5
3,1,3,53,10,9
2,2,5,54,5,3
3,3,5,55,1,5
5,1,3,55,6,5
3,2,2,55,10,9
2,2,5,56,5,3
3,2,4,56,1,5
5,3,2,56,1,5
3,2,2,57,10,9
3,5,2,57,1,5
3,2,1,59,10,9
3,3,4,61,1,5
3,3,4,63,1,5
4,3,1,63,9,7
3,2,5,66,1,5
4,4,2,66,1,5
3,4,5,67,2,5
5,1,4,67,1,5
3,4,2,67,6,6
2,1,5,68,5,3
5,2,3,68,1,5
4,4,2,68,1,5
4,3,5,70,2,5
2,1,5,70,5,3
4,1,4,70,1,5
4,2,3,70,6,5
3,4,3,70,8,6
3,1,4,71,1,5
3,4,5,72,2,5
3,5,5,72,2,8
4,2,3,73,6,5
4,4,3,73,1,5
3,5,5,74,2,8
4,2,3,74,6,5
4,3,5,75,2,5
4,3,4,75,1,5
4,5,4,75,2,5
3,5,4,75,1,5
5,3,3,76,1,5
4,3,5,77,2,5
5,5,4,77,2,8
4,5,3,77,1,5
5,5,3,78,1,5
4,4,3,78,1,5
4,4,5,79,2,5
3,5,5,79,2,8
4,5,4,80,2,5
5,5,5,81,2,8
4,2,5,82,1,5
5,1,5,83,2,8
4,5,5,84,2,8
5,4,5,86,2,8
4,2,5,86,2,5
5,1,5,88,2,8
5,2,4,90,1,5
5,4,5,92,2,8
5,2,5,99,2,8
1,1,2,19,10,9
2,1,1,19,10,9
1,5,1,20,7,4
1,2,2,21,10,9
1,5,1,21,7,4
1,1,3,22,10,9
1,2,2,22,10,9
3,4,1,22,9,7
1,1,1,22,10,9
1,1,2,23,10,9
1,2,1,23,10,9
1,2,1,24,10,9
1,1,3,26,10,9
4,4,1,26,6,6
2,4,1,26,9,7
4,1,1,27,10,9
2,2,1,27,10,9
1,2,4,28,7,4
4,4,1,28,6,6
2,4,1,28,9,4
1,2,4,29,7,4
1,4,3,29,7,4
4,4,1,30,6,6
3,4,1,30,9,7
1,3,1,30,10,9
1,5,4,32,7,4
1,4,3,32,7,4
2,2,2,32,10,9
1,5,3,33,7,4
5,5,1,33,1,5
1,5,3,34,7,4
2,2,2,35,10,9
1,4,2,35,7,4
4,1,2,36,10,9
2,1,2,36,10,9
1,5,2,36,7,4
1,4,4,37,7,4
1,4,3,38,7,4
3,1,2,38,10,9
2,2,3,40,10,9
2,3,3,40,7,4
2,3,2,40,9,7
2,4,2,40,7,4
1,3,5,41,7,4
2,2,4,41,5,3
5,1,2,41,1,5
2,4,3,42,7,4
5,4,1,42,8,5
1,1,5,44,10,9
2,4,3,44,7,4
1,1,5,45,10,9
1,4,5,45,7,4
1,3,4,45,7,4
2,3,5,46,5,5
2,2,4,46,5,3
4,1,3,49,6,5
5,4,2,49,1,5
4,3,2,49,1,5
1,1,5,50,10,9
1,4,5,50,7,4
2,5,5,51,1,5
4,3,2,51,1,5
4,1,3,54,6,5
3,1,3,54,10,9
3,1,3,55,10,9
4,3,2,55,1,5
2,4,5,56,1,5
2,2,5,57,6,3
4,2,2,57,1,5
4,3,2,57,1,5
3,3,5,59,1,5
3,3,4,59,1,5
4,2,2,59,1,5
3,2,4,61,1,5
5,2,3,61,6,5
3,3,3,61,6,1
2,1,4,62,10,9
3,4,2,62,6,6
5,4,3,63,1,5
3,5,3,63,1,5
3,3,3,64,6,1
5,3,2,65,1,5
5,5,2,65,1,5
3,3,3,66,6,5
4,1,4,67,1,5
3,4,3,67,8,6
3,4,4,69,1,5
4,3,1,69,9,7
3,2,5,70,1,5
3,5,3,70,1,5
4,4,2,70,1,5
4,5,2,70,1,5
3,3,2,70,9,7
2,1,5,71,5,3
3,4,4,72,1,5
3,5,4,73,1,5
4,3,3,73,1,5
4,5,4,74,2,5
4,4,3,74,1,5
4,1,4,75,1,5
4,2,3,75,6,5
4,5,2,75,1,5
4,3,5,76,2,5
4,3,4,76,1,5
5,3,3,77,1,5
4,3,4,78,1,5
4,5,5,80,2,8
4,2,5,81,1,5
3,1,5,81,1,5
5,5,4,81,2,8
5,4,4,82,1,5
5,3,1,82,1,5
5,3,1,84,1,5
4,5,5,85,2,8
5,2,4,85,1,5
5,3,4,85,1,5
3,1,5,87,1,5
5,3,4,87,2,5
4,1,5,88,1,5
5,2,4,88,1,5
5,2,4,89,1,5
5,1,5,90,2,8
5,3,5,90,2,8
5,3,5,92,2,8
1,1,1,19,10,9
1,1,3,23,10,9
5,5,1,24,1,5
4,4,1,24,6,6
1,4,1,24,7,4
1,2,1,25,10,9
1,4,1,25,7,4
1,5,1,25,7,4
5,1,1,26,10,9
3,1,1,26,10,9
3,4,1,26,9,7
1,1,1,26,10,9
4,4,1,27,6,6
2,1,1,27,10,9
1,2,2,28,10,9
2,2,1,28,10,9
2,4,1,29,7,7
1,3,1,29,10,9
2,1,2,30,10,9
1,2,4,31,7,4
1,3,3,31,7,4
2,1,2,31,10,9
1,4,2,31,7,4
4,5,1,31,6,5
3,5,1,31,1,5
1,2,4,32,7,4
5,1,1,32,10,9
3,5,1,32,1,5
1,4,2,33,7,4
5,1,1,33,10,9
1,5,4,34,7,4
2,1,2,35,10,9
2,3,3,37,7,4
5,1,2,37,1,5
2,1,2,37,10,9
1,5,2,37,7,4
5,1,2,38,1,5
5,2,2,38,1,5
2,4,2,38,7,4
4,2,1,38,10,9
1,4,4,39,7,4
2,5,3,39,7,4
3,1,2,39,10,9
5,1,2,40,1,5
2,2,2,40,10,9
4,2,1,42,10,9
2,5,3,43,7,4
2,3,4,44,5,3
2,5,4,44,7,4
2,3,3,44,7,4
2,3,5,45,5,5
2,4,2,45,7,4
1,4,5,46,7,4
1,3,4,46,7,4
2,5,2,46,7,4
2,1,3,48,10,9
2,5,4,49,7,4
3,1,3,49,10,9
2,4,4,50,7,4
2,4,4,51,7,4
5,1,3,51,1,5
5,4,2,51,1,5
2,2,5,53,5,3
2,4,4,53,7,4
5,4,2,53,1,5
3,2,2,53,10,9
3,3,5,54,1,5
5,4,3,55,1,5
5,4,2,55,1,5
3,1,3,56,10,9
3,2,1,56,10,9
3,3,4,57,1,5
5,1,3,57,1,5
3,1,3,57,10,9
3,3,5,58,1,5
3,2,4,58,1,5
5,4,3,59,1,5
2,1,4,60,10,9
4,3,1,61,9,7
3,2,4,62,1,5
3,3,4,62,1,5
5,5,2,63,1,5
5,4,3,64,1,5
3,5,3,64,1,5
5,2,3,65,6,5
3,2,3,65,5,1
3,4,2,65,6,6
4,3,1,65,9,7
5,1,4,66,1,5
3,4,4,67,1,5
3,4,4,68,1,5
3,5,4,68,1,5
3,4,5,70,2,5
5,5,3,71,1,5
3,4,2,71,6,6
5,5,3,73,1,5
4,4,5,74,2,5
5,1,4,74,1,5
4,3,3,74,1,5
4,5,2,74,1,5
4,5,5,76,2,8
5,5,4,76,2,8
4,4,3,76,1,5
4,5,2,76,1,5
4,4,4,77,1,5
5,5,3,77,1,5
4,5,3,78,1,5
4,3,5,79,2,5
4,5,5,79,2,8
5,3,4,79,2,5
5,5,4,80,2,8
4,3,4,80,1,5
5,4,4,81,1,5
3,1,5,82,1,5
4,5,5,83,2,8
5,3,4,83,1,5
5,4,4,84,1,5
5,3,5,85,2,8
5,3,4,86,2,5
5,3,1,87,1,5
5,3,1,88,1,5
5,1,5,89,2,8
5,3,1,90,1,5
1,1,2,18,10,9
3,1,1,19,10,9
3,1,1,20,10,9
2,5,1,20,9,7
4,4,1,23,8,6
3,5,1,23,1,5
1,4,1,23,7,4
1,1,3,25,10,9
5,5,1,25,1,5
2,4,1,25,9,7
1,2,1,26,10,9
1,4,1,26,7,4
1,2,2,27,10,9
4,5,1,27,6,5
3,1,1,27,10,9
3,5,1,27,1,5
1,1,3,28,10,9
5,1,1,28,10,9
4,5,1,28,6,5
3,4,1,28,9,7
2,3,1,28,10,9
1,3,1,28,10,9
1,5,3,29,7,4
1,3,2,29,10,9
3,5,1,29,1,5
5,2,1,30,1,5
4,5,1,30,6,2
1,1,4,31,10,9
1,4,3,31,7,4
2,2,2,31,10,9
2,3,1,31,10,9
1,5,2,32,7,4
1,3,3,35,7,4
1,1,4,36,10,9
1,4,4,36,7,4
2,2,3,36,10,9
1,4,3,36,7,4
5,1,2,36,1,5
5,4,1,36,8,5
4,1,2,37,10,9
1,5,5,38,7,5
1,3,3,38,7,4
1,5,5,39,7,5
1,1,4,39,10,9
5,1,2,39,1,5
5,4,1,39,6,6
2,5,2,40,7,4
1,2,5,41,5,4
2,5,4,41,7,4
1,4,5,42,7,4
2,1,3,42,10,9
2,2,3,42,10,9
1,3,5,43,7,4
2,3,5,44,5,5
2,2,4,44,5,3
2,4,4,44,7,4
1,5,5,45,7,5
2,4,3,46,7,4
2,3,5,47,5,5
5,4,2,47,1,5
2,3,4,48,7,3
2,4,4,48,7,4
2,5,2,48,7,4
2,5,5,50,1,5
2,3,4,52,5,3
5,4,2,52,1,5
3,3,5,53,1,5
3,2,1,54,10,9
2,1,4,55,10,9
3,2,1,55,10,9
2,5,5,56,1,5
4,3,2,56,1,5
3,5,2,56,1,5
3,2,4,57,1,5
5,3,2,57,1,5
3,3,4,58,1,5
4,1,3,58,6,5
3,1,3,58,10,9
3,2,2,59,10,9
2,4,5,60,1,5
5,5,2,60,1,5
5,4,3,61,1,5
3,5,2,62,1,5
3,3,3,63,6,1
4,2,2,63,1,5
3,2,3,64,6,1
5,3,2,64,1,5
3,4,2,64,6,6
3,3,3,65,6,5
3,4,5,66,2,5
3,4,2,66,6,6
3,4,2,68,6,6
2,1,5,69,5,3
3,5,4,69,1,5
3,3,3,70,6,5
3,4,2,70,6,6
4,4,5,73,2,5
3,2,5,73,1,5
3,1,4,73,1,5
4,2,4,74,1,5
4,4,5,75,2,5
5,3,3,75,1,5
4,4,4,76,1,5
4,5,3,76,1,5
4,5,5,77,2,8
5,4,4,77,1,5
5,5,4,79,2,8
4,5,4,79,2,5
5,5,5,80,2,8
5,3,3,80,1,5
4,5,3,80,1,5
5,3,4,81,1,5
5,3,1,81,1,5
4,4,4,82,1,5
5,3,3,82,1,5
4,5,3,82,1,5
5,2,4,83,1,5
5,3,5,84,2,8
4,1,5,84,1,5
5,1,5,85,2,5
5,5,5,89,2,8
5,4,5,90,2,8
5,1,5,91,2,8
5,3,5,91,2,8
5,2,5,97,2,5
5,2,5,98,2,8
1,1,3,19,10,9
1,1,3,20,10,9
1,2,2,20,10,9
2,2,1,20,10,9
1,2,1,20,10,9
1,1,1,21,10,9
2,4,1,23,9,7
1,2,3,24,10,9
3,4,1,24,9,7
3,5,1,24,1,5
2,4,1,24,7,4
1,5,1,24,7,4
4,5,1,25,6,5
1,2,2,26,10,9
2,2,1,26,10,9
1,5,1,26,7,4
2,1,2,28,10,9
1,4,2,28,7,4
1,5,2,28,7,4
4,1,1,28,10,9
1,2,2,29,10,9
1,5,2,29,7,4
5,2,1,29,1,5
4,4,1,29,8,6
2,3,2,31,9,7
1,4,4,32,7,4
2,3,2,32,9,7
1,1,4,33,10,9
1,3,3,33,7,4
1,4,4,34,7,4
2,3,2,34,9,7
5,1,1,34,10,9
5,1,2,35,1,5
1,2,5,36,7,4
5,2,1,36,1,5
1,5,5,37,7,5
2,2,3,37,10,9
2,3,2,37,9,7
